Italian,English
Comunicazione digitale - Siti web - Mobile - Social network,Digital communication - Websites - Mobile - Social networks
Pensioni - Gestione post attivazione del servizio,Pensions - Post activation management of the service
Cartolarizzazioni di terzi - Execution collocamento e sottoscrizione ABS e ABCP,"Third party securitizations - Execution, placement and underwriting of ABS and ABCP"
Iscrizione all'Albo unico dei Consulenti Finanziari,Enrollment in the Single Register of Financial Advisors
Modifica Servizio o Piano Welfare Aziendale,Change Service or Company Welfare Plan
Gestione dei codici abilitativi delle applicazioni,Management of application enabling codes
Privati - Mutui venduti tramite Reti Terze - Poste Italiane SpA - Rinuncia,Individuals - Mortgages sold through Third Party Networks - Poste Italiane SpA - Waiver
Calcolo staging titoli,Title staging calculation
Gestione «Bring Your Own Device (BYOD) su Windows To Go» (WTG),«Bring Your Own Device (BYOD) management on Windows To Go» (WTG)
Informativa prudenziale - Informativa al pubblico Pillar III: predisposizione dei contributi,Prudential disclosure - Disclosure to the public Pillar III: preparation of contributions
Attivita' di gestione amministrativa,Administrative management activities
Monitoraggio Costo del Credito - Raccolta dati ed elaborazione previsionale,Cost of Credit Monitoring - Data collection and forecast processing
Derivati Regolamentati - Gestione della Liquidita' giornaliera conto Terzi,Regulated Derivatives - Management of daily liquidity on behalf of third parties
Gestione del Collateral - Gestione dispute rilevanti su derivati OTC - Variation Margin,Collateral Management - Management of relevant disputes on OTC derivatives - Variation Margin
Autorizzazioni e sconfinamenti - Operazioni da gestire - Nostro Personale Dipendente,Authorizations and encroachments - Operations to be managed - Our Employees
Gestione dei beni acquisiti in asta - Monitoraggio limiti RAF e Business Plan,Management of assets acquired at auction - Monitoring RAF limits and Business Plan
Chiusura periodo di erogazioni a Stato Avanzamento Lavori - Credito Fondiario - Edilizio finalita' messa a reddito e Credito Industriale - Agrario,Closing period of disbursements to state of work progress - land credit - construction for income generation purposes and industrial credit - agricultural
Gestione Sofferenze - Gestione Delibere,Bad Loan Management - Decision Management
Anagrafe Controparti di Gruppo - Monitoraggio flussi di alimentazione da Legal Entity Esterne,Group Counterparty Registry - Monitoring of supply flows from External Legal Entities
Gestione delle Eccezioni alle Regole di Sicurezza Informatica,Management of Exceptions to IT Security Rules
Finanza in Conto Proprio - Titoli - Verifica delle attivita' di quotazione - Divisione IMI CIB,Own account finance - Securities - Verification of listing activities - IMI CIB Division
Servizi di Clearing Custody e Settlement - Gestione fatturazione passiva,Clearing Custody and Settlement Services - Accounts Payable Billing Management
Estero - Operativita' in cambi - Verifica deal pending nei sistemi di FO,Abroad - Foreign exchange operations - Check pending deal in FO systems
Servizi di Identificazione e Riconoscimento a Distanza - Contratto Multicanale - Estinzione,Remote Identification and Recognition Services - Multi-channel Contract - Extinguishment
Gestione del Collateral - Regolamento Variation Margin,Collateral Management - Variation Margin Regulation
Gestione e perfezionamento Contratto Quadro di Affidamento per il rilascio di Impegni di Firma,Management and finalization of the Framework Agreement for the issue of Signature Commitments
Gestione richieste di certificazioni interessi passivi e attivi,Management of requests for certification of passive and active interests
Gestione test Disaster Recovery (online e batch),Disaster Recovery test management (online and batch)
Prodotti e Servizi Finanziari - Derivati OTC - Definizione e conclusione operazione - IMI CIB Clientela TOP,Financial products and services - OTC derivatives - Transaction definition and conclusion - IMI CIB TOP customers
Processo di Autovalutazione relativo all'ambito di negoziazione algoritmica,Self-assessment process relating to the area of algorithmic trading
Contabilità Generale - Gestione delle attività funzionali alle chiusure contabili e agli accertamenti,General Accounting - Management of functional activities for accounting closures and assessments
Amministrazione Finanziamenti Leasing - Rimodulazioni,Leasing Financing Administration - Remodulations
Inserimento del cambio turno,Shift change entry
Rischio Generico di Posizione - Revisione dello scenario di stressed VaR,Generic Position Risk - Review of the stressed VaR scenario
Tesoreria Enti - Gestione Operativa - Gestione del servizio di tesoreria in Pool,Institutions Treasury - Operational Management - Management of the pool treasury service
Concessione - Corporate - Linee di credito di clientela Italo-Related - Clientela Imprese - da allocare su Filiali Estere,Concession - Corporate - Credit lines for Italian-Related customers - Business customers - to be allocated to foreign branches
Monitoraggio e controllo dell'esternalizzazione,Outsourcing monitoring and control
Surroghe passive - Gestione delle richieste,Passive Surrogates - Request Management
Definizione e erogazione dei premi dei Sistemi di Incentivazione annuali,Definition and disbursement of annual Incentive System bonuses
Vendita e attivazione POS - Prima richiesta Clienti Divisione BdT - Offerta In Sede - Offerta Fuori Sede - Offerta a Distanza,POS sale and activation - First customer request for BdT Division - On-site offer - Off-site offer - Remote offer
Anticipo fatture Italia - Gestione estinzione anticipo,Advance invoices Italy - Management of advance payment
Bonifici estero in uscita - Gestione messaggi,Outgoing foreign transfers - Message management
Operativita' titoli obbligazionari mercato OTC e Grey Market,OTC market and Gray Market bond operations
Adempimenti ai fini agevolativi - Banca Finanziatrice - Resto al Sud,Fulfillments for facilitation purposes - Financing Bank - Rest in the South
Gestione vendite forzose o coattive di titoli contenuti in depositi amministrati,Management of forced or coercive sales of securities held in managed deposits
Successioni - Blocco rapporti,Successions - Report block
Piani di Miglioramento di Data Quality,Data Quality Improvement Plans
Emissioni certificates - censimento e richiesta Isin e gestione del regolamento,Emissions certificates - census and Isin request and regulation management
Rischio Paese - Definizione parametri Rischio Paese e gestione sconfinamenti passivi,Country risk - Definition of country risk parameters and management of overdrafts
Gestione del Collateral - Monitoraggio soglie ex art 31 e AANA ISP Singapore,Collateral management - Threshold monitoring pursuant to Article 31 and AANA ISP Singapore
Pignoramenti - Gestione per il personale dipendente,Foreclosures - Management for employees
Attribuzione TIT MLT in deroga - specifico a valere su plafond autorizzato,Assignment TIT MLT in derogation - specific to be valid on the authorized limit
Crediti documentari Export - Notifica,Export Documentary Credits - Notification
Fondo di Solidarieta' - Richiesta di sospensione,Solidarity Fund - Request for suspension
Gestione studi e ricerche - Sospensione o interruzione copertura Emittente,Study and research management - Suspension or interruption of coverage of the Issuer
Operativita' connessa a Global Markets e Investment Banking della Divisione IMI CIB,Operations related to Global Markets and Investment Banking of the IMI CIB Division
Inadempienza Probabile - Compensazione,Likely Default - Compensation
Monitoraggio degli accordi di compensazione - Capogruppo e Banca IMI,Monitoring of offsetting agreements - Parent Company and Banca IMI
Comunicazione,Communication
Gestione degli Interventi Agevolati - Specificita' di prodotto - Fondo Crescita Sostenibile,Management of subsidized interventions - Product specificity - Sustainable Growth Fund
Derivati Regolamentati - Allocazione dei deal Conto Terzi,Regulated Derivatives - Allocation of Third Party Account deals
Approvvigionamento di materiale economale da Catalogo Elettronico,Procurement of economic material from the Electronic Catalogue
Corrispondenza inviata alla clientela e non recapitata,Correspondence sent to customers and not delivered
Concessione - Financial Institutions ONE - Proposta,Concession - Financial Institutions ONE - Proposal
Escussione garanzia Mutuo Giovani Coppie DPCM 256 - 2010,Enforcement of Young Couples Loan guarantee DPCM 256 - 2010
Gestione delle garanzie con Cassa di Compensazione e Garanzia,Management of guarantees with Cassa di Compensazione e Garanzia
Amministrazione Finanziamenti Leasing - Gestione regime IVA applicato a contratti leasing nautico,Leasing Financing Administration - Management of the VAT regime applied to nautical leasing contracts
Gestione modifiche unilaterali delle condizioni economiche e normative,Management of unilateral changes to economic and regulatory conditions
Consolidato Fiscale - Definizione e comunicazione del Perimetro di consolidamento,Tax Consolidation - Definition and disclosure of the scope of consolidation
Emanazione Note Interne,Issue Internal Notes
Polizze di Protezione - Beni e Persone - Postvendita,Protection Policies - Assets and People - After-sales
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Perfezionamento,Subsidized loans to Intesa Sanpaolo Group employees - Improvement
Concessione - Privati - Fidi e Altri Finanziamenti - Domanda,Concession - Private individuals - Credit lines and other loans - Application
Servizio Easy Fattura - Attivazione,Easy Invoice Service - Activation
Estero - Operativita' in cambi - Verifica delle valute - operativita' in Cambi a pronti,Abroad - Operations in foreign exchange - Verification of currencies - operations in spot exchange rates
Reporting trimestrale derivante dall'acquisizione dello status di FHC,Quarterly reporting resulting from the acquisition of FHC status
In Vetrina - Promozione e vendita di prodotti e servizi non finanziari ad opera di Partner esterni all'interno dei locali della Banca,Featured - Promotion and sale of non-financial products and services by external partners within the Bank's premises
Anagrafe Controparti di Gruppo - Gestione Tabelle di Dominio,Group Counterparty Registry - Management of Domain Tables
Modifica o chiusura del servizio,Change or Termination of Service
Clearing - Backloading Conto Proprio,Clearing - Own Account Backloading
Rischio Generico di Posizione - Data Quality - Proxy e Risk Not In Model,Generic Position Risk - Data Quality - Proxy and Risk Not In Model
Gestione Cambiamento Sistemistico Infrastrutturale,Management of Infrastructural Systemic Change
Finanza in Conto Proprio - Titoli - Negoziazione Bond - Trading proprietario - Divisione IMI CIB,Own Account Finance - Securities - Bond Trading - Proprietary Trading - IMI CIB Division
Gestione del catalogo e delle anagrafiche - Consolidamento del catalogo,Catalog and master data management - Catalog consolidation
Accertamenti Bancari inerenti i Fornitori,Bank checks concerning the Suppliers
Gestione dividendi regolamento Italia,Management of dividends regulated by Italy
Richiesta di extra budget,Extra budget request
Segnalazioni Sofferenze - Diagnostica interna e controlli utente sui dati segnalati,Reporting Bad Loans - Internal diagnostics and user checks on reported data
Emissione Obbligazioni Bancarie Garantite,Issuance of Covered Bank Bonds
Gestione del Recesso,Withdrawal Management
Operazioni societarie estere,Foreign corporate operations
Gestione Asset Leasing Mobiliari - Recupero bonario e transazioni,Securities Asset Leasing Management - Amicable recovery and transactions
Anagrafe dei Rapporti - Gestione intestazioni particolari del rapporto,Database of Reports - Management of particular headers of the report
Determinazione e contribuzione del Tasso Euribor,Determination and contribution of the Euribor rate
Classificazione della clientela ai fini dell'applicazione dell'imposta di bollo,Classification of customers for the purpose of applying stamp duty
Richiesta di un periodo di aspettativa,Request for a leave of absence
Valutazione dei livelli di salute e sicurezza,Assessment of health and safety levels
Gestione dei beni acquisiti in asta - Analisi e promozione e investimento nelle aste immobiliari,Management of assets acquired at auction - Analysis and promotion and investment in real estate auctions
Prodotti e Servizi Finanziari - Derivati OTC - Materiale di Marketing - IMI CIB,Financial Products and Services - OTC Derivatives - Marketing Material - IMI CIB
Vendita e attivazione POS - Offerta Fuori Sede - Intesa Sanpaolo Agents4You,POS sale and activation - Out-of-office offer - Intesa Sanpaolo Agents4You
Inadempienza Probabile - Calcolo Fees gestione congiunta,Unlikely to pay - Calculation of joint management fees
Gestione e pubblicazione documentazione obbligatoria e facoltativa pre-collocamento,Management and publication of mandatory and optional pre-placement documentation
Privati - Mutui - Istruttoria,Individuals - Mortgages - Investigation
Gestione eventi successivi al rilascio di un Impegno di Firma Domestico,Management of events following the release of a Domestic Signature Commitment
Proposta - Prestiti a Dipendenti Gruppo Intesa Sanpaolo,Proposal - Loans to Intesa Sanpaolo Group Employees
Garanzie ipotecarie - Restrizione dell'ipoteca,Mortgage guarantees - Mortgage restriction
Gestione degli Interventi Agevolati - Erogazione,Management of Subsidized Interventions - Delivery
Finanza in Conto Proprio - Derivati OTC - Conferme - Operativita' in Derivati su Equity,Own Account Finance - OTC Derivatives - Confirmations - Transactions in Equity Derivatives
Gestione Proattiva Corporate e Small Business - Esaminare le posizioni,Proactive Corporate and Small Business Management - Review positions
Approvazione flussi informativi di continuita' operativa per Organi Aziendali,Approval of operational continuity information flows for corporate bodies
Calcolo compensi condizioni agevolate dipendenti,Calculation of subsidized employee salaries
Calcolo della perdita attesa sui titoli obbligazionari ai fini contabili,Calculation of expected loss on bonds for accounting purposes
Garanzie Ipotecarie - Acquisizione ed istruttoria tecnica,Mortgage guarantees - Acquisition and technical investigation
Analisi di fattibilita',feasibility analysis
Sicurezza delle Terze Parti - Attività di monitoraggio eventi critici che coinvolgono un fornitore,Third Party Security - Critical event monitoring activities involving a vendor
Determinazione fair value hedge fund ai fini contabili,Determination of hedge fund fair value for accounting purposes
Liquidazione IVA in capo alle Societa' partecipanti,VAT settlement by the participating companies
Gestione duplicati chiavi e back up combinazioni casseforti principali o caveau,Management of duplicate keys and back up of main safe or vault combinations
Carte di debito e di servizio - Emissione richiesta da Clientela Privati - Offerta a Distanza,Debit and service cards - Issuance requested by Private Customers - Distance Offer
Criticality Assessment,Criticality Assessment
Rischio di Controparte - SIMM Monitoring,Counterparty Risk - SIMM Monitoring
Concessione - Corporate - Perfezionamento,Concession - Corporate - Improvement
Gestione trasferte,Travel management
Concessione - Corporate - Domanda,Concession - Corporate - Application
Pubblicazione e diffusione Relazione su Governo Societario e Assetti Proprietari,Publication and dissemination of Report on Corporate Governance and Ownership Structures
Normativa Emittenti - Gestione Restricted List - Restrizioni Operative,Issuers Regulations - Restricted List Management - Operating Restrictions
Personale con contratto di lavoro misto - Gestione della fatturazione e degli adempimenti previdenziali,Staff with mixed employment contract - Management of billing and social security obligations
Finanziamenti in GIC - Esercizio opzione cadenza interessi e rinnovo rimborso revolving (ORR),Loans in GIC - Exercise of the interest rate option and revolving repayment renewal (ORR)
Operazioni su rapporti omnibus intestati a fiduciarie,Transactions on omnibus relationships held in the name of trust companies
Confirming - Variazione condizioni economiche Fornitori,Confirming - Variation of economic conditions Suppliers
Produzione elenco beni ICT,ICT asset list production
Segnalazioni individuali finanziarie - Base VE,Individual financial reporting - VE basis
Gestione arretrati Assegno per il Nucleo Familiare,Management of arrears Allowance for the family nucleus
Emanazione e gestione delle regole di hardening,Issue and management of hardening rules
Gestione rilascio attestazione di devoluzione al fondo e rimborso dormienti estinti per errore gia' riversati al fondo,Management of the release of the certificate of devolution to the fund and reimbursement of dormant debts extinguished by mistake already transferred to the fund
XME Salute - Vendita Attivazione e Gestione Post Vendita,XME Salute - Sales Activation and After-Sales Management
Attivazione servizio Inbiz Start,Inbiz Start service activation
Estinzione del deposito ordinario o a garanzia clientela BdT e CIB_Global Corporate,Termination of the ordinary deposit or as a guarantee for BdT and CIB_Global Corporate customers
Contabilizzazione e Pagamento F24 in ambito emolumenti risorse umane,Accounting and Payment F24 in the field of human resources fees
Spedizione corrispondenza,Correspondence delivery
Garanzie Pignoratizie - Particolarita' per pegno su Polizze,Pledge Guarantees - Particularities for pledges on Policies
Cessione di Crediti Deteriorati e Portafogli di Crediti Deteriorati e Misti - Cessione Portafoglio e Single Name sopra e sotto soglia - Perfezionamento,Disposal of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Disposal of Portfolio and Single Name above and below the threshold - Finalization
Conti Correnti - Apertura di conto a operativita' specifica,Current Accounts - Opening of an account for specific operations
Calcolo VaR Rischi Finanziari di Banking Book,VaR Calculation of Banking Book Financial Risks
Gestione del contante a fronte di sinistri rapine ammanchi e furti su impianti a gestione esternalizzata,"Management of cash in the event of claims, robberies, shortages and thefts on outsourced management systems"
Tesoreria Enti - Gestione Operativa - Controlli e rendicontazioni,Institutions Treasury - Operational Management - Controls and reports
MiFID-Transaction Reporting-segnalazioni alla Consob,MiFID-Transaction Reporting-reports to Consob
Campagna di Merito,Merit Campaign
Accertamenti su Fiscalita' Immobili,Investigations on Property Taxation
Bilanci - Piani di riparto Centrale Bilanci,Financial Statements - Distribution plans Central Financial Statements
Fiscalita' d'Impresa - Dichiarazione UNICO SC e Dichiarazione IRAP - Adempimenti dichiarativi e liquidazione imposte,Corporate taxation - UNICO SC declaration and IRAP declaration - Declaration fulfillment and tax settlement
Successioni - Avvio pratica,Successions - Starting practice
Prelevamento allo sportello su rapporto,Withdrawal at the counter on report
Concessione - Privati - Fidi e Altri Finanziamenti - Istruttoria e proposta,Concession - Private individuals - Credit lines and other loans - Preliminary investigation and proposal
Trasferimento titoli diretto tra le parti,Direct transfer of securities between the parties
Tesoreria Enti - Gestione Operativa - Chiusura dell'esercizio o cessazione del servizio,Institutions Treasury - Operational Management - Closure of the financial year or termination of service
Gestione Sospesi Contabili - Sistemazioni contabili su rapporti di clientela Corporate,Accounting Suspended Management - Accounting adjustments on Corporate customer relationships
Preparazione e Avvio,Preparation and Startup
Richiesta fondi per implementazione Piano di Sicurezza Informatica,Request for funds for the implementation of the IT Security Plan
Raccolta e certificazione dei dati di mercato ai fini del calcolo delle misure di rischio,Collection and certification of market data for the purpose of calculating risk measures
Esercizio e valutazione dei controlli in ambito Sicurezza Informatica e Continuita' Operativa,Exercise and evaluation of IT Security and Business Continuity controls
Implementazioni ICT in materia di antiriciclaggio,ICT implementations in the field of anti-money laundering
Anagrafica Strumenti Finanziari - Censimento o aggiornamento Emittenti,Financial Instruments Database - List or update of Issuers
Finanziamenti in GIC - Apertura pratica,Loans in GIC - Opening of the case
Restituzione premio pagato e non goduto su polizze abbinate a finanziamenti estinti anticipatamente,Restitution of premiums paid and not used on policies combined with loans repaid in advance
Attivazione della Spesa ICT,Activation of ICT Expenditure
Emissioni Covered Warrant - Pianificazione e listing diretto,Covered Warrant Issues - Planning and direct listing
Derivati Regolamentati - Riconciliazioni con Clearing House-Broker mercati esteri,Regulated Derivatives - Reconciliations with Clearing House-Broker for foreign markets
On-Boarding dei Distributori Terzi,On-Boarding of Third Party Distributors
Rendicontazione Corrispettivi - Raccolta dati mensili e gestione CPC,Fee Reporting - Monthly data collection and CPC management
Copertura Funding Capogruppo,Parent Company Funding coverage
Contabilita' Industriale - Raccolta ed elaborazione dei dati di costing,Industrial Accounting - Collection and processing of costing data
Gestione Sofferenze Leasing - Gestione dei subentri,Bad debt management Leasing - Management of takeovers
Gestione incidente di Cyber Physical Security presso la Rete Territoriale - Anomalia rilevata dal monitoraggio centrale,Cyber Physical Security incident management at the Territorial Network - Anomaly detected by central monitoring
Misurazione,Measurement
Contratti di Service - Gestione addenda contrattuali,Service contracts - Contract addenda management
Crediti documentari import - Apertura,Import documentary credits - Opening
Concessione - Corporate - Delibera,Concession - Corporate - Resolution
Segnalazione individuale AnaCredit verso Banca d'Italia,AnaCredit individual reporting to the Bank of Italy
Prodotti e Servizi Finanziari - Derivati OTC - Riconciliazioni - IMI CIB e BdT,Financial Products and Services - OTC Derivatives - Reconciliations - IMI CIB and BdT
Formazione - informazione e comunicazione in materia di salute e sicurezza sul lavoro,Training - information and communication on occupational health and safety
Certificazione Unica,Single Certification
Polizze di Protezione - Motor - Rinnovi,Protection Policies - Motor - Renewals
Confirming - Contrattualizzazione onboarding Fornitori,Confirming - Supplier onboarding contracts
Threat Hunting,Threat Hunting
Gestione Problem Task,Problem Task Management
Reportistica annuale verso il Comitato di Direzione e il Consiglio di Amministrazione,Annual reporting to the Management Committee and the Board of Directors
Esposizione temporanea di beni artistici di proprieta' in locali diversi dalle Gallerie d'Italia depositi e locali di alta rappresentanza,"Temporary exhibition of owned artistic assets in premises other than the Gallerie d'Italia, warehouses and high representative premises"
Adempimento Collaborativo con AdE - Consulenza e Clearing,Collaborative Fulfillment with AdE - Consulting and Clearing
Gestione incassi disguidati,Misdirected receipts management
Gestione Asset Leasing Real Estate - Presa in carico e analisi posizione,Real Estate Asset Leasing Management - Management and position analysis
Offerta obbligazioni e certificates,Bonds and certificates offer
Adempimenti ai fini agevolativi - Banca Finanziatrice - Finpiemonte,Fulfillments for facilitation purposes - Financing Bank - Finpiemonte
Concessione - Financial Institutions ONE - Perfezionamento,Concession - Financial Institutions ONE - Improved
Gestione delle anagrafiche contabili,Management of accounting records
Fondi Pensione - Adesione individuale o Adesione collettiva a forme di previdenza complementare - Offerta fuori Sede - Intesa Sanpaolo Agents4You,Pension funds - Individual membership or collective membership of supplementary pension schemes - Out-of-office offer - Intesa Sanpaolo Agents4You
Cybersecurity e Business Continuity Culture,Cybersecurity and Business Continuity Culture
Operazioni su strumenti finanziari poste in essere da clientela CIB e CLB,Transactions on financial instruments carried out by CIB and CLB customers
Configurazioni Sistemi Finanza - Gestione utenze per le piattaforme di negoziazione sui mercati e utenze di sistema - Divisione IMI CIB,Finance Systems Configurations - User management for trading platforms on the markets and system users - IMI CIB Division
Servizi di Clearing Custody e Settlement - Gestione Covered Warrant,Clearing Custody and Settlement Services - Covered Warrant Management
Esercizio dei diritti dell'Interessato,Exercise of the rights of the interested party
Regolamento e contabilizzazione REPO,REPO settlement and accounting
Gestione a scadenza delle posizioni aperte,Management of open positions on expiry
Segnalazioni giornaliere Centrale Rischi,Central Risks daily reports
Prestito Titoli Clientela - Disattivazione del Servizio,Loan of Customer Securities - Deactivation of the Service
Caricamento iniziale garanzie,Initial loading guarantees
Gestione rapporti dormienti - Direzioni Centrali,Management of dormant relationships - Central Management
Gestione documenti digitali di interesse storico in PAD,Management of digital documents of historical interest in PAD
Gestione conti d'ordine,Order accounts management
Cartolarizzazioni di terzi - Origination,Third party securitizations - Origination
Inadempienza Probabile - Calculation Agent,Probable Default - Calculation Agent
Gestione rischio equity,Equity risk management
Autocertificazione a distanza,Remote self-certification
Revisione Financial Portfolio Policy - Banche e Societa' Controllate,Financial Portfolio Policy Review - Banks and Subsidiary Companies
Rischio IRR - Calcolo misure gestionali rischio tasso,IRR risk - Calculation of interest rate risk management measures
Anagrafe Controparti di Gruppo - Verifica e bonifica chiavi di abbinamento,Group Counterparty Registry - Verification and remediation of combination keys
Gestione acquisti - Gestione Ordine di Acquisto,Purchasing Management - Purchase Order Management
Calcolo della riserva - Valutazione Crediti in Bonis - Riserva Generica,Calculation of the reserve - Evaluation of performing loans - Generic reserve
Gestione Asset Leasing Real Estate - Due Diligence Full e gestione del bene,Real Estate Asset Leasing Management - Full Due Diligence and asset management
Revoca ed Estinzione Garanzie Consortili,Revocation and Extinguishment of Consortium Guarantees
Cassette di Sicurezza e Depositi Chiusi - Disdetta contratto,Safety Deposit Boxes and Closed Deposits - Cancellation of the contract
Adempimenti su rifiuti assimilabili agli urbani e speciali non pericolosi,Fulfillments on waste similar to urban and non-hazardous special waste
Trasformazioni polizze - Riscatto Polizze,Policy transformations - Policy redemption
Modalità di consegna al Cliente titolare del Servizio Welfare Hub del regolamento aziendale in facsimile (documento di cortesia),Method of delivery to the customer owner of the Welfare Hub Service of the company regulation in facsimile (courtesy document)
EMIR - DFA - Gestione Controversie per derivati OTC non compensati centralmente,EMIR - DFA - Dispute Management for OTC derivatives not centrally cleared
Polizze di Protezione - Beni e Persone - Emissione,Protection Policies - Assets and Persons - Issue
Segnalazione consolidata SHSG,SHSG Consolidated Reporting
Spunte e riconciliazioni conti su Sistemi di Pagamento,Checking and reconciling accounts on Payment Systems
Gestione dei Privilegi Amministrativi,Management of administrative privileges
Polizze di Protezione - Beni e Persone - Emissione Polizze - Offerta a Distanza - Intesa Sanpaolo Agents4You,Protection Policies - Goods and People - Issuing Policies - Distance Offering - Intesa Sanpaolo Agents4You
Carte di credito - Emissione richiesta da Clientela Privati - Offerta a Distanza,Credit Cards - Issuance requested by Private Customers - Distance Offer
Determinazione RWA di posizioni soggette a cartolarizzazione,RWA determination of positions subject to securitization
Produzione Modello 770,Production Model 770
Garanzie Fideiussorie e Lettere di Patronage - Modifica,Guarantees and Letters of Patronage - Modification
Derivati Regolamentati - Gestione Conto Errori,Regulated Derivatives - Error Account Management
Gestione incidente di Cyber Physical Security presso la Rete Territoriale - Operazione transazionale disposta in fascia oraria anomala,Cyber Physical Security incident management at the Territorial Network - Transactional operation arranged in an anomalous time slot
Resolution Reporting - Alimentazione Data Room per Valuation con dati non strutturati,Resolution Reporting - Feed Data Room for Valuation with unstructured data
Attivita' di presidio Sire,Sire monitoring activity
Iniziative per il Sociale,Social initiatives
Gestione Sofferenze - Gestione giudiziale,Bad Loans Management - Judicial management
Cassette di Sicurezza e Depositi Chiusi - Cruscotto di bonifica,Safety Deposit Boxes and Closed Deposits - Reclamation Dashboard
Revisione annuale dei contratti di service - Produzione e stipula dei contratti,Annual review of service contracts - Production and signing of contracts
Definizione impatti Processi,Definition of Process impacts
Gestione del Collateral - Regolamento Initial Margin,Collateral Management - Initial Margin Settlement
Gestione Incident assistenza tecnologica,Technological Assistance Incident Management
Independent Price Verification - I livello - Titoli obbligazionari,Independent Price Verification - Level I - Bonds
Calcolo e monitoraggio indicatori mensili Rischio di Liquidita',Calculation and monitoring of monthly indicators Liquidity Risk
"Gestione delle password di ""Root"" e ""Administrator"" locali","Local ""Root"" and ""Administrator"" password management"
Trasferimento - Distacco,Transfer - Posting
Privati - Mutui - Proposta,Individuals - Mortgages - Proposal
Gestione del mandato in fase successiva all'apertura,Management of the mandate in the phase following the opening
Prodotti e Servizi Finanziari - Derivati OTC - Gestione archiviazione e regolarizzazione - BdT,Financial products and services - OTC derivatives - Filing and regularization management - BdT
Selezione - valutazione - contrattualizzazione e monitoraggio dei Partner esterni,Selection - evaluation - contracting and monitoring of external partners
Gruppi di clienti connessi - Censimento o aggiornamento del Gruppo di clienti connessi,Groups of connected customers - Census or update of the group of connected customers
Concessione - Privati - Cessione del Quinto a Dipendenti e Anticipo TFS,Concession - Private individuals - Assignment of salary to employees and TFS advance
Independent Price Verification - I Livello - Derivati,Independent Price Verification - I Level - Derivatives
Decreto MEF - Partecipazione ai siti web per il confronto tra le offerte relative ai conti di pagamento,MEF Decree - Participation in websites for comparing offers relating to payment accounts
Factoring - Valutazione centralizzata Fidi Factoring Debitori,Factoring - Centralized evaluation of Credit Factoring Debtors
Monitoraggio dei livelli di servizio - Raccolta mensile dei livelli di servizio e produzione della reportistica,Service Level Monitoring - Monthly collection of service levels and reporting
Bilancio d'Impresa - Chiusura archivio Libra,Corporate Financial Statements - Closing of the Libra archive
Gestione Posizioni Privati Retail - Gestione Casi Particolari,Management of Private Retail Positions - Management of Special Cases
Gestione Identity and Access Management per Utenze Guest per sistemi di Collaboration Office365,Identity and Access Management for Guest Users for Office365 Collaboration systems
Produzione e pubblicazione del report Tableau de Bord dei rischi,Production and publication of the Tableau de Bord report of risks
Conti Correnti - Vendita di conto corrente online,Current Accounts - Sale of online current accounts
Gestione della continuita' del servizio e modifiche Valore Insieme,Management of service continuity and changes Valore Insieme
Amministrazione Finanziamenti Leasing - Fatturazione attiva automatica e incassi SDD,Leasing Financing Administration - Automatic active billing and SDD collections
Definizione del Portafoglio Target garantito da Fondo di Garanzia 662 96,Definition of the Target Portfolio guaranteed by the Guarantee Fund 662 96
Revisione annuale delle qualifiche,Annual qualification review
Riconciliazioni Rischio di liquidita',Reconciliations Liquidity risk
Gestione Tasso Asset and Liability Management - Rischi di BT derivanti da operativita' a MLT,Rate Management Asset and Liability Management - BT risks deriving from MLT operations
DFA - Risk Reporting,DFA - Risk Reporting
Revisione periodica della fascia di rischio,Periodic review of the risk range
Processo di Contingency - Pagamenti in Euro,Contingency Process - Payments in Euros
Raccolta ed elaborazione dei dati di budget,Collection and processing of budget data
Richiesta certificati di firma digitale per i dipendenti,Request digital signature certificates for employees
Gestione del fondo rischi contenzioso fiscale,Management of the provision for tax dispute risks
Predisposizione informativa Periodica per gli investitori,Preparation of periodic information for investors
Profilatura MIFID e sottoscrizione Contratto Unico Integrato - CIB,MIFID profiling and signing of the Single Integrated Contract - CIB
Internal Dealing - Insider List Proprietaria - Gestione comunicazione o ritardo nella comunicazione delle Informazioni privilegiate,Internal Dealing - Proprietary Insider List - Management of communication or delay in communication of Privileged Information
Debt Capital Markets - Strutturazione dell'operazione,Debt Capital Markets - Structuring of the operation
Processo di Contingency - Chiusura della posizione delle Banche Step 1,Contingency Process - Bank Position Closing Step 1
Servizi Swift informativi e dispositivi di Cash Management Internazionale - Attivazione e gestione post-vendita,Swift information services and International Cash Management devices - Activation and after-sales management
Segnalazione operazione sospetta e gestione delle richieste delle Autorita',Suspicious transaction reporting and management of requests from the Authorities
Gestione Sofferenze Leasing - Invio Segnalazioni Anagrafe dei Rapporti,Management of Leasing Bad Loans - Sending Reports Registry Reports
Valutazione derivati OTC - aggiornamento della correlazione in Murex su equity - indici - basket,Valuation of OTC derivatives - update of the correlation in Murex on equity - indices - basket
Tassazione del capital gain in regime amministrato,Taxation of capital gains in an administered regime
Gestione Posizioni Sme Retail - Gestione Filiale,Sme Retail Position Management - Branch Management
Gestione delle Utenze Tecniche Applicative,Management of Application Technical Utilities
