Italian,English
Incassi e Pagamenti - Riscossione Deleghe F23 e F24,Collections and Payments - Collection of F23 and F24 Proxies
Portafoglio - Gestione Incassi Portafoglio,Portfolio - Portfolio Collection Management
Servizi di Sportello - Gestione e quadratura postazione di lavoro,Counter services - Management and balancing of workstations
Relazioni istituzionali e Comunicazione esterna - Fondo di beneficenza,Institutional Relations and External Communication - Charity Fund
Conti e Depositi - Conti Financial Institutions,Accounts and Deposits - Financial Institutions Accounts
Rating - Attribuzione e Gestione Rating - Segmento Regolamentare Small Business,Rating - Attribution and Rating Management - Small Business Regulatory Segment
Governo societario e adempimenti societari - Societa' Controllate Extra UE - Adempimenti ai sensi dell'art 15 RM,Corporate governance and corporate obligations - Non-EU subsidiaries - Fulfillments pursuant to Article 15 of the RM
Cybersecurity and BC Governance - Sistema dei controlli in ambito Cybersecurity e Business Continuity,Cybersecurity and BC Governance - Control system in the field of Cybersecurity and Business Continuity
Finanziamenti - Finanziamenti in Euro e Divisa non correlati a specifica attivita' commerciale (Operazioni di Denaro Caldo),Loans - Loans in Euros and Currencies not related to specific commercial activities (Hot Money Transactions)
Service Operation - Gestione operativa AM,Service Operation - AM operational management
Rating - Rating di Legalita',Rating - Legality Rating
Gestione della Conformita' - Gestione ambito normativo Market Abuse,Compliance Management - Management of the Market Abuse regulatory environment
Finanza in Conto Terzi - Titoli e Derivati Regolamentati,Third Party Finance - Regulated Securities and Derivatives
Organizzazione - Creazione e manutenzione Strutture,Organization - Creation and maintenance of Structures
Sistema Integrato dei Controlli Interni - Sistema dei controlli interni e reportistica integrata,Integrated System of Internal Controls - System of internal controls and integrated reporting
Altri prodotti e servizi accessori - Servizi di Portabilita',Other ancillary products and services - Portability Services
Prodotti e Servizi Finanziari - Indici Proprietari e di Terzi,Financial Products and Services - Proprietary and Third Party Indices
Immobili e Patrimonio Artistico - Gestione patrimonio immobiliare,Property and Artistic Heritage - Management of real estate assets
Contabilita' - Contabilita' Fornitori,Accounting - Accounts Payable
Valutazioni ai fini di Bilancio - Valutazione Crediti al Fair Value,Valuations for Financial Statements purposes - Loan valuation at fair value
Servizi di Accesso ai Canali Digitali - Servizi di Accesso e di Identificazione a Distanza destinati a Persone Fisiche,Access Services to Digital Channels - Remote Access and Identification Services intended for Natural Persons
Bilancio e Pillar III - Reporting Contabile Finanziario al Mercato,Budget and Pillar III - Financial Accounting Reporting to the Market
"Customer Relationship Management - Reclami, lamentele e disconoscimenti","Customer Relationship Management - Complaints, grievances and disclaimers"
Monitoraggio Crediti - Esposizioni Forborne,Credit Monitoring - Forborne Exposures
Customer Relationship Management - Servizi di consulenza finanziaria automatizzata e semi-automatizzata,Customer Relationship Management - Automated and semi-automated financial advisory services
Valutazioni ai fini di Bilancio - Valutazione Fondi Rischi e Oneri,Valuations for Financial Statements purposes - Valuation of Provisions for Risks and Charges
Processi Amministrativi - Accordi interbancari e Omologazioni,Administrative Processes - Interbank Agreements and Approvals
Gestione del Credito Deteriorato - Gestione Past Due,Non-Performing Credit Management - Past Due Management
Risk Strategy e Internal Capital & Liquidity Adequacy Assessment - Risk Appetite Framework,Risk Strategy and Internal Capital & Liquidity Adequacy Assessment - Risk Appetite Framework
Servizi di Sportello - Versamento,Counter Services - Deposit
Relazioni istituzionali e Comunicazione esterna - Gestione Eventi e Sponsorizzazioni,Institutional Relations and External Communication - Event Management and Sponsorships
Garanzie Domestiche Passive e Garanzie Internazionali - Garanzie internazionali ricevute,Domestic Guarantees Passive and International Guarantees - International guarantees received
Strategie - Funding Plan,Strategies - Funding Plan
Valutazioni ai fini di Bilancio - Valutazione Partecipazioni,Valuations for Financial Statements purposes - Valuation of Equity Investments
Service Design - Availability e Capacity Management,Service Design - Availability and Capacity Management
Finanza in Conto Proprio - Prestito Titoli con Controparti di Mercato,Own Account Finance - Securities Lending with Market Counterparties
Adempimenti Obbligatori - Scudo Fiscale,Mandatory Fulfillments - Tax Shield
Finanza in Conto Proprio - Gestione Cambio,Own Account Finance - Exchange Management
Incassi e Pagamenti - Bonifici SEPA in entrata,Collections and Payments - Incoming SEPA transfers
Prodotti e Servizi Finanziari - Servizi offerti da Società Fiduciarie,Financial products and services - Services offered by trust companies
"Concessione - Privati - Mutui a titolari di ditta individuale, Mutui agevolati e casistiche particolari","Concession - Private individuals - Mortgages to sole proprietorships, subsidized mortgages and particular cases"
Valutazioni ai fini di Bilancio - Valutazione del TFR e altri Fondi del Personale,Valuations for Financial Statements - Valuation of employee severance indemnities and other personnel funds
"Immobili e Patrimonio Artistico - Progettazione, manutenzione ed esecuzione lavori","Property and Artistic Heritage - Design, maintenance and execution of works"
Valutazioni ai fini di Bilancio - Valutazione immobilizzazioni Tangibili e Intangibili,Valuations for Financial Statements - Valuation of tangible and intangible fixed assets
Rating - Attribuzione e Gestione Rating - Segmento Regolamentare Banche,Rating - Attribution and Rating Management - Bank Regulatory Segment
Service Transition - Gestione del change,Service Transition - Change management
Credit Risk Mitigation - Risk Participation Agreement,Credit Risk Mitigation - Risk Participation Agreement
Adempimenti Obbligatori - Sequestri Penali e Confische,Mandatory Fulfillments - Penal Seizures and Confiscation
Credit Risk Mitigation - Cambiale Agraria,Credit Risk Mitigation - Agricultural Bill
Gestione della Conformita' - Gestione ambito normativo Volcker Rule,Compliance Management - Regulatory Management Volcker Rule
Segnalazioni - Segnalazioni di Informazioni Finanziarie Armonizzate (FinRep) e non Armonizzate,Reports - Reports of Harmonized (FinRep) and non-Harmonized Financial Information
Monitoraggio Crediti - Individuazione posizioni e intercettamento,Credit Monitoring - Identification of positions and interception
Risorse Umane - Selezione Esterna ed Assunzione del Personale Dipendente,Human Resources - External Selection and Hiring of Employees
Governo societario e adempimenti societari - Dichiarazione Consolidata non Finanziaria,Corporate governance and corporate obligations - Consolidated non-financial statement
Rischio Strategico - Rischio Strategico,Strategic Risk - Strategic Risk
Rating - Attribuzione e Gestione Rating - Segmento Regolamentare Retail,Rating - Attribution and Rating Management - Retail Regulatory Segment
Gestione della Conformita' - Gestione ambito normativo Armamenti,Compliance Management - Armaments regulatory management
Relazioni istituzionali e Comunicazione esterna - Brand Management,Institutional Relations and External Communication - Brand Management
Estero - Rimesse documentate incassi documenti import,Abroad - documented remittances receipts import documents
Servizi di Sportello - Cassa Continua,Counter Services - Night Bank
Segnalazioni - Segnalazioni Delibera Consob 17297-2010,Reports - Reports Consob Resolution 17297-2010
