model,modelID
Request for funds for the implementation of the IT Security Plan,10001087
Collection and certification of market data for the purpose of calculating risk measures,10000168
Exercise and evaluation of IT Security and Business Continuity controls,10001072
ICT implementations in the field of anti-money laundering,10002207
Financial Instruments Database - List or update of Issuers,10000424
Loans in GIC - Opening of the case,10000981
Restitution of premiums paid and not used on policies combined with loans repaid in advance,10000315
Activation of ICT Expenditure,10001041
Covered Warrant Issues - Planning and direct listing,10001802
Regulated Derivatives - Reconciliations with Clearing House-Broker for foreign markets,10001263
On-Boarding of Third Party Distributors,10000614
Fee Reporting - Monthly data collection and CPC management,10001078
Parent Company Funding coverage,10000055
Industrial Accounting - Collection and processing of costing data,10000395
Bad debt management Leasing - Management of takeovers,10000621
Cyber Physical Security incident management at the Territorial Network - Anomaly detected by central monitoring,10000100
Measurement,10001150
Service contracts - Contract addenda management,10002243
Import documentary credits - Opening,10001697
Concession - Corporate - Resolution,10002090
AnaCredit individual reporting to the Bank of Italy,10000493
Financial Products and Services - OTC Derivatives - Reconciliations - IMI CIB and BdT,10000144
Training - information and communication on occupational health and safety,10000465
Single Certification,10001829
Protection Policies - Motor - Renewals,10000181
Confirming - Supplier onboarding contracts,10001342
Threat Hunting,10001243
Problem Task Management,10000091
Annual reporting to the Management Committee and the Board of Directors,10002031
"Temporary exhibition of owned artistic assets in premises other than the Gallerie dItalia, warehouses and high representative premises",10001884
Collaborative Fulfillment with AdE - Consulting and Clearing,10002066
Misdirected receipts management,10001082
Real Estate Asset Leasing Management - Management and position analysis,10001148
Bonds and certificates offer,10002160
Fulfillments for facilitation purposes - Financing Bank - Finpiemonte,10001920
Concession - Financial Institutions ONE - Improved,10001551
Management of accounting records,10000624
Pension funds - Individual membership or collective membership of supplementary pension schemes - Out-of-office offer - Intesa Sanpaolo Agents4You,10001943
Cybersecurity and Business Continuity Culture,10001681
Transactions on financial instruments carried out by CIB and CLB customers,10002154
Transactions on financial instruments carried out by CIB and CLB customers,10002155
Finance Systems Configurations - User management for trading platforms on the markets and system users - IMI CIB Division,10000785
Clearing Custody and Settlement Services - Covered Warrant Management,10001638
Exercise of the rights of the interested party,10001679
REPO settlement and accounting,10002269
Management of open positions on expiry,10001975
Central Risks daily reports,10001904
Loan of Customer Securities - Deactivation of the Service,10002261
Initial loading guarantees,10000950
Management of dormant relationships - Central Management,10001187
Management of digital documents of historical interest in PAD,10001866
Order accounts management,10000290
Third party securitizations - Origination,10001940
Probable Default - Calculation Agent,10001358
Equity risk management,10000359
Remote self-certification,10000080
Financial Portfolio Policy Review - Banks and Subsidiary Companies,10002138
IRR risk - Calculation of interest rate risk management measures,10001453
Group Counterparty Registry - Verification and remediation of combination keys,10001350
Purchasing Management - Purchase Order Management,10000158
Calculation of the reserve - Evaluation of performing loans - Generic reserve,10000897
Real Estate Asset Leasing Management - Full Due Diligence and asset management,10001454
Revocation and Extinguishment of Consortium Guarantees,10001623
Safety Deposit Boxes and Closed Deposits - Cancellation of the contract,10001207
Fulfillments on waste similar to urban and non-hazardous special waste,10002114
Policy transformations - Policy redemption,10001338
Method of delivery to the customer owner of the Welfare Hub Service of the company regulation in facsimile (courtesy document),10001578
EMIR - DFA - Dispute Management for OTC derivatives not centrally cleared,10001576
Protection Policies - Assets and Persons - Issue,10000414
SHSG Consolidated Reporting,10000971
Checking and reconciling accounts on Payment Systems,10000233
Management of administrative privileges,10001141
Protection Policies - Goods and People - Issuing Policies - Distance Offering - Intesa Sanpaolo Agents4You,10001153
Credit Cards - Issuance requested by Private Customers - Distance Offer,10001597
RWA determination of positions subject to securitization,10001571
Production Model 770,10000241
Guarantees and Letters of Patronage - Modification,10000852
Regulated Derivatives - Error Account Management,10001875
Cyber Physical Security incident management at the Territorial Network - Transactional operation arranged in an anomalous time slot,10000209
Resolution Reporting - Feed Data Room for Valuation with unstructured data,10002118
Sire monitoring activity,10001158
Social initiatives,10001450
Bad Loans Management - Judicial management,10000096
Safety Deposit Boxes and Closed Deposits - Reclamation Dashboard,10002274
Annual review of service contracts - Production and signing of contracts,10002292
Definition of Process impacts,10000436
Collateral Management - Initial Margin Settlement,10001936
Technological Assistance Incident Management,10001052
Independent Price Verification - Level I - Bonds,10001197
Calculation and monitoring of monthly indicators Liquidity Risk,10001644
Local Root and Administrator password management,10002028
Transfer - Posting,10001787
Individuals - Mortgages - Proposal,10001445
Management of the mandate in the phase following the opening,10001908
Financial products and services - OTC derivatives - Filing and regularization management - BdT,10001364
Selection - evaluation - contracting and monitoring of external partners,10000229
Groups of connected customers - Census or update of the group of connected customers,10001525
Concession - Private individuals - Assignment of salary to employees and TFS advance,10001467
Independent Price Verification - I Level - Derivatives,10000749
MEF Decree - Participation in websites for comparing offers relating to payment accounts,10002100
Factoring - Centralized evaluation of Credit Factoring Debtors,10001595
Service Level Monitoring - Monthly collection of service levels and reporting,10000645
Corporate Financial Statements - Closing of the Libra archive,10000603
Management of Private Retail Positions - Management of Special Cases,10001830
Identity and Access Management for Guest Users for Office365 Collaboration systems,10000651
Production and publication of the Tableau de Bord report of risks,10000794
Current Accounts - Sale of online current accounts,10000412
Management of service continuity and changes Valore Insieme,10000669
Leasing Financing Administration - Automatic active billing and SDD collections,10000361
Definition of the Target Portfolio guaranteed by the Guarantee Fund 662 96,10001318
Annual qualification review,10000061
Reconciliations Liquidity risk,10000185
Rate Management Asset and Liability Management - BT risks deriving from MLT operations,10001728
DFA - Risk Reporting,10001902
Periodic review of the risk range,10000678
Contingency Process - Payments in Euros,10001699
Collection and processing of budget data,10000320
Request digital signature certificates for employees,10000819
Management of the provision for tax dispute risks,10002083
Preparation of periodic information for investors,10000033
MIFID profiling and signing of the Single Integrated Contract - CIB,10001748
Internal Dealing - Proprietary Insider List - Management of communication or delay in communication of Privileged Information,10002188
Debt Capital Markets - Structuring of the operation,10000830
Contingency Process - Bank Position Closing Step 1,10001423
Swift information services and International Cash Management devices - Activation and after-sales management,10001136
Suspicious transaction reporting and management of requests from the Authorities,10000174
Management of Leasing Bad Loans - Sending Reports Registry Reports,10001226
Valuation of OTC derivatives - update of the correlation in Murex on equity - indices - basket,10000568
Taxation of capital gains in an administered regime,10001017
Taxation of capital gains in an administered regime,10001018
Sme Retail Position Management - Branch Management,10001974
Management of Application Technical Utilities,10001863
Attribution or variation of the operating delegation,10002311
Financing in Loan IQ - Booking,10000939
Loan Stock Disposal - Single Name Transfer of Performing Loans,10000903
Management of assets acquired at auction - Participation in real estate auctions,10000468
Single Fund Justice FUG,10001028
ICAAP and ILAAP - Approval by the Board of Directors and submission to the Supervisory Authority,10002268
Probable Default - Write-off of irrecoverable credit and balance and write-off,10001270
SOGEI reports,10002133
Contact with the customer - Facilitated financing following natural disasters,10001209
Concession - Individuals - Acceptance and Release of Mortgage Co-obligee - Preliminary Application Proposal and Resolution on the obligee or co-obligee,10000536
Movement of artistic assets,10001114
Self Equipment Management - Outsourcing of ATMs located at Third Parties and at unmanned self-service areas,10001800
Management of critical positions,10000522
Management of loans to employees through salary-backed loans,10000118
ABaCo - Management of repayment plans and monitoring,10000425
POS sale and activation - First customer request IMI CIB Division - On-site offer,10000077
Management of the Short-Term Internal Transfer Rate - Authorization of the TIT waiver ceiling on funding and use of BT and Vista,10000594
FOL Assistance Incident Management,10000342
"Drafting, publication and updating of Process Guides",10000689
Management of Operating Losses and Contingent Assets - BDT,10001031
Checks - CAI Management,10001086
Reporting Consolidated Supervisory Fee,10001766
Export Documentary Credits - Revenue,10001064
Issue or update FI DDS contracts Loans managed in CMLT and Mortgages to private individuals,10000246
Contingency Process - Management of events with impacts on the Groups liquidity position,10002080
MMSR - Monitoring of transactions within the €STR perimeter,10001434
Authorizations and encroachments - Operations to manage,10000323
Data extraction and reporting to the Bank of Italy,10001601
Financial products and services - OTC derivatives - Hedging derivatives for local and regional government customers,10000962
ETD Derivatives - Error Account Management,10001885
Payment of Coupons - Capital Repayment - Bond Issues,10001101
Census and Counterparty Management - Client Prospect,10002282
Cash Supply - Branch,10000378
Own account finance - Securities - Management of corporate events,10001162
Commercial Offer - Loans to Intesa Sanpaolo Group Employees,10002223
Centralized archiving of MIFID - BdT contracts,10001892
Management of F24 refund requests,10001705
Management of Private Retail Positions - Preparation of negotiating solutions,10001531
Consolidated Leverage (Base COREP_LR_CON) _ Flow generation - data verification - consolidation - sending report,10000279
Standardized Securities Dossier Transfer Service - Operations carried out at the Original Bank,10000682
Subjective assessment of ICT suppliers for activities carried out on behalf of third parties,10000708
Factoring - Proposed investigation and Assignor resolution,10000582
ABaCo - Identification of eligible loans,10002250
Reporting interest expense on mortgages,10000255
Debt Capital Markets - U.S. Underwriting,10000204
Management of security level increases,10002200
Fulfillments for subsidy purposes - Financing Bank - Company Revolving Fund,10000006
Pricing Models and Calculation of Risk Measures - Development and Review of a New Financial Model,10000690
Confidi management monitoring,10002017
Management of outstanding incoming and outgoing Cash Letters,10000101
Pensions - Monitoring,10001846
Portfolio Collection Management - Establishment of an escrow deposit for the payment of a protested security,10000701
Prepaid cards - Issuance requested by Private Customers - Distance Offer,10000179
Management of operations subsequent to the issuance of the policy,10000650
Management of cash differences,10000084
Tax Consolidation - Settlement of the first and second IRES advance balance,10001930
Regulated Derivatives - Management of years-assignments on behalf of third parties and own account,10001983
Data consolidation and sending of Accounts Matrix,10002151
Subsequent events SACE surety policy,10000821
Concession - Public Entities and Enterprises - Identification and evaluation of calls for tenders,10000012
Management of Feasible Operations for anti-money laundering purposes,10002257
Cyber Physical Security incident management at the Territorial Network - Anomaly detected by the Operating Point,10001012
Monitoring of extraordinary events on the underlying of bonds listed on the MOT,10002000
Preparation of the Guidelines and the Plan of the Charity Fund,10000906
Bad Loan Management - Accounting Transfer,10001505
Pricing Models and Calculation of Risk Measurements - Validation of Equity Linked OTC Derivatives,10001274
Pledge Guarantees - Particularity for Pledge Credits,10000489
Analysis and consolidation of divisional data and management reporting,10001106
IVASS - Fulfillments related to insurance distribution,10000334
Counterparty Census and Management - Onboarding for Financial Institutions and Global Corporate counterparties (PEGA CLM Onboarding workflow),10000707
Definition of the Product concept,10000079
Identification of IVASS teachers,10002273
Preliminary fulfilments in the field of SFTR,10001244
Closing Financial Institutions Accounts,10000035
Probable Default - Management of contractual indemnities and potential repurchases,10001580
Fund data collection,10000330
Operational health and safety controls - Prevention and management of emergencies,10001088
Provision of the Value Together Service,10000154
Concession - Private individuals - Credit lines and other loans - Contact with the customer,10001307
Concession - Private individuals - Credit lines and other loans - Pension advance,10001942
Clearing - Bond and REPO margin calculation and management - Own account,10001127
Financing - Loan Management - Sale of flexibility options on Personal Loans,10001260
Industrial Accounting - Collection and processing of pricing data,10000710
Internal Dealing - Proprietary Insider List - Additional market abuse prevention measures and corporate operating restrictions,10001253
Rating assignment - Commercial Real Estate methodology,10000347
Complex Incident Management,10000789
Determination of parameters - Calculation of expected loss for accounting purposes,10002212
Employee services - Management of Service Certification requests,10000695
Counting room decommissioning,10000434
Savings books - Amortization,10002183
Standardized Securities Dossier Transfer Service - Operations carried out at the New Bank,10001520
Small Business - Analysis of counterparty characteristics and automatic rating assignment,10002065
Non-EU subsidiaries - obligations pursuant to art. 15 of the RM,10001687
Civil liability in the event of an accident caused by a harmful event committed by third parties (employer compensation),10001838
Monitoring of corrective and improvement actions,10000387
Trade Opening - Hot Money,10001839
Early repayment - Mortgages sold by the Poste Italiane SpA network,10001659
Renegotiation of public finance assets,10000980
Financial Products and Services - OTC Derivatives - Transaction Definition and Conclusion - IMI CIB Professional Corporate and Retail Clients,10001092
Institutions Treasury - Service Management - Management of Institutions Postal Current Accounts,10002321
Accounts Banks Italy - Accounting movements between banks,10000499
Withdrawal of cash and/or securities and possible termination of the mandate,10000446
Concession - Private individuals - Credit lines and other loans - Improvement,10001417
System Environment Management,10001480
Activation and daily execution of morning tests,10002115
MiFID profiling and CUI subscription Information collection Corporate customers outside the bank - CIB,10001522
Legality rating management,10001346
Evaluation and reporting of suspicious transactions,10002137
Obligation to abstain due to impossibility to comply with due diligence obligations,10001740
Clearing - Risk Compression - Own Account,10002180
Entity Treasury - Management of SIOPE and the Single Telematic Treasury system,10000032
Request for provisional badge release for visitors to Central Buildings,10000022
Activation and management of the optional SEDA service,10001414
Reciprocal Accounts - Check and Square,10000083
Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Post Closing Activities - Management of Contractual Indemnities and Potential Buybacks for Portfolio Disposals,10001869
Management of checks paid on MTA-CSA,10002011
Management of ad hoc requests received from the CRO Area,10001889
Revocation of the POS contract,10000547
Lending of securities to customers - Exclusion of securities from loan base,10000360
Credit cards - Plafond variation,10000871
Inaccessibility of the Premises - Return to normal operations,10001206
Determination of Own Funds on a consolidated basis,10001533
Issues Covered Warrants - Integration of quantities issued,10000992
Tax monitoring reports,10000491
Insolvency management,10000949
People Care - Listening and Support Service,10002279
Institutions Treasury - Operational Management - Relations with the Court of Auditors,10000374
Constitution of the TLTRO Group,10000190
Cards - Block cloning,10002233
Third party finance - Market Hub customer operational onboarding,10002217
Third party finance - Market Hub customer operational onboarding,10002218
Third party finance - Market Hub customer operational onboarding,10002219
Small Business - Manual rating assignment and override request,10001402
Concession - Private - Assignment of the fifth to INPS pensioners,10000336
Export Facile - management of invoices and advances,10000783
Enforcement of guarantee - Per te Loan with honors and Per te Loan with honors ex Bridge,10000382
Performance Management - UpPER - performance evaluation,10001330
Unified Backtesting Calculation,10000586
Credit Cards - Distance Offering - Intesa Sanpaolo Agents4You,10002108
Proactive Corporate and Small Business Management - Assigned Debtors Factoring,10001300
Situational Stress Test,10000826
Identification of cybersecurity needs,10000761
Execution of the Charity Fund Plan - Territorial Donations,10000149
Management of requests for copies of POS contracts by Nexi,10002270
Forecast management,10000495
Institutions Treasury - Operational Management - Budget Management,10001337
Improvement plan,10002120
Safety Deposit Boxes and Closed Deposits - Forced Openings,10000145
Closing Operation,10001553
Corporate Finance - Mergers & Acquisitions - Signing and Closing,10001558
ADUE (SDD Core) and ADUE B2B (SDD B2B) mandate management,10000680
Takeover of the POS contract,10001460
Prepaid Cards - Issuance requested by Corporate Customers (Customer Journey Commercial Cards) - On-Site Offer - Off-Site Offer - Distance Offer,10001235
Rating assignment - Asset Finance methodology,10001368
Investigation and resolution of equity investment operations,10000741
Bancaidentity - Holder Registration,10000262
Concession - Corporate ONE - Proposal - Formalization of Credits & Obligations and Opinions,10001348
Staff with mixed employment contract - Signing of the agency contract,10000686
Financial products and services - OTC derivatives - Settlement and payments - IMI CIB and BdT,10000316
Activation of modification of closure of a UOG (SAP HR and SOA) or of an operational entity (SOA),10001677
Direct sale to the State Printing Office and Mint,10000152
Periodic analysis of suppliers,10000518
Management of the Payment System in EURO,10000524
Financial products and services - OTC derivatives - Management of confirmations - IMI CIB and BdT,10002297
Management of civil and insolvency cases,10001883
Individuals - Mortgages sold through Third Party Networks - Poste Italiane SpA - Proposal and Resolution,10000367
Access to reserved areas of the Central Buildings requested by visitors,10001583
After Sales - Open Pension Funds and Individual Pension Plans,10000849
Preparation of Disaster Recovery and High Availability infrastructure for an application,10002131
Physical certificate coupon payment activity,10001168
Remote Identification and Recognition Services - Multi-channel Legal Entity Contract - Activation,10001828
Reminder of outstanding invoices,10001647
Dematerialisation of physical securities - Centralized administrative activities,10000207
Dematerialisation of physical securities - Centralized administrative activities,10000208
Classification of customers - Individuals and Legal Persons - BdT,10001509
Superbonus Ecobonus and other building bonuses - CONVENTIONED INSTALLERS - Periodic and cumulative transfer of the tax credit,10002014
ADUE and ADUE B2B (SDD) - Debtor - Refusal of a payment (Refusal),10001354
Third-party securitisations - Activities preliminary to execution,10000451
Monitoring and Control,10001323
Preliminary investigation - Loans to Intesa Sanpaolo Group employees,10002322
Attached Guarantees - Improvement,10000577
Management of Inquiries to IT Security Rules,10001572
Prudential Disclosure - Collection and preparation of detailed information for feeding Part E,10002287
Corporate Finance - Mergers & Acquisitions - Origination,10000966
Payment cards - Reissue of duplicate and replacement,10000989
Payment cards - Reissue of duplicate and replacement,10000990
Payment cards - Reissue of duplicate and replacement,10000991
Collateral management - Definition and monitoring of the Initial Margin threshold at Group level,10000339
Own account finance - Securities - Check and modify deals,10000157
Identification - measurement and assessment of risks - definition and formalization of control attributes,10001410
Investments in non-bank companies operating in the US and related event reporting to the FED (FR Y-10),10001886
Placement of Bond Issues,10001462
Activities to be carried out as an Old Bank to facilitate the opening of an account in another EU Member State,10001200
Export Documentary Credits - Without recourse discount,10001302
Easy Export - Events following the signing of the contract,10000622
Drafting and approval of Report on Corporate Governance and Ownership Structures,10001459
Census and Counterparty Management - Centralized censuses - Italian and foreign banking counterparties,10002094
Issuance - Protection Policies - Loans,10000825
Fulfillments for facilitation purposes - Financing Bank - Puglia Sviluppo,10000894
Subscription of contracts remotely via the Inbiz platform,10000986
Collateral Management - Initial Margin Reconciliation,10000280
Management of the input data control rules and of the information bases of the Supervisory Reports,10002097
Treasury Institutions - Activation of Service - Assignment Deactivation of enabling profiles,10001140
POP,10001250
Protection Policies - Motor - Off-Site Offer,10001501
Business Balance - Inventory Book Management,10002023
Proprietary and Third Party Indices - Management of Index Registry pursuant to the Benchmark Regulation,10000513
Termination of the administered deposit - Financial Institutions customers,10000433
Creating and editing Security features on a Hadoop-Teradata acronym,10000463
Derivatives ETD - Balancing Italian and foreign interprocedural accounts,10000571
Real estate market analysis,10001563
Debit and service cards - Issuance requested by corporate customers - On-site offer,10000432
Accounting and material management of diamonds repurchased by customers,10001550
IRR risk - Feed rate risk monitoring data base,10002295
Payment of withholding tax for self-employment,10001305
Financial products and services - OTC derivatives - CPPI-type guarantees,10000294
Clearing - Risk compression - Customers,10000353
Attribution of SIA Code Variation,10000833
Evaluation of loans at fair value - Definition of the evaluation perimeters,10001536
Remote Identification and Recognition Services - My Key - Off-Site Offer - Intesa Sanpaolo Agents4You,10000891
Finalization - Loans to Intesa Sanpaolo Group Employees,10002086
Activation and management of the wallet service,10002312
Pricing Definition - IMI CIB Division - Global Banking & Sovereign Institutions Dir. and International Dir.,10000822
Issuing invoices in the Branch and related management,10001277
Preparatory activity for the drafting of the dossiers and start of data collection,10000537
Level I controls,10000191
Post-sales - Protection Policies - Financing,10000927
Independent Price Verification - Contribution and Totem Markit analysis and Fair Value Adjustment calculation,10000780
Current Accounts - Opening cross border accounts between Group Banks and Branches,10000046
Test planning,10000865
Intrastat reports,10001769
Current Accounts - Opening current accounts at Intesa Sanpaolo for foreign customers through the IBOS circuit,10001745
Complaints,10000745
Batch System Presidium,10000292
Component design,10000146
Concession - Small Business - Smart Enterprise Current Loan,10001901
Valuation of OTC derivatives - fair value adjustment of structured equity instruments,10000779
Municipalities and Provinces above and below the threshold and Regions - Manual assignment of the rating,10000276
Financial Products and Services - OTC Derivatives - Block Management - IMI CIB,10001758
DFA - Quarterly reporting to CFTC and NFA on derivatives and balance sheet data,10001367
Provisions for outgoing foreign bank transfers - electronic flows,10002205
Management of Security Patches on IT Systems,10001589
Small Business - Evaluation of the proposal and possible improvement override validation,10001987
Definition of membership fee and TIT discount,10002266
Transfer of securities deposit between branches of the same network,10000254
Calculation and application of penalties and bonus-malus,10001493
Forborne Credit Identification,10002211
Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector and Religious Bodies - Transfer of the tax credit,10001624
Surveys on bank accounts and analysis of Swift messages received,10002132
Certificates of Deposit - Subscription and issue,10001634
ICAAP and ILAAP - Start of package preparation,10000671
Permanent conciliation management,10000592
Searches on archives no longer available,10002068
Redemption - Settlement at maturity - Policies,10001240
Attached Guarantees - Particularities for pledge balances of c c booklet name,10001913
Lottery winnings management,10000820
SCORE Service - Activation,10000854
Probable Default - Legal assistance,10000587
VAT adjustment,10000892
Automated or semi-automated consultancy services - Robo 4 Advisor service management - Activities by the Manager,10001548
Abroad - Foreign exchange operations - Operations with Russian banks,10002318
Loans in GIC - Preliminary activities to start the operation,10001785
Loans - Loan management - Early repayment and renewal of salary assignment,10001872
Purchase of treasury shares to service the Intesa Sanpaolo Group Incentive Plans and any Severance,10002168
Own account finance - OTC derivatives - Settlement and payments,10001385
Accounting for posting income and expenses,10000183
Probable Default - Management resolutions on the credit management portal,10000702
Caution in the management of customer exit flows in the New Model Branches,10000775
Management of chargeback action on payments made with POS,10001095
Preparation and signing of the GMSLA contract - Parent Company and Banca IMI,10001125
Debt Capital Markets - Public Placement - Fixed Income Sales,10000377
Arrangement of Wire Transfers with Telematic Flows,10001208
Corporate - Attribution and automatic updating of the rating for exclusive debtors. Factoring,10001027
Valuation of provisions for risks and charges,10000561
Modification of the ISMEA surety,10001543
Management of tax deeds,10001747
Management of Configuration Management reporting,10001775
Running User Acceptance Test,10001873
Credit Information Systems - Management of requests for correction of notifications of suspension of the visibility of the contract and Inquiry activities,10000295
Consolidation of data and sending Archive of losses historically recorded on positions in default (LD),10000857
Management of swift RMA authorization exchange procedures or RNI keys,10000180
Own account finance - Securities - Management of coupons and redemptions,10000533
Available checks - Discovery or payment without the materiality of the title,10000085
Regulated Derivatives - Brokerage and Execution MHUB,10002153
Bank drafts - presentation of blocked check subject to appeal - amortization decree,10000263
Securities franking management Unlisted companies,10000504
Securities franking management Unlisted companies,10000505
Mortgage guarantees - Legal investigation,10001267
Group Counterparties Registry - Extraction on tabular system,10001412
Monitoring of regulated derivative instruments,10001891
Management of feedback to reports produced by the CRO Area,10002082
Production of annual report on execution venues and execution quality under MiFID II,10002135
Activities to be carried out as Banca New for the transfer of payment services,10000934
Activation of a new Company (SAP HR and SOA),10001858
Financial products and services - OTC derivatives - Governance of the offer - BdT,10000447
Contingency Process - Tick confirmations Swift Forex - Money Market,10001003
Non-Performing Credit Management - Joint exposures,10001859
Non-Performing Credit Management - Joint exposures,10001860
Setting up the definition and approval of the Group RAF,10002307
Payment at the counter and Continuous Cashier,10000141
Management of exposed IP addresses,10001220
Acquisition of SACE surety policy,10002305
Territorial sponsorships,10000730
Tax Consolidation - Definition of payables and receivables from companies,10001341
Non-Standard TIT MLT Attribution,10000562
Own account finance - OTC derivatives - Derivatives and other credit risk hedging operations for ACPM purposes,10002224
Acquisition of Consortium Guarantees,10001546
Management of duplicate keys and back up combinations of safes in personal assignment,10000069
Collection services - Meal Vouchers,10000410
Identification and Evaluation - Operational Event Management,10001362
Factoring - Factoring Management - RIBA Collections and Paper Bills,10001046
Safety Deposit Boxes and Closed Deposits - Payment of the fee and any arrears,10000578
Tax Consolidation - Interruption of group taxation before completion of the three-year period of validity of the option,10001045
Direct Guarantee PMI Fdo 662 96 on Regulatory Monitoring Portfolio,10001931
ABaCo - Management of change events: early repayment and early repayment,10000860
Securities Lending to Customers - Opening Closing operations,10001007
Shareholders reports,10001084
Employee Devices - Other Devices - Membership,10000057
Guarantees and Letters of Patronage - Enforcement,10002050
Trading of foreign banknotes - Branch,10000368
Rating assignment - Real Estate Development,10002102
Rating assignment - Leveraged methodology and Acquisition Finance,10000554
Industrial Accounting - Master data management,10000394
Financial Products and Services - OTC Derivatives - Pricing of Value Adjustments in OTC Derivatives,10000206
Treatment Register,10001982
Incoming foreign transfers - Management of conversational messages and investigation practices,10001224
Settlement on behalf of third parties of regulated derivatives,10000606
Reports Guarantee Fund,10001109
Management of Bad Leasing - Management of Collections - Provis,10000941
DFA - Identification and Training of the Associated Persons of a Swap Dealer,10000043
Certificates of Deposit - Materialization-dematerialization-split-duplication-blocks,10001562
Cancellation of proxy payment within the procedural deadlines,10001492
Disposal of Impaired Loans and Portfolios of Impaired and Mixed Loans - Disposal of Portfolio and Single Name above threshold - Definition of de-risking levers,10001227
"Algorithmic negotiation - Definition, modification and revision of limits for own account",10001652
Determination of parameters - Calculation of parameters for valuation of performing and non-performing loans,10000470
Calculation of Profit and Loss of Actual and Hypothetical Backtesting,10001363
Opening reports and signing the Framework Agreement,10000896
Registry of Reports - Alignment of the register of ledgers for application anomalies,10001022
Revocation of the Mandate and Cancellation from the Single Register of Financial Advisors,10001458
Concession - Small Business Application,10000363
Attendance and absence management,10000924
Census and Counterparty Management - Corporate events (mergers-demergers-sales),10001472
Direct Guarantee Fdo PMI 662 96 on Commercial Monitoring Portfolio,10000676
Payment cards - Inventory management,10001952
Payment cards - Inventory management,10001953
Payment cards - Inventory management,10001954
Credit Cards - Issuance requested by Corporate Customers (Customer Journey Commercial Cards) - On-Site Offer - Off-Site Offer - Distance Offer,10000933
Probable default - Compulsory realization of pledge,10001631
Collaborative Fulfillment with AdE - Regulatory Alignment,10001991
Savings books - Update and regularisation,10000954
Regulatory Multi-risk Stress Test,10000044
Business balance sheet - Monthly income statement feed,10001514
Own Account Finance - Securities - Interest Claim Management - IMI CIB Division,10001691
Issuance of certificates - Repurchase and cancellation of Certificates,10000027
Subsequent Events - Extinguishment of the First Home Guarantee Fund DM 31 - 07 - 14,10002253
Financial Instrument Master Data - Update activity,10000120
Concession - Individuals - Personal Loans and Installment Credit Line - Commercial Offer and Application for Remote Branch and Off-Site Branch Credit,10002231
Financial statements - Tax models detection,10001918
Single Risk Stress Test,10000444
Documented remittances receipts export documents - Discount with recourse bills,10000543
Contracting business continuity requirements for IT contracts,10002210
Management of invoices and credit notes no G/L,10001164
Regulated Derivatives - Changes in Conditions,10001378
Operational health and safety controls - Supervision and reporting,10000104
Content editing in training platforms,10001316
Current Accounts - Change in terms of charge for interest payable as a result of the SAE exchange rate,10001779
Data Workflow Management,10001147
Probable default - Definition of fiduciary management,10000448
Authorizations and overdrafts - Temporary overdrafts in current accounts,10001833
Centralized management of corporate meetings,10001911
Individuals - Mortgages sold through Third Party Networks - Poste Italiane SpA - Improvement,10001090
Sector trend indicator update,10001698
Document dematerialization management,10001473
Mortgage guarantees - Monitoring of guarantees and management of assets at auction,10001036
Transformation - renewal - modification of the employment relationship,10002015
Institutions Treasury - Operational Management - Institutions dossier filing,10000808
Purchasing Management - Processing of the Purchase Request-Purchase Need,10000723
Fulfillments after the robbery in the branch,10001449
Management of resolutions for provisions and transactions and disbursements,10000406
Counterparty Census and Management - Customer Identification and Census,10000584
Contracting business continuity requirements for non-IT contracts,10001067
Alternative Investments Funds - Investment Origination,10001629
Mandate opening and line change operation,10001336
Acquisition of internal rating for equity investment operations,10002156
Reporting fees - Processing monthly fees,10000449
Contribution Management - Disbursement of Contributions Reg. Auton. Sardinia Cto Capit-Interests-Leasing Fees,10001261
Payment reporting - Manual monthly data collection,10000929
Own account finance - OTC derivatives - Confirmations - Credit derivative transactions,10000665
Own Account Finance - OTC Derivatives - Confirmations - Transactions in Exchange and Forex Derivatives,10000196
REPO trading and Bond Lending with direct customers or market counterparties,10001997
Management of signing Cash Letter agreements,10002193
Bad Loans Management - Proposal and confirmation,10002002
Relationship management - communications received from Supervisory and Resolution Authorities,10000685
Hypothetical portfolios - periodic monitoring and reporting,10000969
Quarterly preparation of PCI Officer assurance activities,10001614
Checks - Presentation for payment in cases of impossibility to generate the image - Back-up solution,10001922
Current Accounts - Sale of current accounts with dematerialized process - On-Site Offer and Off-Site Offer,10001508
Domestic guarantees received in favor of the SNAM Group,10001394
Notification pursuant to Article 48 of Law 196 2009,10000194
Strategies - Funding Plan Approval and reporting,10000355
Evaluation and validation of participations,10000874
Correction for incorrect-missing Forborne flag registrations,10002144
Concession - Private individuals - Credit lines and other loans - Resolution,10001672
Cash Management - Operational Point Rationalization Management - Central Structure,10000228
Credit Risk - Monitoring and Reporting,10000935
Supplier Management (Full-offsite),10001664
Concession - Small Business - Product specificity - Corporate Convertible Loan,10001219
International Cash Pooling - Sale and Activation,10001721
Monitoring Service provided by suppliers,10001356
Management of Individual Retail Positions - Outsourced Management - Leasing,10001026
DAC 6 - Signalling,10002236
Modification of Consortium Guarantees,10002041
Internal selection via Jobs@ISP,10000832
Management of bad debts Leasing - Asset valuation management,10000704
Certified e-mail (PEC),10000607
