applicationGUID,application,applicationID
74330400-d53e-11da-20c9-000c29c08cb4,Italian Stock Exchange,999
cec9ea7a-c5f8-11e7-2249-001dd8b721ea,BanCs,261
fd8b8b9f-4424-4d09-85c2-5f68649823fc,150640 - A000-Securities Administration,22
7b48c021-a3aa-11e3-2688-00101818ed80,Synths,1700
7d6bfed0-5920-11e0-23ac-00505682243b,INTESAP HR,950
fea5d3b0-c6f2-11df-23ab-00505682243b,Offsite offer,1319
570b8870-2518-11de-23a9-00505682243b,Athena,192
3fc6d171-0bfd-11df-23a9-00505682243b,OGC0 Substitute tax for gross net payers - Forwarding of taxation,1302
da56e650-d847-11df-23ab-00505682243b,SCI New General Accounting Dashboard,1600
e2bd30d0-9d01-11dc-1322-000d609809a6,TSO extension,1733
1ef20b31-524c-11e6-2688-00101818ed80,GEPSU Management of Succession Procedures,783
b657f689-ffd1-11df-23ab-00505682243b,Document archiving Archiving criteria Other documentation area,577
c85d6b70-c121-11dd-23a9-00505682243b,A000 IPMS Average price inquiry for succession,90
ba3d706a-f976-11df-23ab-00505682243b,IJBL Current Accounts and Deposits Operating Blocks,928
c2f22555-fcba-11df-23ab-00505682243b,A000 GDSP Securities deposit management,73
876a71f9-fc69-11df-23ab-00505682243b,ZAFI Lock Unlock Card,1893
84f28742-e51c-11e5-2688-00101818ed80,Manager Dashboard,1168
6a82bfa0-5cd4-11df-23ab-00505682243b,Cerved,398
ff2754f1-3196-11e3-714a-002655d352c9,Credit Portal Proposal Resolution,457
b9a10a80-4fa3-11e4-2688-00101818ed80,Loan IQ,1080
5e524c5a-921d-11ea-4b37-001dd8b72a50,Price range,1418
dc20d111-cce9-11e1-714a-002655d352c9,PST - Pricing Securities Tool,1386
b0a499c3-23cd-11e0-23ac-00505682243b,Suppliers Portal. Suppliers Register,1695
c1416d5b-18f9-11e2-714a-002655d352c9,Single Calendar,1668
6a461c90-c3ee-11e4-2688-00101818ed80,Data Copy Request Management,546
954ed990-b05c-11e4-2688-00101818ed80,Kosmos - DB Registry,1040
ba3d706c-f976-11df-23ab-00505682243b,IJBL Current Accounts and Reporting Deposits,929
ba3d7069-f976-11df-23ab-00505682243b,IJBL Current Accounts and Deposits Availability Blocks,926
d0e68800-1dc7-11de-23a9-00505682243b,GEAUT Authorization Event Management,767
82e44350-f036-11dc-1322-000d609809a6,SITCO Account Status,1623
a51836f0-9017-11e0-23ac-00505682243b,GECOdoc Management of Documentation confirmations,773
c5904a1a-bd4e-11de-23a9-00505682243b,WMT Web Management Tables,1840
108e0db2-0d19-11ea-4b37-001dd8b72a50,ARF Register of Financial Reports,142
ff29a190-873e-11e7-2249-001dd8b721ea,Welfare Hub,1859
93392420-8e8e-11df-23ab-00505682243b,FT01 Regulated derivatives,724
a02542ba-3a0b-4685-9674-6a6d7d4f5f16,"A000 Loading, unloading and compensation management",96
e0b63780-800a-11de-23a9-00505682243b,SCI Integrated Accounting System,1596
8c08cb10-9654-11df-23ab-00505682243b,MCT Target Accounting Model,1105
56018a60-5500-11e4-2688-00101818ed80,GEFLU Remote flow management sct,776
d6318f56-fb93-11de-23a9-00505682243b,SAP R3 Accounting general Suppliers and Customers,1558
06af8a82-0232-11eb-43a8-001dd8b72a55,Unique Registry of Industrial Accounting and Service Contracts-Registers,1787
3cfc1700-ec00-11da-20c9-000c29c08cb4,ROMO,1472
5e6a19b3-921d-11ea-4b37-001dd8b72a50,CAM,289
5dc0ac02-9838-11ea-4b37-001dd8b72a50,K-POS,1017
35489ff0-01d7-11db-20c9-000c29c08cb4,SL Security Lending,1626
aee17da1-9d2b-11eb-6da1-001dd8b72a57,System for connection with T2S and Monte Titoli,1701
ea0b0432-b0e5-11e8-2249-001dd8b721ea,Inbiz Products Trade,976
5e524cc6-921d-11ea-4b37-001dd8b72a50,GreenTrade,867
cb8e88e5-e2e1-4ad0-bfda-5a3471fecf44,FAX Server,694
878a9c20-1691-11dd-1322-000d609809a6,DRM - Darwin,517
66256a11-69e9-11e1-714a-002655d352c9,CRH Counterparty Risk Hub Counterparty Risk Management,375
3f6f5c79-2b25-11dd-23a9-00505682243b,"155021 - Confirmation management - SWIFT, E-MAIL and FAX channels",48
8da5c872-99fc-11e7-2249-001dd8b721ea,Check Dashboard,400
5c6ad040-c7bb-11df-23ab-00505682243b,Monitoring service contracts,1192
48b66323-849c-11dd-23a9-00505682243b,IDM - Issuer Data Manager,910
323aecb1-849c-11dd-23a9-00505682243b,SDM - Securities Data Manager,1605
d646cac0-0faf-11dd-1322-000d609809a6,MDM - Market Data Manager,1109
87c643a6-2022-11e1-714a-002655d352c9,Request Manager,1508
16bd3fe1-017d-11e6-2688-00101818ed80,NUMERIX,1280
279795c1-97b4-11e3-2688-00101818ed80,Risk Middle Ware - Credit Spread / Counterparty Association Management,1522
c3e14c9a-3aff-11e2-714a-002655d352c9,Algo Risk Application,173
c04be8d0-207e-11db-20c9-000c29c08cb4,MatLab,1173
5e524d0b-921d-11ea-4b37-001dd8b72a50,qlikview,1923
8e8f8ed0-e59d-11da-20c9-000c29c08cb4,CNP Portal New Products Coordination,351
8df142b1-6b84-11e2-714a-002655d352c9,CNP Portal Coordination of New Banca IMI Products,350
01740043-09cd-11e0-23ac-00505682243b,VIACARD Card request,1812
01740042-09cd-11e0-23ac-00505682243b,VIACARD Revoke card,1815
01740047-09cd-11e0-23ac-00505682243b,VIACARD Position data changes,1813
01740044-09cd-11e0-23ac-00505682243b,VIACARD Refurbishment of deteriorated paper,1814
01740046-09cd-11e0-23ac-00505682243b,VIACARD Card heading change,1811
911c91ec-0905-11e0-23ac-00505682243b,TELEPASS FAMILY Operations performed on cards,1716
562c4121-09e0-11e0-23ac-00505682243b,ZAFI Batch reception management,1877
562c412b-09e0-11e0-23ac-00505682243b,ZAFI Premise,1902
911c91ee-0905-11e0-23ac-00505682243b,TELEPASS FAMILY Contract reissue,1713
911c91f2-0905-11e0-23ac-00505682243b,TELEPASS FAMILY Device transfer from another organization,1714
911c91ed-0905-11e0-23ac-00505682243b,TELEPASS FAMILY Telepass request,1717
90cd88a0-8979-11dd-23a9-00505682243b,Hedge Links,886
66256a1d-69e9-11e1-714a-002655d352c9,CRH Counterparty Risk Hub Counterparty Risk Management,375
91061d52-a0f9-11eb-60ce-001dd8b72a56,NewTOn,1294
63406872-9ba4-11ec-43a8-001dd8b72a55,SAP FM Budget Availability Control Report,1545
e11891b2-955f-49d0-bc2d-c40c47d52feb,PAV,1338
05fd7b20-56f5-11e1-714a-002655d352c9,Credit Portal Post Resolution Functionality,456
576e1971-19af-11e1-714a-002655d352c9,CORE Small Business Improvement Credit Portal,355
1245e380-d3bc-11e4-2688-00101818ed80,Corporate Improvement Credit Portal,434
dc3dfd50-a641-11e0-23ac-00505682243b,Credit Portal for Micro Business Improvement,458
5e2c26d5-921d-11ea-4b37-001dd8b72a50,RTCE,1478
c94b7f61-9768-11e6-2688-00101818ed80,FC - HUB Control panels,695
920a4117-aea2-11e7-2249-001dd8b721ea,IFOX extension,916
e62c2432-7dc3-11ec-60ce-001dd8b72a56,Poker. Position Keeping Repository,1408
8f764a46-66fd-11e3-714a-002655d352c9,MCT Accounting Model Suspended Targets and PAV Validation,1101
e8bfd946-b4aa-11dd-23a9-00505682243b,BET0 - ETRE,206
333683f6-7238-11df-23ab-00505682243b,UNE1 Archive management,1775
bdb70612-fd9e-11ea-275f-001dd8b72a50,Engagement Portal,671
ff0ac582-9e14-11e7-2249-001dd8b721ea,NID New Deployment Infrastructure,1234
b23bddc0-eeda-11da-20c9-000c29c08cb4,Deal Tracker,558
6680f740-51d7-11de-23a9-00505682243b,155123 Light joint,60
558e9b67-6917-4a35-87dd-3a5c49f44e50,CLS Continuous Linked Settlements,335
466aff40-1b6f-11dd-1322-000d609809a6,Payplus - payment/maintenance and positon keeping CLS,1399
13fe06e1-d911-11de-23a9-00505682243b,FXM0 Cross border payments,729
958572bd-0c51-11e0-23ac-00505682243b,NU00 Account management RICORA,1273
6ac91cd0-c7a1-11dd-23a9-00505682243b,FinDB,744
56955614-bd35-11e2-714a-002655d352c9,CdG FIN,393
c8c79da0-4e11-11df-23ab-00505682243b,GDI Clients,763
b6e08d15-ed0f-11e5-2688-00101818ed80,Short Selling,1666
ed6d8890-c931-11da-20c9-000c29c08cb4,Corinth,432
63bb3bc0-97e9-11da-20c9-000c29c08cb4,remedy,1924
6c7e31d0-1ebf-11de-23a9-00505682243b,LITIT Change of ownership,1067
f7128970-f1fd-11dd-23a9-00505682243b,LIAGG Savings deposits update of the passbook,1056
d24255d0-e7c1-11dd-23a9-00505682243b,LISOS Savings deposits replacement of the passbook,1062
588cdd42-f0f6-11dc-1322-000d609809a6,WITHDRAW Withdrawal,1837
ae0eade0-e2f7-11dd-23a9-00505682243b,LIEST Savings deposits extinction,1058
cf8048cd-e738-11df-23ab-00505682243b,FLAG Specific process for Savings Deposits,720
588cdd40-f0f6-11dc-1322-000d609809a6,PAY Payment,1340
123065a7-a0f7-11eb-275f-001dd8b72a50,Plafond Financial Institution,1405
a366b130-0077-11e1-23ac-00505682243b,Salesforce CRM,1656
07957712-92d4-11eb-43a8-001dd8b72a55,Group Overview,870
76a1c600-2182-11ea-4b37-001dd8b72a50,Credit workbench,467
00913bd0-8d69-11e7-2249-001dd8b721ea,O.Ma.R. Most important operations,1296
39a90dd2-c47e-11e2-714a-002655d352c9,RicoRA Introduction,1521
0d2c3493-891d-11dc-1322-000d609809a6,R4A2 - Profiling - Insertion and Search of Questionnaires,1442
42b26c28-57e2-42f3-9e11-f16c04e7146f,150649 - DYNG-Gestioni Patrimoniali Adequacy control management,23
b4fc3b30-5bde-11de-23a9-00505682243b,GIANOS 3D Quick Guide,801
c2f2255d-fcba-11df-23ab-00505682243b,A000 STDA Storage print management,101
743a3781-ec64-11dd-23a9-00505682243b,Archiving of MIFID branch service contracts,185
25487f94-094f-4781-a582-a0bb579c8f20,LIQUIDITY POLICY SYSTEM,1061
8f331a79-bd2a-11dd-23a9-00505682243b,Group Management Reporting,869
6ec682b1-9d2b-11eb-6da1-001dd8b72a57,REPORTING MLT - STAGING AREA,1457
bacd7e25-de53-11e6-2688-00101818ed80,Branch key register,276
6f954a86-0783-11e0-23ab-00505682243b,VEATM Pouring on atm equipment,1806
82f5c589-0a19-11e0-23ac-00505682243b,Operator panel,1321
2bf9f880-a2bb-11de-23a9-00505682243b,Batch LA - Italian Current Accounts - Accounting ledger of accounts in Euros,269
2875e501-6dc7-11e1-714a-002655d352c9,SHIP Notifications to customers and printing of bank details,1609
2ee7be09-37d4-11e2-714a-002655d352c9,WEBCARD Utilities,1827
2ead5950-c223-11de-23a9-00505682243b,OXero Rating Models - Project Finance,1316
cb885621-14ed-11e1-714a-002655d352c9,Group Rating Centralized and Override Ratings,871
8b99fbe1-69d0-11ea-1911-001dd8b72a55,GRC Assignments,840
1adc14c0-9a8d-11dd-23a9-00505682243b,Skipper,1675
a900873b-b7e9-11dd-23a9-00505682243b,ICBP extension,899
a900873a-b7e9-11dd-23a9-00505682243b,Analysis,180
a900873c-b7e9-11dd-23a9-00505682243b,Brambilla titles,274
a9008734-b7e9-11dd-23a9-00505682243b,Dealer Wizards,559
de3899d0-7fae-11db-1322-000d609809a6,GPO Bond Loan Management,834
a88401d2-3864-11ea-6ab0-001dd8b72a56,Help4U - Problem Management,890
2e996107-02fc-11eb-275f-001dd8b72a50,Register of Industrial Accounting and Service Contracts - Export Clausematch,1490
e96f5d20-c329-11e0-23ac-00505682243b,BRB Business Requirement Book,239
09e299c0-c947-11de-23a9-00505682243b,ALM Application Lifecycle Management,132
eecc9e05-b502-11e9-4b37-001dd8b72a50,WSRR WebSphere Service Registry and Repository,1844
bad200f0-3977-11de-23a9-00505682243b,MyAPM Application Portfolio Management,1197
b9690aa1-aba5-11e4-2688-00101818ed80,EPM Enterprise Project Management - Project Site,629
e9c2441c-de32-11e2-714a-002655d352c9,PPNE Delivery and After Sales,1374
e9c24420-de32-11e2-714a-002655d352c9,Installment postponement,984
24dcdfae-0783-11e0-23ab-00505682243b,RATIN Loans for collection of installments,1444
78604b50-8876-11e0-23ac-00505682243b,Credit portal,465
497ddda9-4c7e-11df-23ab-00505682243b,GIC - Anti-wear adjustments to data collection instructions for TEG calculation,805
7deac2d1-3261-11e2-714a-002655d352c9,WEB simulator TEG APR - SSA OF,1822
e13a273b-abf8-11e2-714a-002655d352c9,ATLAS,152
791e2a33-d267-11e1-714a-002655d352c9,HP Service Manager,879
b2848a70-b914-11e0-23ac-00505682243b,Table of types of signature commitments,1740
1f77112a-deab-4bf5-8e25-4f009ccb6225,PRICE Procedure for Entering Economic Conditions,1384
16734570-adf9-11e0-23ac-00505682243b,S8 Customer card Online Credit Matching and Uses,1531
5582a376-70cb-412f-b527-8dc610871f4a,IF Signature Commitments,915
43e7bd40-a4cb-11dd-23a9-00505682243b,INTCO Value-added accounting operations,949
0988ff6b-2b56-4dfb-818f-f7b2651fbb51,FINV Mutual Investment Funds Italian Law Foreign Law,708
56ac2f30-f229-11df-23ab-00505682243b,N600 Introduction,1209
d44f7601-9969-11e3-2688-00101818ed80,SSB web portal,1643
6f954a87-0783-11e0-23ab-00505682243b,VERAS Checks check checks,1810
3cf94322-0e72-11e9-2249-001dd8b721ea,Document Filing CIB Practices,570
800dc752-8f82-11dd-23a9-00505682243b,Small Business Retail Group rating,1679
04c19a42-f93c-413d-924a-8114e8cb0093,153161 - LN00 Personal loans to private individuals Loans,43
334a8d85-402f-11e1-714a-002655d352c9,CEBI Bilanci Agricultural Companies,315
3f1a3f8f-9a79-4e33-83a6-09301b98a9cc,150316 C CEBI Reclassification Schemes - Consolidated Financial Statements,7
097ceb80-b173-11dd-23a9-00505682243b,150316 E CEBI Chart of Accounts,9
36984720-cacd-11df-23ab-00505682243b,150316 J CEBI Non Profit,14
097ceb83-b173-11dd-23a9-00505682243b,150316 H CEBI Management of Assets and Dedicated Loans,12
d617bc61-5eef-11e1-714a-002655d352c9,CEBI Bilanci Agricultural Society Inquiry,316
097ceb81-b173-11dd-23a9-00505682243b,150316 F CEBI Control Manuals,10
cc415f90-2915-11db-20c9-000c29c08cb4,CEBI System Tax Model Detection,320
cef54cc0-2b0b-11dd-23a9-00505682243b,CEBI System Chart of Accounts and Fiscal Model Reclassification Schemes,319
99db5904-72d2-40a1-bacd-51451f737f2b,150316 D CEBI Reading Guide,8
d7dad871-16cc-11e3-714a-002655d352c9,Public Entity Group Rating,1429
097ceb82-b173-11dd-23a9-00505682243b,150316 G CEBI Coding Manual,11
af64073c-4450-4b58-a49f-82bb460ee358,150316 A CEBI User Manual,5
15451e2b-b099-43dd-b918-e37b713b2806,150316 B CEBI Reclassification Schemes,6
c97e5a10-9661-11e0-23ac-00505682243b,Micro Business and Retail Group rating,1181
faaec672-6744-11e0-23ac-00505682243b,OXero LAF Leveraged & Acquisition Finance rating models,1315
dc69af30-9be3-11e0-23ac-00505682243b,Oxero Rating Models AF Asset Finance Model,1328
faac5570-6744-11e0-23ac-00505682243b,OXero CRE Commercial Real Estate rating models,1314
964c55f2-5456-11df-23ab-00505682243b,Price: Dashboard Corporate Conditions,1419
ce2ee340-e454-11e0-23ac-00505682243b,GCP Global Cash pooling international,761
96bbd204-9684-4e6e-8b6f-6cd14566ef2c,CRB Contracts Remote Contract Management,365
e0de1e10-a06f-11dd-23a9-00505682243b,Subscription Management,1693
e24d4700-a93f-11da-20c9-000c29c08cb4,SAP R3 Purchasing Goods receipt,1567
4e99d392-e70b-11e7-2249-001dd8b721ea,FXMonitor,730
919ba5f9-03ac-11e0-23ab-00505682243b,ESTEROWEB Incoming wire transfers,641
e3fe52e0-968f-11e0-23ac-00505682243b,CAUI Controls AUI AML - CFT,298
5e1dce76-921d-11ea-4b37-001dd8b72a50,REMEMBER,1454
ba3d7066-f976-11df-23ab-00505682243b,IJBL Introduction,930
a28a4492-7284-49b6-824f-121acf959d4e,ARIS,143
793905d0-5643-11dc-1322-000d609809a6,Communion,421
4c3fc4a2-348e-11eb-60ce-001dd8b72a56,DRFM Loan Dashboard,516
3312f224-ae4d-11e1-714a-002655d352c9,Smart Office,1680
5e524c33-921d-11ea-4b37-001dd8b72a50,Pandora,1392
1ad2c352-0f72-11ea-6ab0-001dd8b72a56,ISIDE Management of notified tax deeds,960
14708ad0-8ffb-11e3-2688-00101818ed80,DUR Documentation Unit Reporting,534
5df99a72-99a9-11e5-2688-00101818ed80,BMC Remedy IT Service Management,226
1fd402f2-b4f7-11e8-2249-001dd8b721ea,Factoring applications,741
dc981e72-1abd-11eb-43a8-001dd8b72a55,Near Banking,1283
1cc5a1c7-05f2-11ea-4b37-001dd8b72a50,Customer Activation Generation of codes,479
bd80a393-1277-11e4-2688-00101818ed80,SPECI - Paper Specimen Scan,1637
ce878cf0-9293-11dc-1322-000d609809a6,E-Catalog,591
1cc5a1c2-05f2-11ea-4b37-001dd8b72a50,Factoring Proposals Portal,740
b2b67a02-9eb2-11e7-2249-001dd8b721ea,Services Portal,1660
d5b47002-68ac-11df-23ab-00505682243b,Maximo - Asset Management for IBM SmartCloud,1176
ef1b03b1-83d5-11dc-1322-000d609809a6,IPAD - Iter Preparation Departmental Environments,954
763dc466-e7f0-48b4-b15b-0e8d1e409b65,NJ00 Manager name,1238
88a379e2-212d-11e8-2249-001dd8b721ea,Visual Access Manager Access control and concierge management,1819
5e524d5f-921d-11ea-4b37-001dd8b72a50,Rubicon FX,1528
d0f873b1-d739-11e6-2688-00101818ed80,ABC - Subscription and post-sale of the My Key contract,112
687fd4b2-a81f-11e7-2249-001dd8b721ea,Retail Group Early Warning System,1511
0f1c5610-8005-11dd-23a9-00505682243b,CAMVA Exchange of securities and values,292
e0e3c8d0-77a3-11da-20c9-000c29c08cb4,SAP Training Management,1583
e82a6880-664a-11de-23a9-00505682243b,Meganet Network structure monitoring,1177
2db99a72-e086-11eb-275f-001dd8b72a50,GIC Management of complex incidents,808
8ffd076e-2b5a-4d25-8f97-45b1027ecf41,ZAFI Merchant Management POS,1894
e361b8de-ef09-11de-23a9-00505682243b,SAP R3 Real Estate,1580
e0630c13-f23a-11e4-2688-00101818ed80,Management Sal - document preparation,1164
5380d2f9-145d-41cd-ac8b-2f0658c2e450,ESVIB Value Management in White,652
577e5d20-77d9-11dc-1322-000d609809a6,ISIDORO - ORMA - Fields and main application controls,961
74cc8dd0-38ab-11df-23a9-00505682243b,SIGMA,1611
5e2c26ae-921d-11ea-4b37-001dd8b72a50,Risk orbit,1525
dd25af86-4b8d-11de-23a9-00505682243b,MACS2 Application for CRMS adjustments,1092
efdb7961-153d-11de-23a9-00505682243b,PPM Project and Portfolio Management,1373
9e1149e1-f747-11e5-2688-00101818ed80,MailDocPRO Certified e-mail management,1161
2eca4e90-8b00-11e6-2688-00101818ed80,FC-HUB,696
f6e6fb12-5071-11e9-2249-001dd8b721ea,Exception and Investigations Interface,680
3f0088e0-4b9a-11de-23a9-00505682243b,FXS0 Inquiry Cross border payments,731
a0acc892-f195-11e9-4b37-001dd8b72a50,Data Governance Portal,547
218fa9e1-e880-11e6-2688-00101818ed80,Collateralized Securities Suite (CSS),417
11930212-3780-11ea-6ab0-001dd8b72a56,NSIL Actions for management of customers with insolvency,1272
ca037e50-57fa-11dd-23a9-00505682243b,LINQ - Interest Settlement,1060
fdfd60c0-4dc5-11dd-23a9-00505682243b,CQD - Data Quality Control,359
56ac2f32-f229-11df-23ab-00505682243b,NP00 Introduction and characteristics of the procedure,1258
919ba5f8-03ac-11e0-23ab-00505682243b,ESTEROWEB Web environment,651
34a81ea1-5274-11dd-23a9-00505682243b,M0 - Advance Land Loans,1084
02999232-e862-11eb-60ce-001dd8b72a56,Retail Lending Open - Consumer Credit Loans,1513
1f84f9f1-1ff2-11e0-23ac-00505682243b,KC0X Variation safe box contract management,1031
90f741a1-d854-11df-23ab-00505682243b,SCI New General Accounting Various Items,1601
fc15f1c2-7b8a-11e8-2249-001dd8b721ea,PGR Retail Management Portal Part 1,1355
36366452-13eb-11ed-7f82-001dd8b72a50,@gile,66
cb6e12e1-58f4-11e3-714a-002655d352c9,SharePoint directions,1665
91598142-03b8-11eb-60ce-001dd8b72a56,GateWay,855
9df9a9b2-b8c0-11de-23a9-00505682243b,DIA Departmental Information System,504
e82db69c-8d68-441f-82cd-bc3e0ecbd462,M.U. 153116 - Management Information Portal,1082
63483ff7-ef13-11de-23a9-00505682243b,SAP R3 RE Contracts Payable Lease Contracts,1572
0ddb0570-fe96-11dd-23a9-00505682243b,155092 e-Catalog Economic Material,52
e9f81071-2457-11e3-714a-002655d352c9,BORPE Management of Standing Transfer Orders,232
63483ff0-ef13-11de-23a9-00505682243b,SAP R3 REFX Contract Master Data,1575
63483ff2-ef13-11de-23a9-00505682243b,SAP R3 REFX Real Estate Registries,1577
ac845f46-c179-11e8-2249-001dd8b721ea,Small Business Group Early Warning System,1678
97a60d72-b6fb-11ea-4b37-001dd8b72a50,MCB Management Control Bricks,1099
5e7871bb-921d-11ea-4b37-001dd8b72a50,XPLAIN extension,1867
5e524c8d-921d-11ea-4b37-001dd8b72a50,ALGO,128
5e2c27b9-921d-11ea-4b37-001dd8b72a50,risknet,1926
5e2c27cb-921d-11ea-4b37-001dd8b72a50,OWO,1312
4baf18cc-d7e1-447b-9556-ff26eaadbcd7,BOD - Back Office Derivatives,227
56955604-bd35-11e2-714a-002655d352c9,Corinth MAF,433
faac5531-f0f4-11e1-714a-002655d352c9,MAF Manager,1093
5e2c2783-921d-11ea-4b37-001dd8b72a50,harmony,1922
5e524c7b-921d-11ea-4b37-001dd8b72a50,Clearing Hub,410
5e2c275c-921d-11ea-4b37-001dd8b72a50,IceLink,973
5e2c26a8-921d-11ea-4b37-001dd8b72a50,Web Tool,1854
5e2c2726-921d-11ea-4b37-001dd8b72a50,Bulk Action Tool,278
5e524d35-921d-11ea-4b37-001dd8b72a50,MarkitWire,1172
24dcdfa0-0783-11e0-23ab-00505682243b,CAREFUL Collections collection certificate of conformity,296
72f45b0b-eb58-40e5-bd8a-573fc9f9ef8a,Car Documents and Similar Collection service for Certificates of Conformity,385
b657f675-ffd1-11df-23ab-00505682243b,BJD1 Authorization query handling,211
b657f674-ffd1-11df-23ab-00505682243b,BJD1 Company contract management,214
dad25136-f95f-11df-23ab-00505682243b,NP00 Intervention management,1257
3fea2fa4-f307-43c7-96b1-8c6ae1289f15,NG00-Operation Inquiry,1233
b657f670-ffd1-11df-23ab-00505682243b,BJD1 Service execution mode,217
90f741a3-d854-11df-23ab-00505682243b,SCI New General Accounting DATAMART Dynamic query of balances,1599
d7f00864-4e3f-11db-20c9-000c29c08cb4,BU00 Administrative operations Certificates of Deposit,245
d7f00863-4e3f-11db-20c9-000c29c08cb4,BU00 Reversals and cancellations of Certificates of Deposit,250
d7f27960-4e3f-11db-20c9-000c29c08cb4,BU00 Certificates of Deposit queries,247
ef7f23a0-1af8-11db-20c9-000c29c08cb4,XWEB Back Office Financial Institution,1872
d881e6d0-214a-11db-20c9-000c29c08cb4,TAX Manager Refund,1710
f24bba11-0dbc-11e5-2688-00101818ed80,T2S - ECB Graphical User Interface,1702
820c10e0-adf0-11e0-23ac-00505682243b,SharePoint branches,1664
5e1dce73-921d-11ea-4b37-001dd8b72a50,PAA,1331
7632df31-1188-11e8-2249-001dd8b721ea,HISBLE,878
b09be420-52bc-11df-23ab-00505682243b,GECAP - Booked check book management,771
7747bb80-f8d0-11df-23ab-00505682243b,Authorization functions Introduction,197
0d9a7d32-69f9-4b66-817a-86a4c0fb656d,ACEMI Issue of securities (bank drafts),125
d5303e02-fd02-11e7-2249-001dd8b721ea,ABIMP management of unpaid checks Web Dematerialisation of Checks,120
4cea8e47-7285-11dd-23a9-00505682243b,GEURG Emergency Management,791
67543cd4-078a-11e0-23ab-00505682243b,AAM1 Registry inquiry,106
97419a3c-0836-11e0-23ac-00505682243b,AAPF Management of physical person,107
97419a3d-0836-11e0-23ac-00505682243b,AAPG Client Management Legal Entity Management,108
d9a1fed2-1ae8-11ec-60ce-001dd8b72a56,Active invoicing,161
38a5e430-0e96-11e9-2249-001dd8b721ea,EFAT Electronic Invoicing,619
5e524d47-921d-11ea-4b37-001dd8b72a50,ECS extension,614
5e2c2669-921d-11ea-4b37-001dd8b72a50,Trajan,1770
5e2c2789-921d-11ea-4b37-001dd8b72a50,DTCC Portal,530
5e2c27bf-921d-11ea-4b37-001dd8b72a50,Rubicon ICS - Affirmation,1529
a7b3e210-eff9-11da-20c9-000c29c08cb4,Trade Web,1767
5e466504-921d-11ea-4b37-001dd8b72a50,LCH extension,1050
5e524c12-921d-11ea-4b37-001dd8b72a50,Rubicon ICS - Margin Calculator,1530
83ab62c3-3571-11e2-714a-002655d352c9,Legal Sign Web,1075
7c16b0b2-a464-4792-9514-e4ea91eca686,SOA Registry Entity,1634
c10e3291-7f5f-11e2-714a-002655d352c9,CCWEB Procurement of Large Users,310
7fddf7e1-9d2b-11eb-6da1-001dd8b72a57,Informative ABC Showcase,983
022b4695-a863-11e9-4b37-001dd8b72a50,Methodology portal,1180
e2f3ffc1-c11e-11e6-2688-00101818ed80,ZAFI Credit Cards Corporate Credit Individual Billing,1888
44cbdb72-a02b-11ea-1911-001dd8b72a55,ZAFI Credit Cards Company SmartControl Card,1885
32070d90-8dcd-11e0-23ac-00505682243b,ZAFI Credit Cards Credit Card Company,1889
8a9029e4-fc93-11df-23ab-00505682243b,ZAFI Credit Cards Card delivery company,1883
2d86a900-c76f-11dd-23a9-00505682243b,IDENT Infrastructural management of registry research,907
1ebdfa72-26d1-11ec-60ce-001dd8b72a56,GESPA Match Management,786
459cb062-880d-11da-20c9-000c29c08cb4,SAP PA40 Data Management - Actions,1551
a09ae4e9-429c-11dd-23a9-00505682243b,CRMS-SAS,377
fda63b22-278a-11e8-2249-001dd8b721ea,GSS - System Services Management,842
fda63b26-278a-11e8-2249-001dd8b721ea,SIT Management Tools,1622
9212ff80-d65d-11e6-2688-00101818ed80,GRES Enterprise Security Request Management,841
247791b2-49f3-11de-23a9-00505682243b,ABC CambiaBanca - Functionality for Centralized Structure,114
e4141081-be1f-11e2-714a-002655d352c9,CrifGate WEB portal.,470
2b70d5d1-2597-11e1-714a-002655d352c9,BJD1 SIA company data,216
5e2c27c8-921d-11ea-4b37-001dd8b72a50,FX4Sales,728
5e524cd8-921d-11ea-4b37-001dd8b72a50,FTConsole,725
5e2c2651-921d-11ea-4b37-001dd8b72a50,LOL,1070
ade259c2-10ce-11e8-2249-001dd8b721ea,Goliath,866
45bfad91-5592-43c8-85dc-d010281ba73e,A000 Finance area access,71
e342f270-0374-11e0-23ab-00505682243b,GK00 Management of consultation modification of signature and guarantee commitments,823
e342f278-0374-11e0-23ab-00505682243b,GK00 Accounting verification of documents,817
6fdf57e2-306c-11e9-2249-001dd8b721ea,YUBIK Collaborative Fulfillment Interpretative Risk Detection Process,1874
16504d92-d5e7-11e3-2688-00101818ed80,ETDFLOW,654
9f7b4591-da6e-11e2-714a-002655d352c9,UTIL0 Use of checks GIC Customer position GIC,1778
5b888229-1796-41ec-8d8f-6f11c4d00b40,SWIFT INTERFACE,1652
a085a5e0-366e-11df-23a9-00505682243b,WM - Workflow management application,1839
30c51ed1-1c03-11e1-714a-002655d352c9,Credit Portal Personal loans to Employees,455
e24ad605-a93f-11da-20c9-000c29c08cb4,SAP R3 Purchasing Purchase requisition,1570
ba0410f5-a7b6-11e0-23ac-00505682243b,GIANOS 3D Completion of this due diligence recall questionnaires,798
5e524be5-921d-11ea-4b37-001dd8b72a50,Bureau Van Dijk,279
e416d341-be5b-11e4-2688-00101818ed80,PL PriceLab Workflow,1367
f1d5cd82-f497-11e8-2249-001dd8b721ea,Suspension of WEB Loans,1697
