riskGUID,risk,riskID,riskType
7dde04d6-0c07-11ed-2f84-001dd8b72a56,Incorrect prioritization of incidents,1859,
dc2a1870-0c1b-11ed-2f84-001dd8b72a56,Incorrect prioritization of incidents,1859,
7dde04ca-0c07-11ed-2f84-001dd8b72a56,Lack of documentation of identified solutions and application of remedial actions,2164,
7dde04d3-0c07-11ed-2f84-001dd8b72a56,Failure to verify that an Incident has been closed satisfactorily and within an agreed/acceptable time frame.,701,
7dde04d0-0c07-11ed-2f84-001dd8b72a56,Inability to carry out trend analyzes due to failure to register requests and/or relevant information or from maintaining a complete history.,753,
2217d24b-ac02-11ea-4b37-001dd8b72a50,Incomplete or incorrect input of contributed bond prices,891,Financial Disclosure Risk (ex 262/2005)
bbf862c3-abfb-11ea-4b37-001dd8b72a50,Incorrect proposed price,1875,Financial Disclosure Risk (ex 262/2005)
2217d25a-ac02-11ea-4b37-001dd8b72a50,Feeding from infoprovider incomplete or incorrect,707,Financial Disclosure Risk (ex 262/2005)
2217d247-ac02-11ea-4b37-001dd8b72a50,Incomplete or incorrect bond revaluation price feed,885,Financial Disclosure Risk (ex 262/2005)
e6cd1164-7624-11e9-2249-001dd8b721ea,Correct power supply and alignment,230,Financial Disclosure Risk (ex 262/2005)
95157653-496f-11e9-2249-001dd8b721ea,Deviations found in processing phases,318,Financial Disclosure Risk (ex 262/2005)
84fa158f-ebda-11e8-2249-001dd8b721ea,Incorrect reporting preparation,1917,Financial Disclosure Risk (ex 262/2005)
533d22d4-ebdf-11e8-2249-001dd8b721ea,Incorrect reporting,1914,Financial Disclosure Risk (ex 262/2005)
acc7fb51-ebe7-11e8-2249-001dd8b721ea,Incorrect data aggregation,1416,Financial Disclosure Risk (ex 262/2005)
4d06d733-e98b-11e8-2249-001dd8b721ea,Incomplete system power supply,927,Financial Disclosure Risk (ex 262/2005)
9515764d-496f-11e9-2249-001dd8b721ea,Differences in performance on operations were identified,322,Other (operational) risks
79ace200-f93b-11e8-2249-001dd8b721ea,Operation not permitted,2426,Other (operational) risks
99625ba8-86fd-11eb-60ce-001dd8b72a56,Incorrect loading in procedure,1668,Financial Disclosure Risk (ex 262/2005)
72686a73-d031-11e7-2249-001dd8b721ea,Incorrect data entry into the system,1434,Other (operational) risks
72686a79-d031-11e7-2249-001dd8b721ea,Incorrect data update,1465,Other (operational) risks
25b12c7b-69fe-11eb-43a8-001dd8b72a55,Wrong/incomplete documentation,3227,Financial Disclosure Risk (ex 262/2005)
eac0c9f0-afa1-11ea-4b37-001dd8b72a50,Incomplete or incorrect non-linear market data feed,892,Other (operational) risks
247d6b37-a992-11ea-6ab0-001dd8b72a56,Parameter used not consistent with limits,2457,Other (operational) risks
5137c1c6-aa22-11ea-1911-001dd8b72a55,Position keeping data feed incomplete or incorrect,2479,Other (operational) risks
5c118dab-9691-11ea-6ab0-001dd8b72a56,Start of operations in foreign market not allowed,2797,Other (operational) risks
d55cd88e-a5a5-11ea-4b37-001dd8b72a50,Wrong loading of data,3107,Other (operational) risks
d7007642-a5a5-11ea-4b37-001dd8b72a50,Incorrect or incomplete transmission of reports,1781,Other (operational) risks
ce91f871-5c85-11ea-4b37-001dd8b72a50,Incorrect data population,1455,Financial Disclosure Risk (ex 262/2005)
44427169-bdee-11e6-2688-00101818ed80,Mismatch between applications,2263,Financial Disclosure Risk (ex 262/2005)
4b37bad0-edf6-11e6-2688-00101818ed80,Mismatch between applications,2263,Financial Disclosure Risk (ex 262/2005)
ed373abe-bdec-11e6-2688-00101818ed80,Mismatch between applications,2263,Financial Disclosure Risk (ex 262/2005)
e97b4624-ed22-11e6-2688-00101818ed80,Wrong generation of the balance sheet,3089,Financial Disclosure Risk (ex 262/2005)
b4e8dfc0-bdf0-11e6-2688-00101818ed80,Mismatch between balances received and balances on file,2264,Financial Disclosure Risk (ex 262/2005)
c7adf7bf-bd96-11e6-2688-00101818ed80,Incorrect/incomplete loading of data during import,2085,Financial Disclosure Risk (ex 262/2005)
971915f6-bd91-11e6-2688-00101818ed80,Incomplete transposition of the parameters,931,Financial Disclosure Risk (ex 262/2005)
67e8b78a-f190-11e9-1911-001dd8b72a55,Wrong criticality level assigned,3025,Other (operational) risks
6655583c-f18e-11e9-1911-001dd8b72a55,Wrong criticality level assigned,3025,Other (operational) risks
34704076-0b25-11ec-275f-001dd8b72a50,Unauthorized access to cloud systems,2845,Other (operational) risks
74df5fea-1abd-11ec-43a8-001dd8b72a55,Violation and viewing of content for which you have not been authorized,2908,Other (operational) risks
b7a14de6-0b25-11ec-275f-001dd8b72a50,Use of utilities that are no longer operational,2891,Other (operational) risks
7a498716-0b24-11ec-275f-001dd8b72a50,Operational disservice and inconvenience to customers and to the operations of colleagues and suppliers,2430,Other (operational) risks
efa02850-a919-11ec-60ce-001dd8b72a56,Incorrect and/or inconsistent data,1229,Other (operational) risks
235a315b-a91a-11ec-60ce-001dd8b72a56,Incorrect format,1618,Other (operational) risks
e29ed9af-a903-11ec-60ce-001dd8b72a56,Incorrect and/or inconsistent data,1229,Other (operational) risks
54f587dd-a6c8-11ec-275f-001dd8b72a50,Incomplete data and/or incorrect data format,843,Other (operational) risks
54f587ea-a6c8-11ec-275f-001dd8b72a50,Incorrect and/or inconsistent data,1229,Other (operational) risks
a0f381b9-5a61-11e7-2688-00101818ed80,Personal data not updated,2471,Other (operational) risks
36c1cabe-e357-11e8-2249-001dd8b721ea,Incorrect data upload to the system,1466,Financial Disclosure Risk (ex 262/2005)
381db345-e366-11e8-2249-001dd8b721ea,Risk of non-payment,2739,Financial Disclosure Risk (ex 262/2005)
70dc9fe2-e361-11e8-2249-001dd8b721ea,Balancing between billing and SDD flow,143,Financial Disclosure Risk (ex 262/2005)
4aad6b71-584f-11e8-2249-001dd8b721ea,Non-payment to the Fund,2394,Financial Disclosure Risk (ex 262/2005)
1060e669-581a-11e8-2249-001dd8b721ea,Incorrect documentation,1514,Financial Disclosure Risk (ex 262/2005)
fdbcd2ca-e685-11e9-6ab0-001dd8b72a56,Incorrect documentation,1514,Financial Disclosure Risk (ex 262/2005)
4aad6b63-584f-11e8-2249-001dd8b721ea,Incorrect entry of the amount,1552,Financial Disclosure Risk (ex 262/2005)
88189040-76ff-11e9-2249-001dd8b721ea,Correctness of data in LRS,234,Financial Disclosure Risk (ex 262/2005)
e607175e-76ea-11e9-2249-001dd8b721ea,Inconsistency of the aggregations produced,973,Financial Disclosure Risk (ex 262/2005)
88189051-76ff-11e9-2249-001dd8b721ea,Presence of discrepancies between Risk data and Matrix reports,2544,Financial Disclosure Risk (ex 262/2005)
dabf2cd3-a973-11e0-23ac-00505682243b,Incorrect data entry,1428,Financial Disclosure Risk (ex 262/2005)
7dae2076-5c64-11ea-1911-001dd8b72a55,Banking Book database error,144,Other (operational) risks
7dae2079-5c64-11ea-1911-001dd8b72a55,Error on data entered in the system,367,Other (operational) risks
886ae635-1309-11e7-2688-00101818ed80,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
8fc03ff1-9a38-11ec-275f-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
fb906a94-1877-11e7-2688-00101818ed80,Incorrect data,1413,Other (operational) risks
886ae643-1309-11e7-2688-00101818ed80,Incomplete and/or incorrect data acquisition and/or inconsistent data,804,Financial Disclosure Risk (ex 262/2005)
2f302b50-f7b4-11e8-2249-001dd8b721ea,Wrong Identification of Applicant,2925,Other (operational) risks
ee951c14-f7b9-11e8-2249-001dd8b721ea,Incorrect identification of the Applicant,1628,Other (operational) risks
ee951c08-f7b9-11e8-2249-001dd8b721ea,Incorrect identification of the Applicant,1628,Other (operational) risks
1ce07a50-81b1-11eb-60ce-001dd8b72a56,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
37f69404-ef79-11eb-275f-001dd8b72a50,Incorrect quantification of the provision for risks,1884,Financial Disclosure Risk (ex 262/2005)
b9d7bf7b-0a38-11e7-2688-00101818ed80,Incorrect accounting of interest and accruals,1102,Financial Disclosure Risk (ex 262/2005)
37f69401-ef79-11eb-275f-001dd8b72a50,Incorrect determination of interest and accruals,1491,Financial Disclosure Risk (ex 262/2005)
5aff2240-ef89-11eb-275f-001dd8b72a50,Incorrect quantification of the provision for risks,1884,Financial Disclosure Risk (ex 262/2005)
dd264551-f2a4-11e6-2688-00101818ed80,Incorrect accounting of the registration of adjustment of the liability provision,1133,Financial Disclosure Risk (ex 262/2005)
5eaf6f41-ef80-11eb-275f-001dd8b72a50,Incorrect quantification of the provision for risks,1884,Financial Disclosure Risk (ex 262/2005)
ce9f26b8-ef79-11eb-275f-001dd8b72a50,Incorrect accounting of the adjustment entry of the active fund,1115,Financial Disclosure Risk (ex 262/2005)
ad0557e2-3bd9-11e7-2688-00101818ed80,Incorrect data exposure for investors,1442,Financial Disclosure Risk (ex 262/2005)
d76b65a8-1fcc-11e9-2249-001dd8b721ea,Incorrect statement,1960,Other (operational) risks
947f7d52-bab9-11e9-4b37-001dd8b72a50,Incorrect statement,1960,Other (operational) risks
0eee55dd-1ee7-11e9-2249-001dd8b721ea,Failure to identify the conditions of the delay,577,Other (operational) risks
37d0ce6e-8de1-11e9-2249-001dd8b721ea,Incorrect statement,1960,Other (operational) risks
4be81ae4-44f9-11eb-43a8-001dd8b72a55,Need to modify or introduce a new credit line,2325,Other (operational) risks
d1d21b50-2046-11ec-275f-001dd8b72a50,Failure to send the Issuer the Pricing Policy and the Allocation Policy.,666,Other (operational) risks
46a9cad0-1783-11ec-43a8-001dd8b72a55,Mandate not compliant with company policies,2216,Other (operational) risks
3c675255-5770-11eb-275f-001dd8b72a50,Acquisition of consent not occurred,82,Other (operational) risks
ace8ff48-4516-11eb-43a8-001dd8b72a55,Need to change or need to open a new line of credit,2324,Other (operational) risks
4f287f76-cd1a-11eb-275f-001dd8b72a50,Incorrect compilation of the contractual documentation,1375,Financial Disclosure Risk (ex 262/2005)
4f287f7c-cd1a-11eb-275f-001dd8b72a50,Lack of validity of the contractual documentation produced,2183,Financial Disclosure Risk (ex 262/2005)
4f287f79-cd1a-11eb-275f-001dd8b72a50,Incorrect loading of data into the system,1678,Financial Disclosure Risk (ex 262/2005)
4f287f7f-cd1a-11eb-275f-001dd8b72a50,Incorrect compilation of the contractual documentation,1375,Financial Disclosure Risk (ex 262/2005)
4f287f82-cd1a-11eb-275f-001dd8b72a50,Incorrect loading of data into the system,1678,Financial Disclosure Risk (ex 262/2005)
4f287f85-cd1a-11eb-275f-001dd8b72a50,Lack of validity of the contractual documentation produced,2183,Financial Disclosure Risk (ex 262/2005)
2155d091-0f6f-11ea-1911-001dd8b72a55,Incorrect compilation of the contractual documentation,1375,Financial Disclosure Risk (ex 262/2005)
7ca4ec31-0ea4-11ea-6ab0-001dd8b72a56,Incorrect loading of data into the system,1678,Financial Disclosure Risk (ex 262/2005)
2155d097-0f6f-11ea-1911-001dd8b72a55,Incorrect compilation of the contractual documentation,1375,Financial Disclosure Risk (ex 262/2005)
7ca4ec34-0ea4-11ea-6ab0-001dd8b72a56,Lack of validity of the contractual documentation produced,2183,Financial Disclosure Risk (ex 262/2005)
4f287f70-cd1a-11eb-275f-001dd8b72a50,Incorrect loading of data into the system,1678,Financial Disclosure Risk (ex 262/2005)
4f287f73-cd1a-11eb-275f-001dd8b72a50,Lack of validity of the contractual documentation produced,2183,Financial Disclosure Risk (ex 262/2005)
b29707b0-4b97-11ec-275f-001dd8b72a50,"Failure to verify the truthfulness, completeness, adequacy of the data and information",703,Legal and non-compliance
b29707b3-4b97-11ec-275f-001dd8b72a50,"Failure to verify the truthfulness, completeness, adequacy of the data and information",703,Legal and non-compliance
ee3990d7-0fd9-11e8-2249-001dd8b721ea_TRA1,Improper data entry,750,
ee3990d7-0fd9-11e8-2249-001dd8b721ea_TRA2,Improper data entry,750,
d42e3fbc-42d8-11e8-2249-001dd8b721ea_TRA1,Block tax positions concerned,153,
d42e3fbc-42d8-11e8-2249-001dd8b721ea_TRA2,Block tax positions concerned,153,
21f63e2d-43a9-11e8-2249-001dd8b721ea_TRA1,Incorrect statement to be sent to customers,1961,
21f63e2d-43a9-11e8-2249-001dd8b721ea_TRA2,Incorrect statement to be sent to customers,1961,
21f63e14-43a9-11e8-2249-001dd8b721ea_TRA1,Master not correctly reset,2223,
21f63e14-43a9-11e8-2249-001dd8b721ea_TRA2,Master not correctly reset,2223,
0060adaa-42e5-11e8-2249-001dd8b721ea_TRA1,Incorrect debit transactions,1473,
0060adaa-42e5-11e8-2249-001dd8b721ea_TRA2,Incorrect debit transactions,1473,
0060ad90-42e5-11e8-2249-001dd8b721ea_TRA1,Incorrect operating results,1724,
0060ad90-42e5-11e8-2249-001dd8b721ea_TRA2,Incorrect operating results,1724,
b82741b2-43a7-11e8-2249-001dd8b721ea_TRA1,Wrong execution of the procedure,3080,
b82741b4-43a7-11e8-2249-001dd8b721ea_TRA1,Debits not recorded on current accounts,304,
b82741b2-43a7-11e8-2249-001dd8b721ea_TRA2,Wrong execution of the procedure,3080,
b82741b4-43a7-11e8-2249-001dd8b721ea_TRA2,Debits not recorded on current accounts,304,
ff36a51e-43ab-11e8-2249-001dd8b721ea_TRA1,Certification to be sent to the wrong customer,174,
ff36a51e-43ab-11e8-2249-001dd8b721ea_TRA2,Certification to be sent to the wrong customer,174,
fc36c439-5a3b-11eb-43a8-001dd8b72a55,Unworked positions,2887,Other (operational) risks
0b3a1001-03c4-11eb-60ce-001dd8b72a56,Failure to enter necessary information and impossibility of correct census of users,555,Other (operational) risks
63a76fbe-0e1d-11eb-43a8-001dd8b72a55,Technical user not updated,2819,Other (operational) risks
9210a2e6-03e5-11eb-60ce-001dd8b72a56,Disabling of a technical user necessary for carrying out processes that are still active,324,Other (operational) risks
63a76f92-0e1d-11eb-43a8-001dd8b72a55,Technical user not updated,2819,Other (operational) risks
8b6dd25e-03e0-11eb-60ce-001dd8b72a56,Elimination of a necessary technical user,349,Other (operational) risks
9210a300-03e5-11eb-60ce-001dd8b72a56,Failure to enter the necessary information and impossibility to correctly process the request,556,Other (operational) risks
7fc7e415-03c1-11eb-60ce-001dd8b72a56,Census of a potentially risky technical user,168,Other (operational) risks
8b6dd26c-03e0-11eb-60ce-001dd8b72a56,Unjustified disclosure of the credentials of a technical user,2868,Other (operational) risks
0b3a101d-03c4-11eb-60ce-001dd8b72a56,Census of a user who does not comply with the safety rules (non-approved derogation),170,Other (operational) risks
51c22484-03d4-11eb-60ce-001dd8b72a56,Credential disclosure not approved by Security,245,Other (operational) risks
0b3a100f-03c4-11eb-60ce-001dd8b72a56,Census of a user who does not comply with the safety rules (absence of derogation),169,Other (operational) risks
0fa3d390-0e1c-11eb-43a8-001dd8b72a55,Technical user not updated,2819,Other (operational) risks
cd8104fe-74ec-11ea-4b37-001dd8b72a50,Failure to enter Syndicated Contract Identifier,554,Other (operational) risks
7b0ff148-6aa2-11ea-4b37-001dd8b72a50,Wrong data,3029,Financial Disclosure Risk (ex 262/2005)
739f097a-7599-11ea-6ab0-001dd8b72a56,Incorrect data entry,1428,Financial Disclosure Risk (ex 262/2005)
2bf1febd-6aa1-11ea-4b37-001dd8b72a50,Incorrect or incomplete data entry into the system,1754,Financial Disclosure Risk (ex 262/2005)
d061d7a6-ef74-11eb-60ce-001dd8b72a56,Failure to carry out the required checks,483,Other (operational) risks
2cc4c50a-c132-11ea-4b37-001dd8b72a50,Incorrect reporting flows,1915,Financial Disclosure Risk (ex 262/2005)
c6e4e298-5cbf-11eb-60ce-001dd8b72a56, Presence of variations compared to the previously verified conditions.,42,Financial Disclosure Risk (ex 262/2005)
b0cf7325-5fef-11eb-43a8-001dd8b72a55,Incorrect accounting of the use of funds,1138,Financial Disclosure Risk (ex 262/2005)
d7b0d760-0a38-11ec-43a8-001dd8b72a55,"Exceeding the loss limits on the assignment of ""performing"" single name credits",398,Other (operational) risks
d7b0d778-0a38-11ec-43a8-001dd8b72a55, Incorrect determination of economic loss,22,Financial Disclosure Risk (ex 262/2005)
c6e4e295-5cbf-11eb-60ce-001dd8b72a56,Incorrect or incomplete compilation of the document/email,1743,Financial Disclosure Risk (ex 262/2005)
a2f41278-a209-11e8-2249-001dd8b721ea,Wrong payment arrangement,3143,Financial Disclosure Risk (ex 262/2005)
c069301f-eccd-11e8-2249-001dd8b721ea,Wrong payment arrangement,3143,Financial Disclosure Risk (ex 262/2005)
a065d110-44d9-11e9-2249-001dd8b721ea,Incorrect registration of the asset,1900,Financial Disclosure Risk (ex 262/2005)
a065d11b-44d9-11e9-2249-001dd8b721ea,Failure to carry out accounting records,478,Financial Disclosure Risk (ex 262/2005)
c069303a-eccd-11e8-2249-001dd8b721ea,Wrong payment arrangement,3143,Financial Disclosure Risk (ex 262/2005)
c2b52754-ebda-11e8-2249-001dd8b721ea,No formal documents available,2344,Other (operational) risks
c069302c-eccd-11e8-2249-001dd8b721ea,Wrong payment arrangement,3143,Financial Disclosure Risk (ex 262/2005)
c0693012-eccd-11e8-2249-001dd8b721ea,Wrong payment arrangement,3143,Financial Disclosure Risk (ex 262/2005)
bcd1ffc8-93cc-11e7-2249-001dd8b721ea,Incomplete or incorrect documentation,887,Other (operational) risks
2db819b2-93d0-11e7-2249-001dd8b721ea,Incomplete or incorrect documentation,887,Other (operational) risks
126c2520-5444-11ed-2a4f-001dd8b72a55,Production of documentation on time,2614,
bcd1ffa9-93cc-11e7-2249-001dd8b721ea,Incomplete or incorrect documentation,887,Other (operational) risks
19cd76d3-5461-11ed-2a4f-001dd8b72a55,Production of documentation on time,2614,
2db81993-93d0-11e7-2249-001dd8b721ea,Incomplete or incorrect documentation,887,Other (operational) risks
126c2528-5444-11ed-2a4f-001dd8b72a55,Incomplete or incorrect documentation,887,
19cd76d9-5461-11ed-2a4f-001dd8b72a55,Production of documentation on time,2614,
ce341912-ebb9-11eb-43a8-001dd8b72a55,Failure or incomplete implementation of the required adjustments,433,Financial Disclosure Risk (ex 262/2005)
2e037466-2239-11ea-4b37-001dd8b72a50,Failure or delay in responding to the Servicer,431,Other (operational) risks
a1727663-d507-11e7-2249-001dd8b721ea,Incorrect extinction in procedures,1592,Financial Disclosure Risk (ex 262/2005)
b1aaaebc-4f93-11e8-2249-001dd8b721ea,Wrong accounting excerpt,2937,Financial Disclosure Risk (ex 262/2005)
6c3104f2-7050-11de-23a9-00505682243b,Absence of master data models relating to movements,61,Other (operational) risks
6c310501-7050-11de-23a9-00505682243b,Incorrect extracted movements,1593,Other (operational) risks
24792886-12b5-11e7-2688-00101818ed80,Completeness/correctness of documentation,199,Financial Disclosure Risk (ex 262/2005)
12afa302-2805-11eb-43a8-001dd8b72a55,Incorrect / incomplete data entry,1044,Other (operational) risks
2d574b91-e102-11e8-2249-001dd8b721ea,Calculation of the fifth wrong,160,Financial Disclosure Risk (ex 262/2005)
2ea6ad21-93bd-11ec-275f-001dd8b72a50,Wrong severance indemnity skills,3189,Financial Disclosure Risk (ex 262/2005)
847af410-7f59-11ec-43a8-001dd8b72a55,Message not received by Banca d'Italia,2225,Other (operational) risks
f1a4a305-2b31-11e7-2688-00101818ed80,Squaring detected,2792,Financial Disclosure Risk (ex 262/2005)
718c57b7-eac2-11eb-275f-001dd8b72a50,Loading anomaly,2194,Financial Disclosure Risk (ex 262/2005)
dd73ef26-abe2-11e6-2688-00101818ed80,System upload anomalies,2808,Financial Disclosure Risk (ex 262/2005)
b33896a0-d27c-11eb-43a8-001dd8b72a55,Incomplete note,881,Financial Disclosure Risk (ex 262/2005)
d3807732-0c1d-11ed-2f84-001dd8b72a56,Not timely and effective response to user requests or failure to restore normal service. Failure to register requests and/or relevant information,2408,
d3802910-0c1d-11ed-2f84-001dd8b72a56,Incorrect classification of incidents and service requests,1352,
d3807736-0c1d-11ed-2f84-001dd8b72a56,Incorrect prioritization of incidents.,1861,
d3807745-0c1d-11ed-2f84-001dd8b72a56,Incorrect prioritization of incidents.,1861,
d380773d-0c1d-11ed-2f84-001dd8b72a56,Inability to carry out trend analyzes due to failure to register requests and/or relevant information or from maintaining a complete history.,753,
d3807739-0c1d-11ed-2f84-001dd8b72a56,Lack of documentation of identified solutions and application of remedial actions,2164,
d3807748-0c1d-11ed-2f84-001dd8b72a56,Failure to verify that an Incident has been closed satisfactorily and within an agreed/acceptable time frame,700,
19327bfc-7e6f-11ea-4b37-001dd8b72a50,Concordance opinion not collected,201,Financial Disclosure Risk (ex 262/2005)
b5c199a4-c16d-11e8-2249-001dd8b721ea,Non-compliance with the Rules,2371,Other (operational) risks
7c1b3a72-6d5f-11e8-2249-001dd8b721ea,Not published,2404,Other (operational) risks
81c32d6c-d2ac-11e8-2249-001dd8b721ea,Update not done,2888,Other (operational) risks
a65b4f7f-c170-11e8-2249-001dd8b721ea,Non-compliance with the Rules,2371,Financial Disclosure Risk (ex 262/2005)
7a79ef90-8d7e-11ec-275f-001dd8b72a50,Failure to account,443,Financial Disclosure Risk (ex 262/2005)
fb834990-79cb-11ec-60ce-001dd8b72a56,Failure to close miscellaneous consignment,487,Financial Disclosure Risk (ex 262/2005)
fb834993-79cb-11ec-60ce-001dd8b72a56,Failure to close miscellaneous consignment,487,Financial Disclosure Risk (ex 262/2005)
0942db15-9aa1-11ea-6ab0-001dd8b72a56,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
09a243b4-9aa2-11ea-6ab0-001dd8b72a56,Communication not sent,193,Other (operational) risks
8cf51cfd-9a95-11ea-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
74d05c1c-ee83-11ea-4b37-001dd8b72a50,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
3ea94340-9a9b-11ea-6ab0-001dd8b72a56,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
74e42aa0-653e-11eb-43a8-001dd8b72a55,Incorrect data entry,1428,Other (operational) risks
afc342ec-649b-11eb-60ce-001dd8b72a56,Possible regulatory violation on the subject of AML/CTF contrasting the financing of terrorism,2515,Other (operational) risks
afc342ef-649b-11eb-60ce-001dd8b72a56,Incorrect accounting,1078,Financial Disclosure Risk (ex 262/2005)
fb03f550-af5e-11ec-60ce-001dd8b72a56,Cancellation performed incorrectly or incompletely,163,Financial Disclosure Risk (ex 262/2005)
65a037d3-3f3b-11e9-2249-001dd8b721ea,Not published,2404,Other (operational) risks
74e43776-3f39-11e9-2249-001dd8b721ea,Wrong documentation,3057,Other (operational) risks
74e43791-3f39-11e9-2249-001dd8b721ea,Wrong documentation,3057,Other (operational) risks
65a037d6-3f3b-11e9-2249-001dd8b721ea,Not published,2404,Other (operational) risks
8a3f1560-dbbe-11e9-4b37-001dd8b72a50,Misalignment of actual data from reported data,2247,Other (operational) risks
a6534b06-e8d7-11e9-6ab0-001dd8b72a56,Operation not validated,2427,Other (operational) risks
14131f05-00a6-11ea-6ab0-001dd8b72a56,Perimeter deals discarded,2466,Other (operational) risks
06c9fd5f-dbc2-11e9-6ab0-001dd8b72a56,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
33d9f9b0-2005-11ea-1911-001dd8b72a55,Incorrect data provided upon request by the Bank of Italy,1458,Financial Disclosure Risk (ex 262/2005)
3bf3b5f5-4bdb-11ea-4b37-001dd8b72a50,Operation not validated,2427,Other (operational) risks
8a3f155a-dbbe-11e9-4b37-001dd8b72a50,Deal in perimeter not included in the report,301,Other (operational) risks
c374a4a8-e67e-11e9-1911-001dd8b72a55,Incorrect data,1413,Financial Disclosure Risk (ex 262/2005)
ac11f5a8-8be2-11eb-60ce-001dd8b72a56,Incorrect entry into the system.,1532,Financial Disclosure Risk (ex 262/2005)
02ffc5f4-f9d0-11e7-2249-001dd8b721ea,Incorrect entry into the system,1530,Financial Disclosure Risk (ex 262/2005)
92e927bf-f799-11e7-2249-001dd8b721ea,Incorrect entry into the system,1530,Financial Disclosure Risk (ex 262/2005)
87ce69f7-f79c-11e7-2249-001dd8b721ea,Mismatches,2280,Financial Disclosure Risk (ex 262/2005)
609c3dc9-f9d2-11e7-2249-001dd8b721ea,Incorrect entry into the system,1530,Financial Disclosure Risk (ex 262/2005)
23217dd0-ebb8-11ec-275f-001dd8b72a50,Presence of operations not corrected correctly,2570,
232af3a1-ebb8-11ec-275f-001dd8b72a50,Presence of correct authorizations,2543,
20f83579-ebb8-11ec-275f-001dd8b72a50,Presence of open positions,2569,
048d4f56-7dd5-11df-23ab-00505682243b,Presence of squares,2584,Financial Disclosure Risk (ex 262/2005)
863d54e0-2270-11eb-43a8-001dd8b72a55,Incorrect accounting of differences,1097,Financial Disclosure Risk (ex 262/2005)
27932b93-4f26-11eb-275f-001dd8b72a50,Failure to settle with the counterparty,674,Financial Disclosure Risk (ex 262/2005)
2b6d24d0-4f3b-11eb-275f-001dd8b72a50,Incorrect instructions,1653,Financial Disclosure Risk (ex 262/2005)
e7a24670-4f28-11eb-275f-001dd8b72a50,Failure to settle claims,673,Financial Disclosure Risk (ex 262/2005)
25e6a870-36ea-11e7-2688-00101818ed80,"""Lack of consent for privacy purposes""",55,Other (operational) risks
df445cf1-73be-11e8-2249-001dd8b721ea,Wrong adoption of the resolution,2944,Financial Disclosure Risk (ex 262/2005)
af7e4ada-f2fc-11e8-2249-001dd8b721ea,Wrong/incomplete documentation,3227,Financial Disclosure Risk (ex 262/2005)
df445ce3-73be-11e8-2249-001dd8b721ea,Wrong/incomplete documentation,3227,Financial Disclosure Risk (ex 262/2005)
5c8cb8ec-f2ec-11e8-2249-001dd8b721ea,Wrong adoption of the resolution,2944,Financial Disclosure Risk (ex 262/2005)
ac85649f-c6a8-11ea-1911-001dd8b72a55,Wrong transaction accounting,3196,Financial Disclosure Risk (ex 262/2005)
ac856490-c6a8-11ea-1911-001dd8b72a55,No forborne license plate,2343,Financial Disclosure Risk (ex 262/2005)
1d3d851f-b792-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
1d3d851c-b792-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data consolidation,805,Financial Disclosure Risk (ex 262/2005)
1d3d84fe-b792-11e9-4b37-001dd8b72a50,Inconsistent consolidated data,989,Financial Disclosure Risk (ex 262/2005)
d8cf3115-0239-11ea-4b37-001dd8b72a50,Incorrect signage flow,1946,Financial Disclosure Risk (ex 262/2005)
50f4a107-ba75-11e9-4b37-001dd8b72a50,Report submission incomplete and/or incorrect,2661,Other (operational) risks
1d3d8522-b792-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
50f4a0fe-ba75-11e9-4b37-001dd8b72a50,Basic provision of inconsistent signage,145,Financial Disclosure Risk (ex 262/2005)
50f4a101-ba75-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data,803,Financial Disclosure Risk (ex 262/2005)
42523f72-c8d0-11e9-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
1d3d84fb-b792-11e9-4b37-001dd8b72a50,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
42523f75-c8d0-11e9-6ab0-001dd8b72a56,Incorrect and/or incomplete data,1198,Financial Disclosure Risk (ex 262/2005)
1d3fcef4-b792-11e9-4b37-001dd8b72a50,Incomplete and/or incorrect data,803,Financial Disclosure Risk (ex 262/2005)
1d3d852b-b792-11e9-4b37-001dd8b72a50,Uncertified phase,2859,Financial Disclosure Risk (ex 262/2005)
1d3d8549-b792-11e9-4b37-001dd8b72a50,Inconsistent data,993,Financial Disclosure Risk (ex 262/2005)
3ec61943-c60b-11e8-2249-001dd8b721ea,Presence of rejects or anomalies in the automatic process,2581,Other (operational) risks
16a512a4-e400-11e8-2249-001dd8b721ea,"Partial compilation errors, calculation of results, incorrect interpretation",2459,Other (operational) risks
