controlGUID,controlCategory,control,controlID,controlType
527422e0-711a-11e6-2688-00101818ed80,Other,Verify the correct registration of the guarantees,3466,Manual
14453087-c796-11e7-2249-001dd8b721ea,Other,Check the completeness of the documents and the document registration data,1038,Manual
76069f8f-92de-11e7-2249-001dd8b721ea,Other,Check the correct compilation of any missing parts,1170,Manual
76069f77-92de-11e7-2249-001dd8b721ea,Other,Wrong preparation of the text,4059,Manual
c8cff482-92e4-11e7-2249-001dd8b721ea,Other,"Verify all the data and signatures required in the ""Certification of Warranty Form""",2238,Manual
10d73d02-942a-11ea-4b37-001dd8b72a50,Other,Tick error counting operations,2130,Manual
10cb5606-942a-11ea-4b37-001dd8b72a50,Other,Check for permission to proceed,586,Manual
10d73ce7-942a-11ea-4b37-001dd8b72a50,Other,Check for open positions,584,Manual
9c6f183a-d8c7-11eb-60ce-001dd8b72a56,Other,Check that the data has been uploaded,806,Manual
25886261-d8d9-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the data subject to the contribution,3677,Manual
1e495ee2-e2f2-11eb-60ce-001dd8b72a56,Other,Verify the contribution has been made,3144,Manual
4e65fd22-e2ef-11eb-60ce-001dd8b72a56,Other,Verify assignment of YARL to new contributing facility,2276,Manual
ffbdb2aa-6cc5-11e9-2249-001dd8b721ea,Other,Check siding census,748,Manual
aa42871a-a619-11e8-2249-001dd8b721ea,Other,Verify the correct registration of the First Manual Note,3462,Manual
ffbdb296-6cc5-11e9-2249-001dd8b721ea,Other,Check for misalignments between ledger and accounting,578,Semi-automatic
d38300e1-a607-11e8-2249-001dd8b721ea,Other,Check the outcome of the processing performed by the system,1521,Semi-automatic
d38300e1-a607-11e8-2249-001dd8b721ea,Other,Check the outcome of the processing performed by the system,1521,Semi-automatic
9e7d7f00-9217-11dc-1322-000d609809a6,Other,Check the correspondence between ledgers and account balances,1311,Manual
9e7fc8f0-9217-11dc-1322-000d609809a6,Other,Verify accounting consistency within the Sire ledger,2217,Manual
9e7d7f08-9217-11dc-1322-000d609809a6,Other,"Verify, and possibly complete, the census of elementary accounts",4050,Manual
aa3b77f3-6ce7-11e9-2249-001dd8b721ea,Other,Check the outcome of sending the supplementary flow of the supervisory report,1516,Semi-automatic
ee7b48f2-6cdd-11e9-2249-001dd8b721ea,Other,Check the result of sending data for supervisory reporting,1611,Semi-automatic
9e7d7f02-9217-11dc-1322-000d609809a6,Other,Check the supervisory reporting form with the account balance,1664,Manual
3190ab39-506e-11e9-2249-001dd8b721ea,Other,Verify effective compliance with the agreements,2586,empty
377a5eae-506b-11e9-2249-001dd8b721ea,Other,Verify effective compliance with the agreements,2586,empty
2584da18-c300-11e8-2249-001dd8b721ea,Other,Verify correctness and congruence of the census of the voluntary mortgage,2524,Manual
5faf2ea1-c301-11e8-2249-001dd8b721ea,Professional,Check that the data entered manually is correctly entered,800,Manual
2584da08-c300-11e8-2249-001dd8b721ea,Other,Verify correctness and congruence of the census of the judicial mortgage,2523,Manual
98ab5c20-3d17-11e9-2249-001dd8b721ea,Other,Check the correctness of the operation on the position keeping system,1287,Semi-automatic
42dabdae-a945-11e9-6ab0-001dd8b72a56,Other,Check for stuck or error messages,602,Semi-automatic
7f27a0c0-4022-11e9-2249-001dd8b721ea,Other,Check for errors or pending messages,568,Semi-automatic
e5e479f2-2157-11ec-60ce-001dd8b72a56,Other,Verify successful completion of the transfer,2742,empty
8e632f90-0c08-11ed-2f84-001dd8b72a56,Other,Check the valorisation of the fields necessary for the classification of a report in the non-finance area,1709,
bcb72120-0c18-11ed-2f84-001dd8b72a56,Other,Verify that required information is entered when opening and closing the incident,2773,
c96923e0-0c19-11ed-2f84-001dd8b72a56,Other,Check the enhancement of the priority level of an incident,1415,
fe63b130-0c1b-11ed-2f84-001dd8b72a56,Other,Check the enhancement of the priority level of an incident.,1416,
51113a83-0c1a-11ed-2f84-001dd8b72a56,Other,Verify the closure of the Incident,2988,
51113a85-0c1a-11ed-2f84-001dd8b72a56,Other,Verify the correct archiving of incidents,3244,
51107730-0c1a-11ed-2f84-001dd8b72a56,Other,Check the recovery note documentation for an incident,1576,
c1f81b56-ac82-11ea-1911-001dd8b72a55,Other,Verify the completeness and correctness of the day-end data downloads,3019,Semi-automatic
bbf862c9-abfb-11ea-4b37-001dd8b72a50,Other,Evaluate the acceptability of the price change proposed by the Trader,1811,Manual
3bf49687-ac8e-11ea-1911-001dd8b72a55,Other,Check the completeness and correctness of the data received from infoprovider,1005,Semi-automatic
c1f81b5a-ac82-11ea-1911-001dd8b72a55,Other,Verify the completeness and correctness of the day-end data downloads,3019,Semi-automatic
e6cd1159-7624-11e9-2249-001dd8b721ea,Other,Verify correct updating of the plan and connection of the accounts,2512,Manual
4d06d745-e98b-11e8-2249-001dd8b721ea,Other,Check the outcome of the processing phases of the Financial Engine,1522,Automatic
84fa157e-ebda-11e8-2249-001dd8b721ea,Other,Report completion of the preparation of reports and diagnostics,2081,Automatic
533d22cc-ebdf-11e8-2249-001dd8b721ea,Other,Carry out the performance check of the input data for the Euro Area Sub-consolidated perimeter,243,Semi-automatic
acc7fb47-ebe7-11e8-2249-001dd8b721ea,Other,Verify the consolidation process of the Euro Area Sub-consolidated perimeter,3139,Semi-automatic
4d06d72b-e98b-11e8-2249-001dd8b721ea,Other,Verify correct acquisition of the flows received in the Staging Area,2404,Semi-automatic
ff956f25-ebed-11e8-2249-001dd8b721ea,Other,Analyze the changes and verify the performance trends of the balance sheets,68,empty
79ace205-f93b-11e8-2249-001dd8b721ea,Other,Monitor the operations carried out by the supervisee in financial instruments or investment services,1952,empty
99625ba0-86fd-11eb-60ce-001dd8b72a56,Other,Check the documents loaded in the envelope,1409,Manual
8b03c071-d041-11e7-2249-001dd8b721ea,Other,Check the entered data,1417,Manual
9c80b5a5-d03e-11e7-2249-001dd8b721ea,Other,Check the interventions carried out,1469,Manual
0b6b0238-67c5-11e7-7823-00155d86fd3a,Other,Make the balances of the economic items (Pecobill - NCG),1871,
0b68b85d-67c5-11e7-7823-00155d86fd3a,Other,Check valuation of accruals on L&R securities,1728,
0b68b854-67c5-11e7-7823-00155d86fd3a,Other,Make balances between sectional accounting and general accounting,1865,
0b68b84e-67c5-11e7-7823-00155d86fd3a,Other,Verify correct accounting of the amortized cost,2397,
ebaf8e26-69ff-11eb-43a8-001dd8b72a55,Other,Check the documentation signed by the Customer,1403,Manual
54a274c4-afac-11ea-4b37-001dd8b72a50,Other,Verify the completeness and correctness of the day-end data downloads,3019,Semi-automatic
247d6b3f-a992-11ea-6ab0-001dd8b72a56,Other,Perform qualitative and quantitative controls,2016,Semi-automatic
5137c1c4-aa22-11ea-1911-001dd8b72a55,Other,Verify the completeness and correctness of the day-end data downloads,3019,Semi-automatic
5c118dae-9691-11ea-6ab0-001dd8b72a56,Other,Carry out the preliminary checks on the possibility of operating on the foreign market for the debtor,245,Manual
edad7c8f-a5a8-11ea-4b37-001dd8b72a50,Other,Check correct compilation of the forms,395,Manual
edad7cb0-a5a8-11ea-4b37-001dd8b72a50,Other,Check your submissions,1742,Semi-automatic
ce91f874-5c85-11ea-4b37-001dd8b72a50,Other,Verify the correctness of the information acquired relating to the additional information,3729,Semi-automatic
4442716c-bdee-11e6-2688-00101818ed80,Other,Check the alignment between the data acquired from the historical archive and accounting,924,Manual
4b37babe-edf6-11e6-2688-00101818ed80,Other,Verify the alignment between the data acquired relating to the adjustments on non-performing derivatives and the accounting,2945,Manual
44427150-bdee-11e6-2688-00101818ed80,Other,Verify the alignment between the balance sheet archive and accounting,2944,Semi-automatic
207395e2-bdf2-11e6-2688-00101818ed80,Other,Reconcile the balance sheet items with the IAS ledger balances generated by the balance sheet archive,2067,Manual
207395d6-bdf2-11e6-2688-00101818ed80,Other,Examine the Report Generation error logs,1831,Semi-automatic
b4e8dfc2-bdf0-11e6-2688-00101818ed80,Other,Verify the correctness of the information acquired relating to credit adjustments,3728,Manual
c7adf7bd-bd96-11e6-2688-00101818ed80,Other,Check the imported data,1455,Semi-automatic
971915d2-bd91-11e6-2688-00101818ed80,Other,Supervise the processing phases,2115,Automatic
8a6939f5-f18f-11e9-1911-001dd8b72a55,Other,Check criticality level locations to assign,419,Manual
66555830-f18e-11e9-1911-001dd8b72a55,Other,Verify the correct assignment of the level of criticality,3246,Manual
34704070-0b25-11ec-275f-001dd8b72a50,Operational,Trace accesses (allowed and denied) to Cloud Azure systems by means of automatic tools,2141,empty
74df5fe0-1abd-11ec-43a8-001dd8b72a55,Operational,Trace the use of the areas and spaces given for viewing by Guest users,2142,empty
b7a14de0-0b25-11ec-275f-001dd8b72a50,Operational,Ensure that automated deprovisioning processes are operating properly through monitoring systems,1797,empty
7a498710-0b24-11ec-275f-001dd8b72a50,Operational,Ensure that automatic provisioning processes are operating properly through monitoring systems,1798,empty
73803350-e7f8-11ec-43a8-001dd8b72a55,Other,Carry out formal checks,179,Semi-automatic
73803361-e7f8-11ec-43a8-001dd8b72a55,Other,Perform correctness and consistency checks,2006,Semi-automatic
6ef71568-a905-11ec-60ce-001dd8b72a56,Other,Carry out performance and consistency checks,189,Semi-automatic
f00ab4b8-a6ce-11ec-275f-001dd8b72a50,Other,"Oversee the outcome of statistical, performance and consistency checks",1988,Semi-automatic
f00ab4b0-a6ce-11ec-275f-001dd8b72a50,Other,Supervise the outcome of the automatic technical checks,2113,Automatic
a0f381bd-5a61-11e7-2688-00101818ed80,Other,"In the post-sales management phase, check the completeness and correctness of the data in the registry",1853,empty
70dc9fc5-e361-11e8-2249-001dd8b721ea,Other,Check data loaded into the system,441,Manual
381db34e-e366-11e8-2249-001dd8b721ea,Other,Check outstanding SDD debit provisions,704,Manual
70dc9fe7-e361-11e8-2249-001dd8b721ea,Other,Check consistency between billing data and SDD charge flows,382,Manual
4aad6b74-584f-11e8-2249-001dd8b721ea,Other,"Check that the amount entered has been paid and communicate ""Payment made"" by email to the reference structure.",783,Manual
1060e66c-581a-11e8-2249-001dd8b721ea,Other,Verify the correctness of the submitted documentation.,3795,Manual
fdbcd2c0-e685-11e9-6ab0-001dd8b72a56,Other,Verify the correctness of the documentation produced,3694,Manual
4aad6b66-584f-11e8-2249-001dd8b721ea,Other,Check the correctness of the guaranteed amount,1280,Manual
e512d2ce-6336-11e8-2249-001dd8b721ea,Other,Check the correctness of the data,1259,
f08cdfd3-6339-11e8-2249-001dd8b721ea,Other,Check the correctness of the data,1259,
e6071764-76ea-11e9-2249-001dd8b721ea,Other,Check the correctness of the data present in the LRS system,1264,Manual
e6071759-76ea-11e9-2249-001dd8b721ea,Other,Analyze the received data,77,Manual
88189046-76ff-11e9-2249-001dd8b721ea,Other,Verify the data present in Hermione,3843,Manual
ab5cfd94-5c62-11ea-1911-001dd8b72a55,Other,Check the correctness of the downloaded database,1273,Manual
ab5cfd9a-5c62-11ea-1911-001dd8b72a55,Other,Check that the entered data is correct,816,Manual
ab5cfd97-5c62-11ea-1911-001dd8b72a55,Other,Verify the correctness of the data entered in the Front Office systems,3662,Manual
b966a613-0254-11e7-2688-00101818ed80,Other,Perform consistency checks,2005,Manual
1b6c5d3f-9a3a-11ec-275f-001dd8b72a50,Other,Check the correctness and completeness of the uploaded data,1233,Manual
5fe12745-9a38-11ec-275f-001dd8b72a50,Other,Verify that the tabs are correct,2871,Manual
d07656e3-5bdd-11de-23a9-00505682243b,Other,Verify the consistency of the acquired data,3100,Manual
ee951c2a-f7b9-11e8-2249-001dd8b721ea,Other,Verify the identity of the applicant,3910,empty
01a3ec02-f7c8-11e8-2249-001dd8b721ea,Other,Verify the identity of the applicant,3910,empty
ee951c20-f7b9-11e8-2249-001dd8b721ea,Other,Verify the identity of the applicant,3910,empty
009775e2-81b2-11eb-60ce-001dd8b72a56,Other,Verify the correct recognition of the releases of the provision for risks,3459,Manual
bf5a02f3-eee9-11eb-43a8-001dd8b72a55,Other,"Carry out a reconciliation of the fund, of the receivables from the tax authorities in capital and interest accounts, of the related debts by comparing the management with the accounting",124,Semi-automatic
37f69409-ef79-11eb-275f-001dd8b72a50,Other,Check and arrange scraps in Pandora,322,Manual
b9d7bf82-0a38-11e7-2688-00101818ed80,Other,Verify the consistency of interest income and accruals for the period,3089,Manual
438d18e9-ef73-11eb-275f-001dd8b72a50,Other,Carry out an analytical reconciliation of the Miscellaneous Items and of the accounting of interest on payables and receivables,133,Manual
438d18d8-ef73-11eb-275f-001dd8b72a50,Other,Check in Pandora the correct generation of the flow to be transmitted to the accounting system,664,Semi-automatic
a6382dc8-ef6f-11eb-275f-001dd8b72a50,Other,Verify the correct generation of the event for posting the adjustment entry,3390,Semi-automatic
dd26456c-f2a4-11e6-2688-00101818ed80,Other,Verify the consistency of the provision entered in the system with what was resolved,3126,Semi-automatic
a6382ddf-ef6f-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of the flow transmitted by Pandora in the accounting system,3166,Semi-automatic
a6382dd5-ef6f-11eb-275f-001dd8b72a50,Other,Check in Pandora the correct generation of the flow to be transmitted to the accounting system,664,Semi-automatic
5eaf6f22-ef80-11eb-275f-001dd8b72a50,Other,Verify the consistency of the provision entered in the system with what was resolved,3126,Semi-automatic
5eaf6f47-ef80-11eb-275f-001dd8b72a50,Other,Check in Pandora the correct generation of the flow to be transmitted to the accounting system,664,Semi-automatic
5eaf6f4a-ef80-11eb-275f-001dd8b72a50,Other,Verify the correct accounting of the flow transmitted by Pandora in the accounting system,3166,Semi-automatic
5eaf6f35-ef80-11eb-275f-001dd8b72a50,Other,Verify the correct generation of the event for posting the adjustment entry,3390,Semi-automatic
68b89f01-3c66-11e7-2688-00101818ed80,Other,Verify the valorisation proposal for the data pertaining to financial risks,4040,Manual
68b89f03-3c66-11e7-2688-00101818ed80,Other,Check the valorisation proposal for the credit risk data,1711,Manual
a96985a6-8ddb-11e9-2249-001dd8b721ea,Other,Verify the correctness of the communication,3642,empty
a96985b0-8ddb-11e9-2249-001dd8b721ea,Other,Verify the correctness of the statement,3792,empty
0eee55e0-1ee7-11e9-2249-001dd8b721ea,Other,Verify the existence of the conditions for the delay,3883,empty
37d0ce67-8de1-11e9-2249-001dd8b721ea,Other,Verify the correctness of the communication of the information,3643,empty
f97be7b0-44f7-11eb-60ce-001dd8b72a56,Other,Definitively check the presence and/or capacity of the credit line,1788,Manual
a530c880-2046-11ec-275f-001dd8b72a50,Other,Check that the Pricing Policy and the Allocation Policy have been sent to the Issuer.,774,empty
7a2d0c50-1783-11ec-43a8-001dd8b72a55,Other,Check the contents of the mandate,1138,empty
3c675253-5770-11eb-275f-001dd8b72a50,Other,Verify the acquisition of consent by the Head of Management for the application of the commission not in line with the DCM Commission Tables.,2932,Manual
ace8ff40-4516-11eb-43a8-001dd8b72a55,Other,Definitively check the presence or capacity of the credit line,1789,Manual
aa2380ce-0e99-11ea-6ab0-001dd8b72a56,Other,Verify the correct compilation and signing of the contractual documentation,3280,Manual
79890afd-cdd3-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the contractual documentation produced,3651,Manual
163c76ad-0ea7-11ea-6ab0-001dd8b72a56,Other,Verify the correct compilation and signing of the contractual documentation,3280,Manual
aa2380a6-0e99-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the data entered in the procedure,3664,Manual
88c5c4df-0ea0-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the data entered in the procedure,3664,Manual
1ae506b2-cdd4-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the contractual documentation produced,3651,Manual
c680ebe4-0ea2-11ea-6ab0-001dd8b72a56,Other,Verify the correct compilation and signing of the contractual documentation,3280,Manual
7ca4ec5d-0ea4-11ea-6ab0-001dd8b72a56,Other,Verify the correct compilation and signing of the contractual documentation,3280,Manual
7ca4ec37-0ea4-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the data entered in the procedure,3664,Manual
597df582-cdd4-11eb-60ce-001dd8b72a56,Other,Verify the correctness of the documentation produced,3694,Manual
06c564ac-0e9f-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the data entered in the procedure,3664,Manual
537e1d62-93f4-11ec-60ce-001dd8b72a56,Other,Verify the correctness of the contractual documentation produced,3651,empty
e6b65ac0-4929-11ec-43a8-001dd8b72a55,Other," Verify the truthfulness, completeness, adequacy of the data and information",34,empty
641c8ed0-492a-11ec-43a8-001dd8b72a55,Other," Verify the truthfulness, completeness, adequacy of the data and information",34,empty
ee3990dc-0fd9-11e8-2249-001dd8b721ea_TRA1,Other,Verify the formal correctness of the arrangements,3899,
ee3990dc-0fd9-11e8-2249-001dd8b721ea_TRA2,Other,Verify the formal correctness of the arrangements,3899,
0060ad80-42e5-11e8-2249-001dd8b721ea_TRA1,Other,Verify logical and formal differences in procedure,2631,
0060ad80-42e5-11e8-2249-001dd8b721ea_TRA2,Other,Verify logical and formal differences in procedure,2631,
ff36a503-43ab-11e8-2249-001dd8b721ea_TRA1,Other,Verify capital gains statement to be sent to customers,2288,
ff36a503-43ab-11e8-2249-001dd8b721ea_TRA2,Other,Verify capital gains statement to be sent to customers,2288,
21f63e1e-43a9-11e8-2249-001dd8b721ea_TRA1,Other,Verify correct zeroing of masters,2513,
21f63e1e-43a9-11e8-2249-001dd8b721ea_TRA2,Other,Verify correct zeroing of masters,2513,
b82741a4-43a7-11e8-2249-001dd8b721ea_TRA1,Other,Check current account debit transactions,421,
b82741a4-43a7-11e8-2249-001dd8b721ea_TRA2,Other,Check current account debit transactions,421,
0060ad9c-42e5-11e8-2249-001dd8b721ea_TRA1,Other,Verify operating results determined by procedure,2646,
0060ad9c-42e5-11e8-2249-001dd8b721ea_TRA2,Other,Verify operating results determined by procedure,2646,
b82741c2-43a7-11e8-2249-001dd8b721ea_TRA1,Other,Verify the passage of debits on customer current accounts,3945,
b82741c0-43a7-11e8-2249-001dd8b721ea_TRA1,Other,Check monthly processing booking result,691,
b82741c2-43a7-11e8-2249-001dd8b721ea_TRA2,Other,Verify the passage of debits on customer current accounts,3945,
b82741c0-43a7-11e8-2249-001dd8b721ea_TRA2,Other,Check monthly processing booking result,691,
ff36a526-43ab-11e8-2249-001dd8b721ea_TRA1,Other,Verify and authorize sending certifications to customers,2245,
ff36a526-43ab-11e8-2249-001dd8b721ea_TRA2,Other,Verify and authorize sending certifications to customers,2245,
6f675546-5a3d-11eb-43a8-001dd8b72a55,Professional,Check the machining of the positions,1490,Semi-automatic
7fc7e421-03c1-11eb-60ce-001dd8b72a56,Operational,Check if further information is needed to be included in the request for creation or modification of the technical user,650,empty
63a76fc0-0e1d-11eb-43a8-001dd8b72a55,Operational,Keep data updated (cancellation of technical users on local authentication systems),1858,empty
9210a2de-03e5-11eb-60ce-001dd8b72a56,Operational,Evaluate whether disabling the utility causes blocking operational impacts,1823,empty
63a76f94-0e1d-11eb-43a8-001dd8b72a55,Operational,Keep data updated (change privileges associated with technical users on local authentication systems),1859,empty
8b6dd25a-03e0-11eb-60ce-001dd8b72a56,Operational,Evaluate whether the request for disabling or eliminating the technical user can be approved,1825,empty
9210a2f6-03e5-11eb-60ce-001dd8b72a56,Operational,Check if further information is needed to be included in the request for credentials by way of derogation,651,empty
7fc7e413-03c1-11eb-60ce-001dd8b72a56,Operational,Evaluate whether the request to create or modify the technical user can be approved,1826,empty
9210a2d0-03e5-11eb-60ce-001dd8b72a56,Operational,Evaluate whether the request for derogatory credentials can be approved,1824,empty
0b3a101b-03c4-11eb-60ce-001dd8b72a56,Operational,"Check, if the derogation is necessary, that it has already been approved and released",1744,empty
51c22482-03d4-11eb-60ce-001dd8b72a56,Operational,Verify that the credential waiver has already been issued and approved,2805,empty
0b3a100d-03c4-11eb-60ce-001dd8b72a56,Operational,Check if a derogation is needed,648,empty
0fa3d38e-0e1c-11eb-43a8-001dd8b72a55,Operational,   Keep data updated (creation of technical user on local authentication systems),1,empty
cd810501-74ec-11ea-4b37-001dd8b72a50,Other,Check for the presence of the 'Syndicated Contract Identifier',625,Automatic
7b0ff14f-6aa2-11ea-4b37-001dd8b72a50,Other,Verify and reconcile data between Loan IQ and SIRE,2263,Manual
2bf1fec0-6aa1-11ea-4b37-001dd8b72a50,Other,Verify the correct entry of data into the system,3344,Manual
739f0970-7599-11ea-6ab0-001dd8b72a56,Other,Reconcile lines of credit,2064,Semi-automatic
3cf1fc80-ef86-11eb-60ce-001dd8b72a56,Operational,Check the complete completion of the form,990,Manual
2cc4c50f-c132-11ea-4b37-001dd8b72a50,Professional,Check the supervisory flows,1663,Manual
d9a17ae2-5ef1-11eb-275f-001dd8b72a50,Operational,Ensure the up-to-dateness of the checks carried out before authorizing the transfer,1800,Manual
65b25d74-5ff0-11eb-43a8-001dd8b72a55,Professional,Check accounting for use of funds,307,Manual
0ac41909-0a39-11ec-43a8-001dd8b72a55,Professional,Periodically monitor the capacity of the cumulative annual loss limits,2025,Manual
5dda7210-0a3e-11ec-43a8-001dd8b72a55,Operational,Verify the determination of any economic loss,3856,Manual
d17769e2-5ef3-11eb-275f-001dd8b72a50,Professional,Verify the correct and complete compilation of the document/email,3208,Manual
a2f41270-a209-11e8-2249-001dd8b721ea,Other,Check payment arrangement,710,Manual
c0693022-eccd-11e8-2249-001dd8b721ea,Operational,Check payment arrangement,710,Manual
a065d117-44d9-11e9-2249-001dd8b721ea,Operational,Verify the correctness of the asset's posting value,3615,Manual
a065d122-44d9-11e9-2249-001dd8b721ea,Operational,Verify accounting records,2225,Manual
c069303d-eccd-11e8-2249-001dd8b721ea,Operational,Check payment arrangement,710,Manual
c2b5275b-ebda-11e8-2249-001dd8b721ea,Other,Verify acquisition of formal documents,2227,Manual
c069302f-eccd-11e8-2249-001dd8b721ea,Operational,Check payment arrangement,710,Manual
c0693017-eccd-11e8-2249-001dd8b721ea,Other,Check payment arrangement,710,Manual
bcd1ffcc-93cc-11e7-2249-001dd8b721ea,Other,Check the completeness of the documentation and instructions assigned,1033,empty
2db819b4-93d0-11e7-2249-001dd8b721ea,Other,Check the completeness of the documentation and instructions assigned,1033,empty
bcd1ffaf-93cc-11e7-2249-001dd8b721ea,Other,Check the completeness of the documentation and instructions assigned,1033,empty
8afed822-5444-11ed-2a4f-001dd8b72a55,Other,Manage documentation requests,1877,
2db81999-93d0-11e7-2249-001dd8b721ea,Other,Check the completeness of the documentation and instructions assigned,1033,empty
60a60e62-5447-11ed-2a4f-001dd8b72a55,Other,Manage documentation requests,1877,
200f7a72-93d2-11e7-2249-001dd8b721ea,Other,Manage documentation requests,1877,empty
938cd6f2-5449-11ed-2a4f-001dd8b72a55,Other,Check the completeness of the documentation and instructions assigned,1033,
938cd6e6-5449-11ed-2a4f-001dd8b72a55,Other,Check the completeness of the documentation and instructions assigned,1033,
ce341910-ebb9-11eb-43a8-001dd8b72a55,Other,Verify the correct and complete implementation of the observations that emerged during the presentation of the package to the Corporate Governance Bodies,3221,Manual
2e037469-2239-11ea-4b37-001dd8b72a50,Operational,Verify compliance with the deadlines for feedback on the draft contracts,2330,Manual
a172766e-d507-11e7-2249-001dd8b721ea,Operational,Verify the correct extinction,3378,Manual
b1aaaece-4f93-11e8-2249-001dd8b721ea,Other,Verify exact accounting,2598,Manual
6c3104fe-7050-11de-23a9-00505682243b,Other,Check the correctness of the extracted handling,1277,Manual
6c3104f4-7050-11de-23a9-00505682243b,Other,Check the presence of the master data templates,1544,Automatic
ac508c73-12b5-11e7-2688-00101818ed80,Other,Check documentation,460,Manual
12afa305-2805-11eb-43a8-001dd8b72a55,Other,Verify correct management system alignment,2479,empty
3c3aef03-93bd-11ec-275f-001dd8b72a50,Other,Check the signing of salary-backed loans and/or previous foreclosures,1639,Manual
23ddd562-93bf-11ec-275f-001dd8b72a50,Other,Verification of the severance indemnity calculation,2188,Manual
0d345e10-7f5b-11ec-43a8-001dd8b72a55,Other,Check acquisition of messages by the Bank of Italy,309,empty
6ea47e9a-2b33-11e7-2688-00101818ed80,Other,Check the Daily Report B08 and the MT 535 account statement of the Bank of Italy.,871,Semi-automatic
dd5f7dea-abd7-11e6-2688-00101818ed80,Other,Verify TIT curves in derogation loaded in the system,2209,Semi-automatic
718c57b1-eac2-11eb-275f-001dd8b72a50,Other,Check the consistency of the uploaded data,1127,Manual
daea54e4-d27c-11eb-43a8-001dd8b72a55,Other,Verify the correctness and exhaustiveness of the Note,3568,Manual
a20cf0fc-0c1f-11ed-2f84-001dd8b72a56,Other,Verify that required information is entered when opening and closing the incident,2773,
a20ca2d0-0c1f-11ed-2f84-001dd8b72a56,Other,Check the valorisation of the fields necessary for the classification of a report in the non-finance area,1709,
557d8690-0c20-11ed-2f84-001dd8b72a56,Other,Check the enhancement of the priority level of an incident,1415,
f33738d0-0c21-11ed-2f84-001dd8b72a56,Other,Check the enhancement of the priority level of an incident,1415,
d22af1f0-0c20-11ed-2f84-001dd8b72a56,Other,Check the recovery note documentation for an incident,1576,
d22af20b-0c20-11ed-2f84-001dd8b72a56,Other,Verify the closure of the Incident,2988,
d22af1ff-0c20-11ed-2f84-001dd8b72a56,Other,Verify the correct archiving of incidents,3244,
b5c1999a-c16d-11e8-2249-001dd8b721ea,Other,Check Process Guide/Chapters for formal verification,289,empty
19327c01-7e6f-11ea-4b37-001dd8b72a50,Other,Verify that the concordance opinion has been acquired/issued,2800,Manual
893d1b44-e39e-11e6-2688-00101818ed80,Other,Perform post-release checks,2014,empty
7d0645ef-d2a5-11e8-2249-001dd8b721ea,Other,Check the correct update of the application,1214,empty
7d0645d1-d2a5-11e8-2249-001dd8b721ea,Other,Verify the correctness of the Circular prepared,3577,Semi-automatic
a59f3442-8d7f-11ec-275f-001dd8b72a50,Other,Check that the accounting has taken place,780,Manual
77db1ae2-79cc-11ec-60ce-001dd8b72a56,Other,Verify the closure of the Varied Match,2989,Manual
1572bbaa-79cd-11ec-60ce-001dd8b72a56,Other,Verify closure of miscellaneous consignment,2290,Manual
0942db1e-9aa1-11ea-6ab0-001dd8b72a56,Other,Verify the correctness of the distribution made regarding the contribution to the ECB,3692,Manual
09a243bb-9aa2-11ea-6ab0-001dd8b72a56,Other,Check that the Fee Factor Report has been sent to the ECB,772,Semi-automatic
8cf51d00-9a95-11ea-6ab0-001dd8b72a56,Other,Verify the correctness and completeness of the Risk Exposure data,3533,Manual
5deb0360-ee87-11ea-4b37-001dd8b72a50,Other,Verify that the Total Assets data is correct,2782,Semi-automatic
3ea94349-9a9b-11ea-6ab0-001dd8b72a56,Other,Check the consistency of the estimate of the contribution to the ECB,1106,Manual
a4c5b458-653e-11eb-43a8-001dd8b72a55,Other,Check the entered operation,1419,Manual
96383b17-649e-11eb-60ce-001dd8b72a56,Operational,Carry out checks on the subject of Aml/CTF or Countering the Financing of Terrorism,163,Manual
c2303c48-64a3-11eb-60ce-001dd8b72a56,Operational,Check the correctness and consistency of the data entered,1236,Manual
96383b1a-649e-11eb-60ce-001dd8b72a56,Operational,Carry out the fulfilments foreseen in terms of Aml/CTF or Countering the Financing of Terrorism,233,Manual
5ed43d70-af68-11ec-60ce-001dd8b72a56,Operational,Check the correct and complete execution of the cancellation,1158,Manual
69cff20a-66ec-11e7-7823-00155d86fd3a,Other,Check customer census and existence of a large credit line,422,
69cff213-66ec-11e7-7823-00155d86fd3a,Other,Check licenses,672,
69cff21f-66ec-11e7-7823-00155d86fd3a,Other,Start checks on the operational and legal feasibility of the structure,2106,
74e43798-3f39-11e9-2249-001dd8b721ea,Other,Verify publication,2687,empty
72ae6146-3f38-11e9-2249-001dd8b721ea,Other,Check documentation,460,empty
74e4377d-3f39-11e9-2249-001dd8b721ea,Other,Check published documentation,726,empty
74e4379a-3f39-11e9-2249-001dd8b721ea,Other,Verify publication,2687,empty
ecfaac7d-dbb7-11e9-4b37-001dd8b72a50,Other,Check front office system blotter,642,empty
ecfaac80-dbb7-11e9-4b37-001dd8b72a50,Other,Check relevant operations,735,empty
