model,modelID
Pension funds - Individual membership or collective membership of supplementary pension schemes - Out-of-office offer - Intesa Sanpaolo Agents4You,1941
Cybersecurity and Business Continuity Culture,1680
Transactions on financial instruments carried out by CIB and CLB customers,2151
Transactions on financial instruments carried out by CIB and CLB customers,2152
Finance Systems Configurations - User management for trading platforms on the markets and system users - IMI CIB Division,784
Clearing Custody and Settlement Services - Covered Warrant Management,1637
Exercise of the rights of the interested party,1678
REPO settlement and accounting,2266
Management of open positions on expiry,1973
Central Risks daily reports,1902
Loan of Customer Securities - Deactivation of the Service,2258
Initial loading guarantees,949
Management of dormant relationships - Central Management,1186
Management of digital documents of historical interest in PAD,1865
Order accounts management,290
Third party securitizations - Origination,1938
Probable Default - Calculation Agent,1357
Equity risk management,359
Remote self-certification,80
Financial Portfolio Policy Review - Banks and Subsidiary Companies,2135
IRR risk - Calculation of interest rate risk management measures,1452
Group Counterparty Registry - Verification and remediation of combination keys,1349
Purchasing Management - Purchase Order Management,158
Calculation of the reserve - Evaluation of performing loans - Generic reserve,896
Real Estate Asset Leasing Management - Full Due Diligence and asset management,1453
Revocation and Extinguishment of Consortium Guarantees,1622
Safety Deposit Boxes and Closed Deposits - Cancellation of the contract,1206
Fulfillments on waste similar to urban and non-hazardous special waste,2111
Policy transformations - Policy redemption,1337
Method of delivery to the customer owner of the Welfare Hub Service of the company regulation in facsimile (courtesy document),1577
EMIR - DFA - Dispute Management for OTC derivatives not centrally cleared,1575
Protection Policies - Assets and Persons - Issue,414
SHSG Consolidated Reporting,970
Checking and reconciling accounts on Payment Systems,233
Management of administrative privileges,1140
Protection Policies - Goods and People - Issuing Policies - Distance Offering - Intesa Sanpaolo Agents4You,1152
Credit Cards - Issuance requested by Private Customers - Distance Offer,1596
RWA determination of positions subject to securitization,1570
Production Model 770,241
Guarantees and Letters of Patronage - Modification,851
Regulated Derivatives - Error Account Management,1874
Cyber Physical Security incident management at the Territorial Network - Transactional operation arranged in an anomalous time slot,209
Resolution Reporting - Feed Data Room for Valuation with unstructured data,2115
Sire monitoring activity,1157
Social initiatives,1449
Bad Loans Management - Judicial management,96
Safety Deposit Boxes and Closed Deposits - Reclamation Dashboard,2271
Annual review of service contracts - Production and signing of contracts,2289
Definition of Process impacts,436
Collateral Management - Initial Margin Settlement,1934
Technological Assistance Incident Management,1051
Independent Price Verification - Level I - Bonds,1196
Calculation and monitoring of monthly indicators Liquidity Risk,1643
"Local ""Root"" and ""Administrator"" password management",2026
Transfer - Posting,1786
Individuals - Mortgages - Proposal,1444
Management of the mandate in the phase following the opening,1906
Financial products and services - OTC derivatives - Filing and regularization management - BdT,1363
Selection - evaluation - contracting and monitoring of external partners,229
Groups of connected customers - Census or update of the group of connected customers,1524
Concession - Private individuals - Assignment of salary to employees and TFS advance,1466
Independent Price Verification - I Level - Derivatives,748
MEF Decree - Participation in websites for comparing offers relating to payment accounts,2098
Factoring - Centralized evaluation of Credit Factoring Debtors,1594
Service Level Monitoring - Monthly collection of service levels and reporting,644
Corporate Financial Statements - Closing of the Libra archive,602
Management of Private Retail Positions - Management of Special Cases,1829
Identity and Access Management for Guest Users for Office365 Collaboration systems,650
Production and publication of the Tableau de Bord report of risks,793
Current Accounts - Sale of online current accounts,412
Management of service continuity and changes Valore Insieme,668
Leasing Financing Administration - Automatic active billing and SDD collections,361
Definition of the Target Portfolio guaranteed by the Guarantee Fund 662 96,1317
Annual qualification review,61
Reconciliations Liquidity risk,185
Rate Management Asset and Liability Management - BT risks deriving from MLT operations,1727
DFA - Risk Reporting,1900
Periodic review of the risk range,677
Contingency Process - Payments in Euros,1698
Collection and processing of budget data,320
Request digital signature certificates for employees,818
Management of the provision for tax dispute risks,2081
Preparation of periodic information for investors,33
MIFID profiling and signing of the Single Integrated Contract - CIB,1747
Internal Dealing - Proprietary Insider List - Management of communication or delay in communication of Privileged Information,2185
Debt Capital Markets - Structuring of the operation,829
Contingency Process - Bank Position Closing Step 1,1422
Swift information services and International Cash Management devices - Activation and after-sales management,1135
Suspicious transaction reporting and management of requests from the Authorities,174
Management of Leasing Bad Loans - Sending Reports Registry Reports,1225
Valuation of OTC derivatives - update of the correlation in Murex on equity - indices - basket,567
Taxation of capital gains in an administered regime,1016
Taxation of capital gains in an administered regime,1017
Sme Retail Position Management - Branch Management,1972
Management of Application Technical Utilities,1862
Attribution or variation of the operating delegation,2308
Financing in Loan IQ - Booking,938
Loan Stock Disposal - Single Name Transfer of Performing Loans,902
Management of assets acquired at auction - Participation in real estate auctions,468
Single Fund Justice FUG,1027
ICAAP and ILAAP - Approval by the Board of Directors and submission to the Supervisory Authority,2265
Probable Default - Write-off of irrecoverable credit and balance and write-off,1269
SOGEI reports,2130
Contact with the customer - Facilitated financing following natural disasters,1208
Concession - Individuals - Acceptance and Release of Mortgage Co-obligee - Preliminary Application Proposal and Resolution on the obligee or co-obligee,536
Movement of artistic assets,1113
Self Equipment Management - Outsourcing of ATMs located at Third Parties and at unmanned self-service areas,1799
Management of critical positions,522
Management of loans to employees through salary-backed loans,118
ABaCo - Management of repayment plans and monitoring,425
POS sale and activation - First customer request IMI CIB Division - On-site offer,77
Management of the Short-Term Internal Transfer Rate - Authorization of the TIT waiver ceiling on funding and use of BT and Vista,593
FOL Assistance Incident Management,342
"Drafting, publication and updating of Process Guides",688
Management of Operating Losses and Contingent Assets - BDT,1030
Checks - CAI Management,1085
Reporting Consolidated Supervisory Fee,1765
Export Documentary Credits - Revenue,1063
Issue or update FI DDS contracts Loans managed in CMLT and Mortgages to private individuals,246
Contingency Process - Management of events with impacts on the Group's liquidity position,2078
MMSR - Monitoring of transactions within the €STR perimeter,1433
Authorizations and encroachments - Operations to manage,323
Data extraction and reporting to the Bank of Italy,1600
Financial products and services - OTC derivatives - Hedging derivatives for local and regional government customers,961
ETD Derivatives - Error Account Management,1883
Payment of Coupons - Capital Repayment - Bond Issues,1100
Census and Counterparty Management - Client Prospect,2279
Cash Supply - Branch,378
Own account finance - Securities - Management of corporate events,1161
Commercial Offer - Loans to Intesa Sanpaolo Group Employees,2220
Centralized archiving of MIFID - BdT contracts,1890
Management of F24 refund requests,1704
Management of Private Retail Positions - Preparation of negotiating solutions,1530
Consolidated Leverage (Base COREP_LR_CON) _ Flow generation - data verification - consolidation - sending report,279
Standardized Securities Dossier Transfer Service - Operations carried out at the Original Bank,681
Subjective assessment of ICT suppliers for activities carried out on behalf of third parties,707
Factoring - Proposed investigation and Assignor resolution,581
ABaCo - Identification of eligible loans,2247
Reporting interest expense on mortgages,255
Debt Capital Markets - U.S. Underwriting,204
Management of security level increases,2197
Fulfillments for subsidy purposes - Financing Bank - Company Revolving Fund,6
Pricing Models and Calculation of Risk Measures - Development and Review of a New Financial Model,689
Confidi management monitoring,2015
Management of outstanding incoming and outgoing Cash Letters,101
Pensions - Monitoring,1845
Portfolio Collection Management - Establishment of an escrow deposit for the payment of a protested security,700
Prepaid cards - Issuance requested by Private Customers - Distance Offer,179
Management of operations subsequent to the issuance of the policy,649
Management of cash differences,84
Tax Consolidation - Settlement of the first and second IRES advance balance,1928
Regulated Derivatives - Management of years-assignments on behalf of third parties and own account,1981
Data consolidation and sending of Accounts Matrix,2148
Subsequent events SACE surety policy,820
Concession - Public Entities and Enterprises - Identification and evaluation of calls for tenders,12
Management of Feasible Operations for anti-money laundering purposes,2254
Cyber Physical Security incident management at the Territorial Network - Anomaly detected by the Operating Point,1011
Monitoring of extraordinary events on the underlying of bonds listed on the MOT,1998
Preparation of the Guidelines and the Plan of the Charity Fund,905
Bad Loan Management - Accounting Transfer,1504
Pricing Models and Calculation of Risk Measurements - Validation of Equity Linked OTC Derivatives,1273
Pledge Guarantees - Particularity for Pledge Credits,489
Analysis and consolidation of divisional data and management reporting,1105
IVASS - Fulfillments related to insurance distribution,334
Counterparty Census and Management - Onboarding for Financial Institutions and Global Corporate counterparties (PEGA CLM Onboarding workflow),706
Definition of the Product concept,79
Identification of IVASS teachers,2270
Preliminary fulfilments in the field of SFTR,1243
Closing Financial Institutions Accounts,35
Probable Default - Management of contractual indemnities and potential repurchases,1579
Fund data collection,330
Operational health and safety controls - Prevention and management of emergencies,1087
Provision of the Value Together Service,154
Concession - Private individuals - Credit lines and other loans - Contact with the customer,1306
Concession - Private individuals - Credit lines and other loans - Pension advance,1940
Clearing - Bond and REPO margin calculation and management - Own account,1126
Financing - Loan Management - Sale of flexibility options on Personal Loans,1259
Industrial Accounting - Collection and processing of pricing data,709
Internal Dealing - Proprietary Insider List - Additional market abuse prevention measures and corporate operating restrictions,1252
Rating assignment - Commercial Real Estate methodology,347
Complex Incident Management,788
Determination of parameters - Calculation of expected loss for accounting purposes,2209
Employee services - Management of Service Certification requests,694
Counting room decommissioning,434
Savings books - Amortization,2180
Standardized Securities Dossier Transfer Service - Operations carried out at the New Bank,1519
Small Business - Analysis of counterparty characteristics and automatic rating assignment,2063
Non-EU subsidiaries - obligations pursuant to art. 15 of the RM,1686
Civil liability in the event of an accident caused by a harmful event committed by third parties (employer compensation),1837
Monitoring of corrective and improvement actions,387
Trade Opening - Hot Money,1838
Early repayment - Mortgages sold by the Poste Italiane SpA network,1658
Renegotiation of public finance assets,979
Financial Products and Services - OTC Derivatives - Transaction Definition and Conclusion - IMI CIB Professional Corporate and Retail Clients,1091
Institutions Treasury - Service Management - Management of Institutions Postal Current Accounts,2318
Accounts Banks Italy - Accounting movements between banks,499
Withdrawal of cash and/or securities and possible termination of the mandate,446
Concession - Private individuals - Credit lines and other loans - Improvement,1416
System Environment Management,1479
Activation and daily execution of morning tests,2112
MiFID profiling and CUI subscription Information collection Corporate customers outside the bank - CIB,1521
Legality rating management,1345
Evaluation and reporting of suspicious transactions,2134
Obligation to abstain due to impossibility to comply with due diligence obligations,1739
Clearing - Risk Compression - Own Account,2177
Entity Treasury - Management of SIOPE and the Single Telematic Treasury system,32
Request for provisional badge release for visitors to Central Buildings,22
Activation and management of the optional SEDA service,1413
Reciprocal Accounts - Check and Square,83
Disposal of Non-Performing Loans and Portfolios of Non-Performing and Mixed Loans - Post Closing Activities - Management of Contractual Indemnities and Potential Buybacks for Portfolio Disposals,1868
Management of checks paid on MTA-CSA,2009
Management of ad hoc requests received from the CRO Area,1887
Revocation of the POS contract,547
Lending of securities to customers - Exclusion of securities from loan base,360
Credit cards - Plafond variation,870
Inaccessibility of the Premises - Return to normal operations,1205
Determination of Own Funds on a consolidated basis,1532
Issues Covered Warrants - Integration of quantities issued,991
Tax monitoring reports,491
Insolvency management,948
People Care - Listening and Support Service,2276
Institutions Treasury - Operational Management - Relations with the Court of Auditors,374
Constitution of the TLTRO Group,190
Cards - Block cloning,2230
Third party finance - Market Hub customer operational onboarding,2214
Third party finance - Market Hub customer operational onboarding,2215
Third party finance - Market Hub customer operational onboarding,2216
Small Business - Manual rating assignment and override request,1401
Concession - Private - Assignment of the fifth to INPS pensioners,336
Export Facile - management of invoices and advances,782
Enforcement of guarantee - Per te Loan with honors and Per te Loan with honors ex Bridge,382
Performance Management - UpPER - performance evaluation,1329
Unified Backtesting Calculation,585
Credit Cards - Distance Offering - Intesa Sanpaolo Agents4You,2106
Proactive Corporate and Small Business Management - Assigned Debtors Factoring,1299
Situational Stress Test,825
Identification of cybersecurity needs,760
Execution of the Charity Fund Plan - Territorial Donations,149
Management of requests for copies of POS contracts by Nexi,2267
Forecast management,495
Institutions Treasury - Operational Management - Budget Management,1336
Improvement plan,2117
Safety Deposit Boxes and Closed Deposits - Forced Openings,145
Closing Operation,1552
Corporate Finance - Mergers & Acquisitions - Signing and Closing,1557
ADUE (SDD Core) and ADUE B2B (SDD B2B) mandate management,679
Takeover of the POS contract,1459
Prepaid Cards - Issuance requested by Corporate Customers (Customer Journey Commercial Cards) - On-Site Offer - Off-Site Offer - Distance Offer,1234
Rating assignment - Asset Finance methodology,1367
Investigation and resolution of equity investment operations,740
Bancaidentity - Holder Registration,262
Concession - Corporate ONE - Proposal - Formalization of Credits & Obligations and Opinions,1347
Staff with mixed employment contract - Signing of the agency contract,685
Financial products and services - OTC derivatives - Settlement and payments - IMI CIB and BdT,316
Activation of modification of closure of a UOG (SAP HR and SOA) or of an operational entity (SOA),1676
Direct sale to the State Printing Office and Mint,152
Periodic analysis of suppliers,518
Management of the Payment System in EURO,524
Financial products and services - OTC derivatives - Management of confirmations - IMI CIB and BdT,2294
Management of civil and insolvency cases,1881
Individuals - Mortgages sold through Third Party Networks - Poste Italiane SpA - Proposal and Resolution,367
Access to reserved areas of the Central Buildings requested by visitors,1582
After Sales - Open Pension Funds and Individual Pension Plans,848
Preparation of Disaster Recovery and High Availability infrastructure for an application,2128
Physical certificate coupon payment activity,1167
Remote Identification and Recognition Services - Multi-channel Legal Entity Contract - Activation,1827
Reminder of outstanding invoices,1646
Dematerialisation of physical securities - Centralized administrative activities,207
Dematerialisation of physical securities - Centralized administrative activities,208
Classification of customers - Individuals and Legal Persons - BdT,1508
Superbonus Ecobonus and other building bonuses - CONVENTIONED INSTALLERS - Periodic and cumulative transfer of the tax credit,2012
ADUE and ADUE B2B (SDD) - Debtor - Refusal of a payment (Refusal),1353
Third-party securitisations - Activities preliminary to execution,451
Monitoring and Control,1322
Preliminary investigation - Loans to Intesa Sanpaolo Group employees,2319
Attached Guarantees - Improvement,576
Management of Inquiries to IT Security Rules,1571
Prudential Disclosure - Collection and preparation of detailed information for feeding Part E,2284
Corporate Finance - Mergers & Acquisitions - Origination,965
Payment cards - Reissue of duplicate and replacement,988
Payment cards - Reissue of duplicate and replacement,989
Payment cards - Reissue of duplicate and replacement,990
Collateral management - Definition and monitoring of the Initial Margin threshold at Group level,339
Own account finance - Securities - Check and modify deals,157
Identification - measurement and assessment of risks - definition and formalization of control attributes,1409
Investments in non-bank companies operating in the US and related event reporting to the FED (FR Y-10),1884
Placement of Bond Issues,1461
Activities to be carried out as an Old Bank to facilitate the opening of an account in another EU Member State,1199
Export Documentary Credits - Without recourse discount,1301
Easy Export - Events following the signing of the contract,621
Drafting and approval of Report on Corporate Governance and Ownership Structures,1458
Census and Counterparty Management - Centralized censuses - Italian and foreign banking counterparties,2092
Issuance - Protection Policies - Loans,824
Fulfillments for facilitation purposes - Financing Bank - Puglia Sviluppo,893
Subscription of contracts remotely via the Inbiz platform,985
Collateral Management - Initial Margin Reconciliation,280
Management of the input data control rules and of the information bases of the Supervisory Reports,2095
Treasury Institutions - Activation of Service - Assignment Deactivation of enabling profiles,1139
POP,1249
Protection Policies - Motor - Off-Site Offer,1500
Business Balance - Inventory Book Management,2021
Proprietary and Third Party Indices - Management of Index Registry pursuant to the Benchmark Regulation,513
Termination of the administered deposit - Financial Institutions customers,433
Creating and editing Security features on a Hadoop-Teradata acronym,463
Derivatives ETD - Balancing Italian and foreign interprocedural accounts,570
Real estate market analysis,1562
Debit and service cards - Issuance requested by corporate customers - On-site offer,432
Accounting and material management of diamonds repurchased by customers,1549
IRR risk - Feed rate risk monitoring data base,2292
Payment of withholding tax for self-employment,1304
Financial products and services - OTC derivatives - CPPI-type guarantees,294
Clearing - Risk compression - Customers,353
Attribution of SIA Code Variation,832
Evaluation of loans at fair value - Definition of the evaluation perimeters,1535
Remote Identification and Recognition Services - My Key - Off-Site Offer - Intesa Sanpaolo Agents4You,890
Finalization - Loans to Intesa Sanpaolo Group Employees,2084
Activation and management of the wallet service,2309
Pricing Definition - IMI CIB Division - Global Banking & Sovereign Institutions Dir. and International Dir.,821
Issuing invoices in the Branch and related management,1276
Preparatory activity for the drafting of the dossiers and start of data collection,537
Level I controls,191
Post-sales - Protection Policies - Financing,926
Independent Price Verification - Contribution and Totem Markit analysis and Fair Value Adjustment calculation,779
Current Accounts - Opening cross border accounts between Group Banks and Branches,46
Test planning,864
Intrastat reports,1768
Current Accounts - Opening current accounts at Intesa Sanpaolo for foreign customers through the IBOS circuit,1744
Complaints,744
Batch System Presidium,292
Component design,146
Concession - Small Business - Smart Enterprise Current Loan,1899
Valuation of OTC derivatives - fair value adjustment of structured equity instruments,778
Municipalities and Provinces above and below the threshold and Regions - Manual assignment of the rating,276
Financial Products and Services - OTC Derivatives - Block Management - IMI CIB,1757
DFA - Quarterly reporting to CFTC and NFA on derivatives and balance sheet data,1366
Provisions for outgoing foreign bank transfers - electronic flows,2202
Management of Security Patches on IT Systems,1588
Small Business - Evaluation of the proposal and possible improvement override validation,1985
Definition of membership fee and TIT discount,2263
Transfer of securities deposit between branches of the same network,254
Calculation and application of penalties and bonus-malus,1492
Forborne Credit Identification,2208
Superbonus Ecobonus and other building bonuses - PRIVATE - Condominiums - IACP - Third Sector and Religious Bodies - Transfer of the tax credit,1623
Surveys on bank accounts and analysis of Swift messages received,2129
Certificates of Deposit - Subscription and issue,1633
ICAAP and ILAAP - Start of package preparation,670
Permanent conciliation management,591
Searches on archives no longer available,2066
Redemption - Settlement at maturity - Policies,1239
Attached Guarantees - Particularities for pledge balances of c c booklet name,1911
Lottery winnings management,819
SCORE Service - Activation,853
Probable Default - Legal assistance,586
VAT adjustment,891
Automated or semi-automated consultancy services - Robo 4 Advisor service management - Activities by the Manager,1547
Abroad - Foreign exchange operations - Operations with Russian banks,2315
Loans in GIC - Preliminary activities to start the operation,1784
Loans - Loan management - Early repayment and renewal of salary assignment,1871
Purchase of treasury shares to service the Intesa Sanpaolo Group Incentive Plans and any Severance,2165
Own account finance - OTC derivatives - Settlement and payments,1384
Accounting for posting income and expenses,183
Probable Default - Management resolutions on the credit management portal,701
Caution in the management of customer exit flows in the New Model Branches,774
Management of chargeback action on payments made with POS,1094
Preparation and signing of the GMSLA contract - Parent Company and Banca IMI,1124
Debt Capital Markets - Public Placement - Fixed Income Sales,377
Arrangement of Wire Transfers with Telematic Flows,1207
Corporate - Attribution and automatic updating of the rating for exclusive debtors. Factoring,1026
Valuation of provisions for risks and charges,561
Modification of the ISMEA surety,1542
Management of tax deeds,1746
Management of Configuration Management reporting,1774
Running User Acceptance Test,1872
Credit Information Systems - Management of requests for correction of notifications of suspension of the visibility of the contract and Inquiry activities,295
Consolidation of data and sending Archive of losses historically recorded on positions in default (LD),856
Management of swift RMA authorization exchange procedures or RNI keys,180
Own account finance - Securities - Management of coupons and redemptions,533
Available checks - Discovery or payment without the materiality of the title,85
Regulated Derivatives - Brokerage and Execution MHUB,2150
Bank drafts - presentation of blocked check subject to appeal - amortization decree,263
Securities franking management Unlisted companies,504
Securities franking management Unlisted companies,505
Mortgage guarantees - Legal investigation,1266
Group Counterparties Registry - Extraction on tabular system,1411
Monitoring of regulated derivative instruments,1889
Management of feedback to reports produced by the CRO Area,2080
Production of annual report on execution venues and execution quality under MiFID II,2132
Activities to be carried out as Banca New for the transfer of payment services,933
Activation of a new Company (SAP HR and SOA),1857
Financial products and services - OTC derivatives - Governance of the offer - BdT,447
Contingency Process - Tick confirmations Swift Forex - Money Market,1002
Non-Performing Credit Management - Joint exposures,1858
Non-Performing Credit Management - Joint exposures,1859
Setting up the definition and approval of the Group RAF,2304
Payment at the counter and Continuous Cashier,141
Management of exposed IP addresses,1219
Acquisition of SACE surety policy,2302
Territorial sponsorships,729
Tax Consolidation - Definition of payables and receivables from companies,1340
Non-Standard TIT MLT Attribution,562
Own account finance - OTC derivatives - Derivatives and other credit risk hedging operations for ACPM purposes,2221
Acquisition of Consortium Guarantees,1545
Management of duplicate keys and back up combinations of safes in personal assignment,69
Collection services - Meal Vouchers,410
Identification and Evaluation - Operational Event Management,1361
Factoring - Factoring Management - RIBA Collections and Paper Bills,1045
Safety Deposit Boxes and Closed Deposits - Payment of the fee and any arrears,577
Tax Consolidation - Interruption of group taxation before completion of the three-year period of validity of the option,1044
Direct Guarantee PMI Fdo 662 96 on Regulatory Monitoring Portfolio,1929
ABaCo - Management of change events: early repayment and early repayment,859
Securities Lending to Customers - Opening Closing operations,1006
Shareholders' reports,1083
Employee Devices - Other Devices - Membership,57
Guarantees and Letters of Patronage - Enforcement,2048
Trading of foreign banknotes - Branch,368
Rating assignment - Real Estate Development,2100
Rating assignment - Leveraged methodology and Acquisition Finance,554
Industrial Accounting - Master data management,394
Financial Products and Services - OTC Derivatives - Pricing of Value Adjustments in OTC Derivatives,206
Treatment Register,1980
Incoming foreign transfers - Management of conversational messages and investigation practices,1223
Settlement on behalf of third parties of regulated derivatives,605
Reports Guarantee Fund,1108
Management of Bad Leasing - Management of Collections - Provis,940
DFA - Identification and Training of the Associated Persons of a Swap Dealer,43
Certificates of Deposit - Materialization-dematerialization-split-duplication-blocks,1561
Cancellation of proxy payment within the procedural deadlines,1491
Disposal of Impaired Loans and Portfolios of Impaired and Mixed Loans - Disposal of Portfolio and Single Name above threshold - Definition of de-risking levers,1226
"Algorithmic negotiation - Definition, modification and revision of limits for own account",1651
Determination of parameters - Calculation of parameters for valuation of performing and non-performing loans,470
Calculation of Profit and Loss of Actual and Hypothetical Backtesting,1362
Opening reports and signing the Framework Agreement,895
Registry of Reports - Alignment of the register of ledgers for application anomalies,1021
Revocation of the Mandate and Cancellation from the Single Register of Financial Advisors,1457
Concession - Small Business Application,363
Attendance and absence management,923
Census and Counterparty Management - Corporate events (mergers-demergers-sales),1471
Direct Guarantee Fdo PMI 662 96 on Commercial Monitoring Portfolio,675
Payment cards - Inventory management,1950
Payment cards - Inventory management,1951
Payment cards - Inventory management,1952
Credit Cards - Issuance requested by Corporate Customers (Customer Journey Commercial Cards) - On-Site Offer - Off-Site Offer - Distance Offer,932
Probable default - Compulsory realization of pledge,1630
Collaborative Fulfillment with AdE - Regulatory Alignment,1989
Savings books - Update and regularisation,953
Regulatory Multi-risk Stress Test,44
Business balance sheet - Monthly income statement feed,1513
Own Account Finance - Securities - Interest Claim Management - IMI CIB Division,1690
Issuance of certificates - Repurchase and cancellation of Certificates,27
Subsequent Events - Extinguishment of the First Home Guarantee Fund DM 31 - 07 - 14,2250
Financial Instrument Master Data - Update activity,120
Concession - Individuals - Personal Loans and Installment Credit Line - Commercial Offer and Application for Remote Branch and Off-Site Branch Credit,2228
Financial statements - Tax models detection,1916
Single Risk Stress Test,444
Documented remittances receipts export documents - Discount with recourse bills,543
Contracting business continuity requirements for IT contracts,2207
Management of invoices and credit notes no G/L,1163
Regulated Derivatives - Changes in Conditions,1377
Operational health and safety controls - Supervision and reporting,104
Content editing in training platforms,1315
Current Accounts - Change in terms of charge for interest payable as a result of the SAE exchange rate,1778
Data Workflow Management,1146
Probable default - Definition of fiduciary management,448
Authorizations and overdrafts - Temporary overdrafts in current accounts,1832
Centralized management of corporate meetings,1909
Individuals - Mortgages sold through Third Party Networks - Poste Italiane SpA - Improvement,1089
Sector trend indicator update,1697
Document dematerialization management,1472
Mortgage guarantees - Monitoring of guarantees and management of assets at auction,1035
Transformation - renewal - modification of the employment relationship,2013
Institutions Treasury - Operational Management - Institutions dossier filing,807
Purchasing Management - Processing of the Purchase Request-Purchase Need,722
Fulfillments after the robbery in the branch,1448
Management of resolutions for provisions and transactions and disbursements,406
Counterparty Census and Management - Customer Identification and Census,583
Contracting business continuity requirements for non-IT contracts,1066
Alternative Investments Funds - Investment Origination,1628
Mandate opening and line change operation,1335
Acquisition of internal rating for equity investment operations,2153
Reporting fees - Processing monthly fees,449
Contribution Management - Disbursement of Contributions Reg. Auton. Sardinia Cto Capit-Interests-Leasing Fees,1260
Payment reporting - Manual monthly data collection,928
Own account finance - OTC derivatives - Confirmations - Credit derivative transactions,664
Own Account Finance - OTC Derivatives - Confirmations - Transactions in Exchange and Forex Derivatives,196
REPO trading and Bond Lending with direct customers or market counterparties,1995
Management of signing Cash Letter agreements,2190
Bad Loans Management - Proposal and confirmation,2000
Relationship management - communications received from Supervisory and Resolution Authorities,684
Hypothetical portfolios - periodic monitoring and reporting,968
Quarterly preparation of PCI Officer assurance activities,1613
Checks - Presentation for payment in cases of impossibility to generate the image - Back-up solution,1920
Current Accounts - Sale of current accounts with dematerialized process - On-Site Offer and Off-Site Offer,1507
Domestic guarantees received in favor of the SNAM Group,1393
Notification pursuant to Article 48 of Law 196 2009,194
Strategies - Funding Plan Approval and reporting,355
Evaluation and validation of participations,873
Correction for incorrect-missing Forborne flag registrations,2141
Concession - Private individuals - Credit lines and other loans - Resolution,1671
Cash Management - Operational Point Rationalization Management - Central Structure,228
Credit Risk - Monitoring and Reporting,934
Supplier Management (Full-offsite),1663
Concession - Small Business - Product specificity - Corporate Convertible Loan,1218
International Cash Pooling - Sale and Activation,1720
Monitoring Service provided by suppliers,1355
Management of Individual Retail Positions - Outsourced Management - Leasing,1025
DAC 6 - Signalling,2233
Modification of Consortium Guarantees,2039
Internal selection via Jobs@ISP,831
Management of bad debts Leasing - Asset valuation management,703
Certified e-mail (PEC),606
Superbonus Ecobonus and other building bonuses - SERIAL INSTALLERS - Periodic and cumulative transfer of the tax credit,1036
Tuning and Performance Management,1018
Payment of taxes using the F24 form,1438
Concession - Individuals - Finalized Loan - Right of withdrawal,151
Check amount adjustment,1756
Payment cards - Customer's waiver,1418
Payment cards - Customer's waiver,1419
Payment cards - Customer's waiver,1420
Certificates of Deposit - Papers of Values - Correction and restoration of stocks,660
Management of unpaid checks,1644
Collateral Management - Shortfall Management,710
Guarantees and Letters of Patronage - Extinction,167
Own Account Finance - OTC Derivatives - Confirmations - Structured Credit Derivative Transactions,927
Fee and interest management,1423
Census and Counterparty Management - Economic and regulatory classification,839
Remote offer of financial instruments and insurance investment products,572
Remote offer of financial instruments and insurance investment products,573
Risk activities towards individual connected parties _ Generation of flows - data verification - sending of reports,297
Emissions certificates - Certification of pricing and product testing,1256
Contingency Process - CLS Payment Release,1069
Transfer of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Transfer Portfolio and Single Name above threshold - Assessments supporting the resolution - Resolution,564
Start Capital Budget,1368
Disclaimer of Payment Card operations,780
Euro and currency liquidity management - Relations with central banks and institutions,1082
Fraction of loan already in amortization,173
Guarantees and Letters of Patronage - Improvement,431
Ter Fiscal Shield - Plafond Management,1821
EMIR - DFA - Preliminary contractual fulfillment BdT,2044
Valuation of Securities and Derivatives - Effectiveness test of exchange risk hedging,1200
Non-performing loans management - Extrajudicial management,683
Covered Warrant Issues - Corporate Action Management,578
Opening of an administered deposit for Financial Institutions customers,977
Payment available as a customer or agent of an external partner Bank-Company,2158
Accounting management of energy utilities,565
Exchange Management - Transactional exchange risk management associated with Structural exchange risk - Profits Loss,1684
Periodic verification of guarantee documents for the Banca dei Territori Division,309
Periodic verification of guarantee documents for the Banca dei Territori Division,310
Periodic verification of guarantee documents for the Banca dei Territori Division,311
Transfers with credit in current account,193
Management of out-of-court disputes,1724
Issue of the Policy,2218
Advances and Foreign Financing - Extension - curtailment - extinction - conversion,397
OPA - Management of the risk from taking on financial consultancy assignments,2249
Available checks - report of theft-loss-destruction presented by the customer,2139
Confirming - Buyer contracting,862
Analytical evaluations and extension - Unlikely to pay,2094
Remote Identification and Recognition Services - My Key Business - On-Site Offer,718
Attached Guarantees - Extinction,216
Concession - Corporate ONE - Proposal - Analysis & Controls and Signatures,244
Safety Deposit Boxes and Closed Deposits - Locks and constraints,2019
Management of improvement areas,899
Survey and modification of Related Parties of Intesa Sanpaolo S.p.A. Associated Persons of the Group and Relevant Persons pursuant to art.136 TUB,705
"Fulfillments for loss, theft or destruction of checks negotiated in Back up or through the GDO channel",1138
Events and hospitality at the Gallerie d'Italia,1162
Management of Subsidized Interventions - Product Specificity - Special Fund for Applied Research,1148
Tax shield - Special tax,94
Non-ordinary access to Central Buildings,2232
Theft or loss or deterioration of permanent employee badge,575
Identification and census of the Beneficial Owner,2314
Activities to be carried out as an Old Bank for the transfer of payment services,1038
Placement activity or switch,1723
Collateral Management - Management of relevant Disputes on Initial Margin,1311
Request to open relationships in the name of Fiduciaries,136
External staff management,1681
Concession - Individuals - Credit lines and other loans - Product specifics - Mortgage annuity loan,251
